,ITEM_ID,ALTURA,COMPOSICAO,COR,LARGURA,MARCA,PROFUNDIDADE,TEM_TAMPA,ITEM_PRICE,INTERESTED
121091,218228122,24.0,1,1,20.0,1,20.0,1.0,153.323333333,0.0
121098,218228122,24.0,1,1,20.0,1,20.0,1.0,129.99,0.0
121115,218228122,24.0,1,1,20.0,1,20.0,1.0,134.573333333,0.0
121134,253715602,78.25,1,1,52.75,1,28.75,1.0,169.99,0.0
121147,218228122,24.0,1,1,20.0,1,20.0,1.0,136.913076923,0.0
121174,293916,22.5,1,1,28.5,5,28.5,0.0,324.03,0.0
121184,218228122,24.0,1,1,20.0,1,20.0,1.0,129.99,0.0
121190,218228122,24.0,1,1,20.0,1,20.0,1.0,129.99,0.0
121205,11418554,36.0,1,1,25.5,2,18.9,0.0,276.408571429,0.0
121248,218228122,24.0,1,1,20.0,1,20.0,1.0,144.99,0.0
121253,293916,22.5,1,1,28.5,5,28.5,0.0,324.03,0.0
121262,218228122,24.0,1,1,20.0,1,20.0,1.0,144.99,0.0
121283,218228122,24.0,1,1,20.0,1,20.0,1.0,143.49,0.0
121288,218228122,24.0,1,1,20.0,1,20.0,1.0,126.74,0.0
121318,218228122,24.0,1,1,20.0,1,20.0,1.0,144.434444444,0.0
121356,253715602,78.25,1,1,52.75,1,28.75,1.0,169.99,0.0
121378,218228122,24.0,1,1,20.0,1,20.0,1.0,151.418571429,0.0
121400,253715602,78.25,1,1,52.75,1,28.75,1.0,169.99,0.0
121427,224278746,18.5,2,2,21.5,3,26.0,1.0,37.3227777778,0.0
121437,218228122,24.0,1,1,20.0,1,20.0,1.0,142.847142857,0.0
121526,253715602,78.25,1,1,52.75,1,28.75,1.0,169.99,1.0
121535,218228122,24.0,1,1,20.0,1,20.0,1.0,144.99,0.0
121541,11418554,36.0,1,1,25.5,2,18.9,0.0,146.865,0.0
121548,218228122,24.0,1,1,20.0,1,20.0,1.0,148.74,0.0
121580,218228122,24.0,1,1,20.0,1,20.0,1.0,132.717272727,0.0
121588,218228122,24.0,1,1,20.0,1,20.0,1.0,139.99,0.0
121604,218228122,24.0,1,1,20.0,1,20.0,1.0,143.99,0.0
121615,218228122,24.0,1,1,20.0,1,20.0,1.0,134.275714286,0.0
121623,218228122,24.0,1,1,20.0,1,20.0,1.0,140.415531915,0.0
121664,218228122,24.0,1,1,20.0,1,20.0,1.0,129.99,0.0
121670,218228122,24.0,1,1,20.0,1,20.0,1.0,129.99,0.0
121683,218228122,24.0,1,1,20.0,1,20.0,1.0,129.99,1.0
121708,218228122,24.0,1,1,20.0,1,20.0,1.0,129.99,0.0
121722,218228122,24.0,1,1,20.0,1,20.0,1.0,144.99,0.0
121739,218228122,24.0,1,1,20.0,1,20.0,1.0,144.434444444,0.0
121750,218228122,24.0,1,1,20.0,1,20.0,1.0,129.99,0.0
121761,218228122,24.0,1,1,20.0,1,20.0,1.0,140.415531915,0.0
121772,218228122,24.0,1,1,20.0,1,20.0,1.0,138.561428571,0.0
121788,224278746,18.5,2,2,21.5,3,26.0,1.0,38.1442307692,0.0
121809,218228122,24.0,1,1,20.0,1,20.0,1.0,139.99,0.0
121854,218228122,24.0,1,1,20.0,1,20.0,1.0,141.042631579,0.0
121855,253715602,78.25,1,1,52.75,1,28.75,1.0,169.99,0.0
121919,218228122,24.0,1,1,20.0,1,20.0,1.0,146.35363636399998,0.0
121928,218228122,24.0,1,1,20.0,1,20.0,1.0,129.99,0.0
122062,218228122,24.0,1,1,20.0,1,20.0,1.0,143.99,0.0
122112,253715602,78.25,1,1,52.75,1,28.75,1.0,169.99,0.0
122134,258467592,16.5,2,3,24.0,6,34.5,0.0,87.99,1.0
122141,218228122,24.0,1,1,20.0,1,20.0,1.0,120.24,0.0
122175,218228122,24.0,1,1,20.0,1,20.0,1.0,139.99,0.0
122185,253715602,78.25,1,1,52.75,1,28.75,1.0,169.83403669700002,0.0
122187,218228122,24.0,1,1,20.0,1,20.0,1.0,129.99,0.0
122201,218228122,24.0,1,1,20.0,1,20.0,1.0,134.573333333,0.0
122281,218228122,24.0,1,1,20.0,1,20.0,1.0,130.596060606,0.0
122322,218228122,24.0,1,1,20.0,1,20.0,1.0,139.99,0.0
122341,218228122,24.0,1,1,20.0,1,20.0,1.0,129.99,0.0
122355,218228122,24.0,1,1,20.0,1,20.0,1.0,153.323333333,0.0
122384,11418554,36.0,1,1,25.5,2,18.9,0.0,282.9,1.0
122394,218228122,24.0,1,1,20.0,1,20.0,1.0,140.415531915,0.0
122406,258467592,16.5,2,3,24.0,6,34.5,0.0,127.99,0.0
122418,218228122,24.0,1,1,20.0,1,20.0,1.0,140.704285714,0.0
122511,218228122,24.0,1,1,20.0,1,20.0,1.0,137.784871795,0.0
122530,218228122,24.0,1,1,20.0,1,20.0,1.0,129.99,0.0
122545,253715602,78.25,1,1,52.75,1,28.75,1.0,169.99,0.0
122624,218228122,24.0,1,1,20.0,1,20.0,1.0,144.99,0.0
122688,218228122,24.0,1,1,20.0,1,20.0,1.0,129.99,0.0
122723,218228122,24.0,1,1,20.0,1,20.0,1.0,139.99,0.0
122724,253715602,78.25,1,1,52.75,1,28.75,1.0,169.99,0.0
122733,253715602,78.25,1,1,52.75,1,28.75,1.0,169.99,0.0
122749,218228122,24.0,1,1,20.0,1,20.0,1.0,143.99,0.0
122764,253715602,78.25,1,1,52.75,1,28.75,1.0,169.99,0.0
122774,258467592,16.5,2,3,24.0,6,34.5,0.0,87.99,0.0
122789,218228122,24.0,1,1,20.0,1,20.0,1.0,146.35363636399998,0.0
122808,11418554,36.0,1,1,25.5,2,18.9,0.0,266.11,0.0
122812,218228122,24.0,1,1,20.0,1,20.0,1.0,129.99,0.0
122838,218228122,24.0,1,1,20.0,1,20.0,1.0,129.99,0.0
122851,218228122,24.0,1,1,20.0,1,20.0,1.0,144.99,0.0
122940,218228122,24.0,1,1,20.0,1,20.0,1.0,129.99,0.0
122948,14568998,17.0,2,1,27.0,2,29.0,0.0,150.9,0.0
122957,218228122,24.0,1,1,20.0,1,20.0,1.0,147.99,0.0
122961,253715602,78.25,1,1,52.75,1,28.75,1.0,169.99,0.0
122971,218228122,24.0,1,1,20.0,1,20.0,1.0,132.717272727,0.0
122977,253715602,78.25,1,1,52.75,1,28.75,1.0,169.84087719299998,0.0
122998,218228122,24.0,1,1,20.0,1,20.0,1.0,126.74,0.0
123007,253715602,78.25,1,1,52.75,1,28.75,1.0,154.99,0.0
123023,218228122,24.0,1,1,20.0,1,20.0,1.0,134.573333333,0.0
123030,218228122,24.0,1,1,20.0,1,20.0,1.0,129.99,0.0
123031,224278746,18.5,2,2,21.5,3,26.0,1.0,37.3227777778,0.0
123044,218228122,24.0,1,1,20.0,1,20.0,1.0,144.434444444,0.0
123070,218228122,24.0,1,1,20.0,1,20.0,1.0,129.694545455,0.0
123095,224278746,18.5,2,2,21.5,3,26.0,1.0,34.9,0.0
123097,218228122,24.0,1,1,20.0,1,20.0,1.0,138.561428571,0.0
123120,253715602,78.25,1,1,52.75,1,28.75,1.0,169.99,0.0
123163,218228122,24.0,1,1,20.0,1,20.0,1.0,120.24,0.0
123205,218228122,24.0,1,1,20.0,1,20.0,1.0,159.99,1.0
123216,218228122,24.0,1,1,20.0,1,20.0,1.0,136.913076923,0.0
123248,218228122,24.0,1,1,20.0,1,20.0,1.0,129.99,0.0
123249,218228122,24.0,1,1,20.0,1,20.0,1.0,134.573333333,0.0
123256,218228122,24.0,1,1,20.0,1,20.0,1.0,137.565757576,0.0
123259,218228122,24.0,1,1,20.0,1,20.0,1.0,159.107647059,0.0
123291,218228122,24.0,1,1,20.0,1,20.0,1.0,134.275714286,0.0
123308,218228122,24.0,1,1,20.0,1,20.0,1.0,129.99,0.0
123327,218228122,24.0,1,1,20.0,1,20.0,1.0,129.99,0.0
123339,218228122,24.0,1,1,20.0,1,20.0,1.0,129.817586207,0.0
123340,218228122,24.0,1,1,20.0,1,20.0,1.0,129.99,0.0
123360,218228122,24.0,1,1,20.0,1,20.0,1.0,132.717272727,0.0
123400,253715602,78.25,1,1,52.75,1,28.75,1.0,169.99,0.0
123410,218228122,24.0,1,1,20.0,1,20.0,1.0,144.99,0.0
123411,218228122,24.0,1,1,20.0,1,20.0,1.0,151.418571429,0.0
123434,218228122,24.0,1,1,20.0,1,20.0,1.0,141.042631579,0.0
123441,224278746,18.5,2,2,21.5,3,26.0,1.0,135.5163157895,0.0
123450,218228122,24.0,1,1,20.0,1,20.0,1.0,129.99,0.0
123533,253715602,78.25,1,1,52.75,1,28.75,1.0,154.99,0.0
123539,253715602,78.25,1,1,52.75,1,28.75,1.0,169.99,0.0
123540,218228122,24.0,1,1,20.0,1,20.0,1.0,129.99,0.0
123562,224278746,18.5,2,2,21.5,3,26.0,1.0,38.43,0.0
123567,253715602,78.25,1,1,52.75,1,28.75,1.0,154.99,0.0
123588,218228122,24.0,1,1,20.0,1,20.0,1.0,144.99,0.0
123637,253715602,78.25,1,1,52.75,1,28.75,1.0,169.99,0.0
123645,224278746,18.5,2,2,21.5,3,26.0,1.0,40.2845454545,0.0
123674,253715602,78.25,1,1,52.75,1,28.75,1.0,169.99,0.0
123704,218228122,24.0,1,1,20.0,1,20.0,1.0,136.913076923,0.0
123705,218228122,24.0,1,1,20.0,1,20.0,1.0,129.99,1.0
123714,224278746,18.5,2,2,21.5,3,26.0,1.0,40.42,0.0
123718,218228122,24.0,1,1,20.0,1,20.0,1.0,143.49,0.0
123721,224278746,18.5,2,2,21.5,3,26.0,1.0,40.42,0.0
123748,218228122,24.0,1,1,20.0,1,20.0,1.0,129.99,1.0
123776,218228122,24.0,1,1,20.0,1,20.0,1.0,129.99,0.0
123784,218228122,24.0,1,1,20.0,1,20.0,1.0,144.99,0.0
123804,218228122,24.0,1,1,20.0,1,20.0,1.0,153.323333333,0.0
123818,218228122,24.0,1,1,20.0,1,20.0,1.0,127.204285714,0.0
123819,218228122,24.0,1,1,20.0,1,20.0,1.0,129.99,0.0
123820,218228122,24.0,1,1,20.0,1,20.0,1.0,130.596060606,0.0
123886,218228122,24.0,1,1,20.0,1,20.0,1.0,140.99,0.0
123957,218228122,24.0,1,1,20.0,1,20.0,1.0,130.24,0.0
123994,253715602,78.25,1,1,52.75,1,28.75,1.0,169.99,0.0
124018,218228122,24.0,1,1,20.0,1,20.0,1.0,129.99,0.0
124036,218228122,24.0,1,1,20.0,1,20.0,1.0,129.99,0.0
124073,218228122,24.0,1,1,20.0,1,20.0,1.0,129.99,0.0
124097,218228122,24.0,1,1,20.0,1,20.0,1.0,134.434444444,0.0
124105,218228122,24.0,1,1,20.0,1,20.0,1.0,148.74,0.0
124145,224278746,18.5,2,2,21.5,3,26.0,1.0,41.15,0.0
124182,218228122,24.0,1,1,20.0,1,20.0,1.0,131.516315789,0.0
124188,218228122,24.0,1,1,20.0,1,20.0,1.0,129.99,0.0
124191,218228122,24.0,1,1,20.0,1,20.0,1.0,139.99,0.0
124213,224278746,18.5,2,2,21.5,3,26.0,1.0,34.92,1.0
124260,218228122,24.0,1,1,20.0,1,20.0,1.0,134.434444444,0.0
124285,218228122,24.0,1,1,20.0,1,20.0,1.0,127.204285714,0.0
124307,218228122,24.0,1,1,20.0,1,20.0,1.0,137.784871795,0.0
124342,253715602,78.25,1,1,52.75,1,28.75,1.0,169.99,0.0
124376,253715602,78.25,1,1,52.75,1,28.75,1.0,169.99,1.0
124434,11418554,36.0,1,1,25.5,2,18.9,0.0,271.54,0.0
124447,218228122,24.0,1,1,20.0,1,20.0,1.0,120.24,0.0
124493,253715602,78.25,1,1,52.75,1,28.75,1.0,169.663076923,0.0
124513,218228122,24.0,1,1,20.0,1,20.0,1.0,144.99,0.0
124524,218228122,24.0,1,1,20.0,1,20.0,1.0,140.99,0.0
124579,224278746,18.5,2,2,21.5,3,26.0,1.0,34.9,0.0
124637,218228122,24.0,1,1,20.0,1,20.0,1.0,136.913076923,0.0
124641,218228122,24.0,1,1,20.0,1,20.0,1.0,152.34135135100001,0.0
124643,218228122,24.0,1,1,20.0,1,20.0,1.0,129.99,0.0
124677,253715602,78.25,1,1,52.75,1,28.75,1.0,169.99,0.0
124719,218228122,24.0,1,1,20.0,1,20.0,1.0,127.204285714,0.0
124730,224278746,18.5,2,2,21.5,3,26.0,1.0,37.6371052632,0.0
124753,218228122,24.0,1,1,20.0,1,20.0,1.0,130.596060606,0.0
124759,253715602,78.25,1,1,52.75,1,28.75,1.0,169.99,0.0
124761,218228122,24.0,1,1,20.0,1,20.0,1.0,120.24,0.0
124777,253715602,78.25,1,1,52.75,1,28.75,1.0,169.99,0.0
124787,218228122,24.0,1,1,20.0,1,20.0,1.0,129.99,0.0
124858,224278746,18.5,2,2,21.5,3,26.0,1.0,34.9,0.0
124877,218228122,24.0,1,1,20.0,1,20.0,1.0,129.99,0.0
124889,218228122,24.0,1,1,20.0,1,20.0,1.0,143.99,0.0
124892,218228122,24.0,1,1,20.0,1,20.0,1.0,134.573333333,0.0
124923,218228122,24.0,1,1,20.0,1,20.0,1.0,142.99,0.0
124925,253715602,78.25,1,1,52.75,1,28.75,1.0,169.99,0.0
124955,218228122,24.0,1,1,20.0,1,20.0,1.0,143.99,0.0
124986,218228122,24.0,1,1,20.0,1,20.0,1.0,134.275714286,0.0
125017,218228122,24.0,1,1,20.0,1,20.0,1.0,142.847142857,0.0
125019,218228122,24.0,1,1,20.0,1,20.0,1.0,133.323333333,0.0
125027,253715602,78.25,1,1,52.75,1,28.75,1.0,169.81828282799998,0.0
125031,218228122,24.0,1,1,20.0,1,20.0,1.0,159.99,1.0
125089,218228122,24.0,1,1,20.0,1,20.0,1.0,129.99,0.0
125107,218228122,24.0,1,1,20.0,1,20.0,1.0,146.35363636399998,0.0
125162,218228122,24.0,1,1,20.0,1,20.0,1.0,120.24,0.0
125230,253715602,78.25,1,1,52.75,1,28.75,1.0,169.803186813,0.0
125263,218228122,24.0,1,1,20.0,1,20.0,1.0,129.817586207,0.0
125274,224278746,18.5,2,2,21.5,3,26.0,1.0,40.42,0.0
125291,218228122,24.0,1,1,20.0,1,20.0,1.0,129.99,0.0
125298,218228122,24.0,1,1,20.0,1,20.0,1.0,148.74,0.0
125317,218228122,24.0,1,1,20.0,1,20.0,1.0,140.99,0.0
125336,253715602,78.25,1,1,52.75,1,28.75,1.0,169.99,0.0
125386,218228122,24.0,1,1,20.0,1,20.0,1.0,159.99,1.0
125410,218228122,24.0,1,1,20.0,1,20.0,1.0,140.99,0.0
125412,218228122,24.0,1,1,20.0,1,20.0,1.0,139.99,0.0
125430,224278746,18.5,2,2,21.5,3,26.0,1.0,38.58,0.0
125440,218228122,24.0,1,1,20.0,1,20.0,1.0,129.99,1.0
125454,218228122,24.0,1,1,20.0,1,20.0,1.0,153.323333333,0.0
125495,253715602,78.25,1,1,52.75,1,28.75,1.0,169.99,0.0
125518,224278746,18.5,2,2,21.5,3,26.0,1.0,38.86,0.0
125525,218228122,24.0,1,1,20.0,1,20.0,1.0,126.065471698,0.0
125564,218228122,24.0,1,1,20.0,1,20.0,1.0,129.99,0.0
125574,218228122,24.0,1,1,20.0,1,20.0,1.0,134.573333333,0.0
125602,218228122,24.0,1,1,20.0,1,20.0,1.0,129.99,0.0
125609,218228122,24.0,1,1,20.0,1,20.0,1.0,143.323333333,0.0
125611,218228122,24.0,1,1,20.0,1,20.0,1.0,129.99,0.0
125652,224278746,18.5,2,2,21.5,3,26.0,1.0,35.9333333333,0.0
125689,253715602,78.25,1,1,52.75,1,28.75,1.0,169.99,1.0
125702,218228122,24.0,1,1,20.0,1,20.0,1.0,147.99,0.0
125721,218228122,24.0,1,1,20.0,1,20.0,1.0,139.99,0.0
125753,11418554,36.0,1,1,25.5,2,18.9,0.0,106.29333333333336,0.0
125765,14526568,18.0,1,1,23.5,7,22.0,1.0,72.59666666666669,0.0
125767,224278746,18.5,2,2,21.5,3,26.0,1.0,38.9,1.0
125774,218228122,24.0,1,1,20.0,1,20.0,1.0,140.79,0.0
125823,218228122,24.0,1,1,20.0,1,20.0,1.0,140.79,0.0
125826,218228122,24.0,1,1,20.0,1,20.0,1.0,134.573333333,0.0
125833,218228122,24.0,1,1,20.0,1,20.0,1.0,129.99,0.0
125837,218228122,24.0,1,1,20.0,1,20.0,1.0,134.434444444,0.0
125855,218228122,24.0,1,1,20.0,1,20.0,1.0,150.99,0.0
125870,218228122,24.0,1,1,20.0,1,20.0,1.0,129.99,0.0
125882,218228122,24.0,1,1,20.0,1,20.0,1.0,153.323333333,0.0
125884,253715602,78.25,1,1,52.75,1,28.75,1.0,152.99,0.0
125901,218228122,24.0,1,1,20.0,1,20.0,1.0,139.99,1.0
125974,224278746,18.5,2,2,21.5,3,26.0,1.0,40.2845454545,0.0
125985,218228122,24.0,1,1,20.0,1,20.0,1.0,133.74,0.0
126008,253715602,78.25,1,1,52.75,1,28.75,1.0,169.99,0.0
126013,257484236,51.125,1,1,36.375,1,24.375,0.0,149.99,0.0
126039,218228122,24.0,1,1,20.0,1,20.0,1.0,129.99,1.0
126063,253715602,78.25,1,1,52.75,1,28.75,1.0,169.99,1.0
126127,253715602,78.25,1,1,52.75,1,28.75,1.0,169.99,1.0
126146,218228122,24.0,1,1,20.0,1,20.0,1.0,129.99,0.0
126158,218228122,24.0,1,1,20.0,1,20.0,1.0,129.99,0.0
126205,253715602,78.25,1,1,52.75,1,28.75,1.0,169.99,0.0
126234,11418554,36.0,1,1,25.5,2,18.9,0.0,149.99,0.0
126242,218228122,24.0,1,1,20.0,1,20.0,1.0,129.99,0.0
126260,248655628,39.0,1,1,17.7,4,39.0,0.0,363.37,1.0
126262,253715602,78.25,1,1,52.75,1,28.75,1.0,169.99,0.0
126269,218228122,24.0,1,1,20.0,1,20.0,1.0,136.913076923,0.0
126303,218228122,24.0,1,1,20.0,1,20.0,1.0,142.99,0.0
126309,218228122,24.0,1,1,20.0,1,20.0,1.0,140.415531915,0.0
126313,218228122,24.0,1,1,20.0,1,20.0,1.0,139.99,0.0
126335,218228122,24.0,1,1,20.0,1,20.0,1.0,139.99,0.0
126349,218228122,24.0,1,1,20.0,1,20.0,1.0,136.913076923,0.0
126380,218228122,24.0,1,1,20.0,1,20.0,1.0,140.79,0.0
126386,218228122,24.0,1,1,20.0,1,20.0,1.0,142.847142857,0.0
126411,224278746,18.5,2,2,21.5,3,26.0,1.0,38.86,0.0
126420,218228122,24.0,1,1,20.0,1,20.0,1.0,131.516315789,0.0
126459,218228122,24.0,1,1,20.0,1,20.0,1.0,159.107647059,0.0
126471,218228122,24.0,1,1,20.0,1,20.0,1.0,139.99,0.0
126531,218228122,24.0,1,1,20.0,1,20.0,1.0,139.99,0.0
126578,218228122,24.0,1,1,20.0,1,20.0,1.0,139.99,0.0
126589,224278746,18.5,2,2,21.5,3,26.0,1.0,37.6371052632,0.0
126627,224278746,18.5,2,2,21.5,3,26.0,1.0,38.2820338983,0.0
126660,218228122,24.0,1,1,20.0,1,20.0,1.0,129.99,1.0
126709,218228122,24.0,1,1,20.0,1,20.0,1.0,151.418571429,0.0
126762,218228122,24.0,1,1,20.0,1,20.0,1.0,150.99,0.0
126774,253715602,78.25,1,1,52.75,1,28.75,1.0,169.99,0.0
126806,253715602,78.25,1,1,52.75,1,28.75,1.0,169.99,0.0
126874,218228122,24.0,1,1,20.0,1,20.0,1.0,143.49,0.0
126981,11418554,36.0,1,1,25.5,2,18.9,0.0,268.20875,0.0
126983,218228122,24.0,1,1,20.0,1,20.0,1.0,130.596060606,0.0
126985,257484236,24.0,1,1,20.0,1,20.0,0.0,159.92,0.0
127064,218228122,24.0,1,1,20.0,1,20.0,1.0,129.99,0.0
127087,218228122,24.0,1,1,20.0,1,20.0,1.0,131.516315789,0.0
127126,253715602,78.25,1,1,52.75,1,28.75,1.0,169.99,0.0
127127,218228122,24.0,1,1,20.0,1,20.0,1.0,143.49,0.0
127145,218228122,24.0,1,1,20.0,1,20.0,1.0,129.99,0.0
127225,224278746,18.5,2,2,21.5,3,26.0,1.0,37.6743661972,0.0
127238,218228122,24.0,1,1,20.0,1,20.0,1.0,140.99,0.0
127240,218228122,24.0,1,1,20.0,1,20.0,1.0,129.99,0.0
127279,218228122,24.0,1,1,20.0,1,20.0,1.0,143.323333333,0.0
127311,258463516,16.5,2,4,24.0,6,34.5,0.0,95.2627272727,0.0
127319,218228122,24.0,1,1,20.0,1,20.0,1.0,129.99,0.0
127378,218228122,24.0,1,1,20.0,1,20.0,1.0,159.107647059,0.0
127395,224278746,18.5,2,2,21.5,3,26.0,1.0,34.9,0.0
127403,293916,22.5,1,1,28.5,5,28.5,0.0,324.03,0.0
127416,224278746,18.5,2,2,21.5,3,26.0,1.0,232.5363157895,0.0
127458,218228122,24.0,1,1,20.0,1,20.0,1.0,141.042631579,0.0
127460,218228122,24.0,1,1,20.0,1,20.0,1.0,140.99,0.0
127464,218228122,24.0,1,1,20.0,1,20.0,1.0,129.99,1.0
127474,218228122,24.0,1,1,20.0,1,20.0,1.0,134.573333333,0.0
127504,218228122,24.0,1,1,20.0,1,20.0,1.0,139.99,0.0
127512,218228122,24.0,1,1,20.0,1,20.0,1.0,137.784871795,0.0
127527,218228122,24.0,1,1,20.0,1,20.0,1.0,140.942380952,0.0
127536,224278746,18.5,2,2,21.5,3,26.0,1.0,34.9,0.0
127591,218228122,24.0,1,1,20.0,1,20.0,1.0,140.942380952,0.0
127633,224278746,18.5,2,2,21.5,3,26.0,1.0,40.42,0.0
127671,218228122,24.0,1,1,20.0,1,20.0,1.0,129.99,0.0
127673,218228122,24.0,1,1,20.0,1,20.0,1.0,143.323333333,0.0
127739,224278746,18.5,2,2,21.5,3,26.0,1.0,36.4593939394,0.0
127798,218228122,24.0,1,1,20.0,1,20.0,1.0,127.204285714,0.0
127812,218228122,24.0,1,1,20.0,1,20.0,1.0,142.99,0.0
127843,218228122,24.0,1,1,20.0,1,20.0,1.0,130.596060606,0.0
127846,218228122,24.0,1,1,20.0,1,20.0,1.0,131.516315789,0.0
127852,224278746,18.5,2,2,21.5,3,26.0,1.0,37.66,0.0
127885,218228122,24.0,1,1,20.0,1,20.0,1.0,137.565757576,0.0
127909,218228122,24.0,1,1,20.0,1,20.0,1.0,129.99,1.0
127958,218228122,24.0,1,1,20.0,1,20.0,1.0,144.99,0.0
127959,224278746,18.5,2,2,21.5,3,26.0,1.0,38.43,0.0
127975,218228122,24.0,1,1,20.0,1,20.0,1.0,142.847142857,0.0
127976,218228122,24.0,1,1,20.0,1,20.0,1.0,143.99,0.0
128064,218228122,24.0,1,1,20.0,1,20.0,1.0,144.99,0.0
128078,218228122,24.0,1,1,20.0,1,20.0,1.0,139.99,0.0
128079,218228122,24.0,1,1,20.0,1,20.0,1.0,137.565757576,0.0
128171,218228122,24.0,1,1,20.0,1,20.0,1.0,144.99,0.0
128233,14526568,18.0,1,1,23.5,7,22.0,1.0,99.9,0.0
128343,258463516,16.5,2,4,24.0,6,34.5,0.0,100.48333333299999,0.0
128369,218228122,24.0,1,1,20.0,1,20.0,1.0,129.817586207,0.0
128396,218228122,24.0,1,1,20.0,1,20.0,1.0,129.99,0.0
128404,218228122,24.0,1,1,20.0,1,20.0,1.0,144.99,0.0
128423,224278746,18.5,2,2,21.5,3,26.0,1.0,46.82,0.0
128499,253715602,78.25,1,1,52.75,1,28.75,1.0,169.84087719299998,0.0
128508,218228122,24.0,1,1,20.0,1,20.0,1.0,129.99,0.0
128509,248655628,39.0,1,1,17.7,4,39.0,0.0,363.37,0.0
128531,253715602,78.25,1,1,52.75,1,28.75,1.0,154.99,0.0
128576,218228122,24.0,1,1,20.0,1,20.0,1.0,139.99,0.0
128614,218228122,24.0,1,1,20.0,1,20.0,1.0,129.99,0.0
128630,218228122,24.0,1,1,20.0,1,20.0,1.0,129.99,0.0
128636,218228122,24.0,1,1,20.0,1,20.0,1.0,133.323333333,0.0
128698,218228122,24.0,1,1,20.0,1,20.0,1.0,143.49,0.0
