,ITEM_ID,ALTURA,COR,LARGURA,PROFUNDIDADE,ITEM_PRICE,INTERESTED
138586,258464582,7.0,PRATA,14.5,27.0,39.91,0.0
138695,258463110,7.0,TURQUESA,14.5,27.0,41.2855555556,0.0
138795,256646756,7.5,VERMELHO,19.5,32.5,48.582285714300006,0.0
139013,258463110,7.0,TURQUESA,14.5,27.0,46.0,0.0
139173,256646756,7.5,VERMELHO,19.5,32.5,45.9,0.0
139279,256646756,7.5,VERMELHO,19.5,32.5,46.146363636400004,0.0
139507,257256630,7.5,GRAFITE,19.5,32.0,47.378181818200005,0.0
139686,258462918,7.5,TURQUESA,19.5,32.5,48.61,0.0
140222,256646756,7.5,VERMELHO,19.5,32.5,56.03,0.0
140389,256646756,7.5,VERMELHO,19.5,32.5,63.7,0.0
140828,256646756,7.5,VERMELHO,19.5,32.5,48.61,0.0
140880,256646756,7.5,VERMELHO,19.5,32.5,45.9,1.0
141139,256646756,7.5,VERMELHO,19.5,32.5,45.9,0.0
141348,256646756,7.5,VERMELHO,19.5,32.5,48.582285714300006,0.0
141632,258463110,7.0,TURQUESA,14.5,27.0,39.91,1.0
142555,258469704,7.5,CEREJA,19.0,34.5,49.9,0.0
142838,256646756,7.5,VERMELHO,19.5,32.5,46.146363636400004,0.0
143001,258463110,7.0,TURQUESA,14.5,27.0,39.91,0.0
144022,258463110,7.0,TURQUESA,14.5,27.0,50.1933333333,0.0
144747,258463110,7.0,TURQUESA,14.5,27.0,52.29,1.0
145352,256646756,7.5,VERMELHO,19.5,32.5,46.146363636400004,0.0
145758,258463110,7.0,TURQUESA,14.5,27.0,52.29,0.0
145804,256646756,7.5,VERMELHO,19.5,32.5,48.61,1.0
146182,256646756,7.5,VERMELHO,19.5,32.5,39.99,0.0
146256,256646756,7.5,VERMELHO,19.5,32.5,49.7961538462,0.0
146773,258469704,7.5,CEREJA,19.0,34.5,49.9,1.0
146879,256646756,7.5,VERMELHO,19.5,32.5,48.9,1.0
146906,256646756,7.5,VERMELHO,19.5,32.5,48.61,0.0
147490,258462918,7.5,TURQUESA,19.5,32.5,44.26,0.0
147883,258463110,7.0,TURQUESA,14.5,27.0,39.91,0.0
148008,258463110,7.0,TURQUESA,14.5,27.0,39.91,0.0
148182,256646756,7.5,VERMELHO,19.5,32.5,48.6627272727,0.0
148536,258469704,7.5,CEREJA,19.0,34.5,61.105,0.0
149054,258464582,7.0,PRATA,14.5,27.0,54.865555555549996,0.0
149346,256646756,7.5,VERMELHO,19.5,32.5,48.626111111099995,0.0
149401,256646756,7.5,VERMELHO,19.5,32.5,48.61,0.0
150152,256646756,7.5,VERMELHO,19.5,32.5,39.99,0.0
151156,256646756,7.5,VERMELHO,19.5,32.5,56.641891891899995,0.0
151163,256646756,7.5,VERMELHO,19.5,32.5,48.623181818199996,0.0
151764,258469704,7.5,CEREJA,19.0,34.5,47.3847727273,0.0
152062,256646756,7.5,VERMELHO,19.5,32.5,46.146363636400004,0.0
152908,258462918,7.5,TURQUESA,19.5,32.5,48.61,0.0
153152,258464582,7.0,PRATA,14.5,27.0,47.254999999999995,0.0
153244,256646756,7.5,VERMELHO,19.5,32.5,45.9,0.0
153675,258464582,7.0,PRATA,14.5,27.0,42.905,0.0
153754,258464582,7.0,PRATA,14.5,27.0,39.91,0.0
154087,258463110,7.0,TURQUESA,14.5,27.0,52.29,1.0
154126,257257768,7.0,GRAFITE,14.5,27.0,51.0430769231,0.0
154156,256646756,7.5,VERMELHO,19.5,32.5,49.7961538462,0.0
154202,256646756,7.5,VERMELHO,19.5,32.5,51.3111764706,0.0
154301,258463110,7.0,TURQUESA,14.5,27.0,52.29,1.0
154818,256646756,7.5,VERMELHO,19.5,32.5,54.16,0.0
155274,256646756,7.5,VERMELHO,19.5,32.5,56.03,0.0
156062,256646756,7.5,VERMELHO,19.5,32.5,39.99,0.0
156179,256646756,7.5,VERMELHO,19.5,32.5,46.6552941176,0.0
156472,256646756,7.5,VERMELHO,19.5,32.5,48.582285714300006,0.0
156972,258462918,7.5,TURQUESA,19.5,32.5,47.364324675350005,0.0
157173,256646756,7.5,VERMELHO,19.5,32.5,46.146363636400004,0.0
157190,258469704,7.5,CEREJA,19.0,34.5,72.31,0.0
157407,256646756,7.5,VERMELHO,19.5,32.5,46.4136,0.0
157478,256646756,7.5,VERMELHO,19.5,32.5,48.582285714300006,0.0
158286,258469704,7.5,CEREJA,19.0,34.5,61.105,0.0
158890,256646756,7.5,VERMELHO,19.5,32.5,39.99,0.0
159363,256646756,7.5,VERMELHO,19.5,32.5,48.582285714300006,0.0
160194,256646756,7.5,VERMELHO,19.5,32.5,48.61,0.0
160217,256646756,7.5,VERMELHO,19.5,32.5,48.6270588235,0.0
160393,256646756,7.5,VERMELHO,19.5,32.5,45.9,0.0
160596,256646756,7.5,VERMELHO,19.5,32.5,48.61,0.0
161505,256646756,7.5,VERMELHO,19.5,32.5,52.32,0.0
161874,256646756,7.5,VERMELHO,19.5,32.5,56.03,0.0
162312,256646756,7.5,VERMELHO,19.5,32.5,48.623181818199996,0.0
162586,258464550,7.5,PRATA,19.5,32.5,47.26159090909999,0.0
162791,256646756,7.5,VERMELHO,19.5,32.5,45.9,0.0
162969,257256908,7.0,AZUL,14.5,27.0,42.905,0.0
163727,258463110,7.0,TURQUESA,14.5,27.0,39.91,0.0
163764,258464550,7.5,PRATA,19.5,32.5,62.9,0.0
163974,256646756,7.5,VERMELHO,19.5,32.5,49.7961538462,0.0
164071,256646756,7.5,VERMELHO,19.5,32.5,48.6583333333,0.0
164266,256646756,7.5,VERMELHO,19.5,32.5,45.9,1.0
164949,256646756,7.5,VERMELHO,19.5,32.5,49.7961538462,0.0
165499,256646756,7.5,VERMELHO,19.5,32.5,46.146363636400004,0.0
165941,258464582,7.0,PRATA,14.5,27.0,39.91,0.0
166223,258463110,7.0,TURQUESA,14.5,27.0,45.28333333333333,0.0
166483,256646756,7.5,VERMELHO,19.5,32.5,50.656666666666666,0.0
166900,256646756,7.5,VERMELHO,19.5,32.5,56.03,0.0
167134,256646756,7.5,VERMELHO,19.5,32.5,48.3632352941,0.0
167705,256646756,7.5,VERMELHO,19.5,32.5,51.3111764706,0.0
168229,258463110,7.0,TURQUESA,14.5,27.0,52.29,0.0
168351,256646756,7.5,VERMELHO,19.5,32.5,51.3111764706,0.0
168518,256646756,7.5,VERMELHO,19.5,32.5,46.146363636400004,0.0
168549,256646756,7.5,VERMELHO,19.5,32.5,46.6552941176,0.0
168841,256646756,7.5,VERMELHO,19.5,32.5,39.99,0.0
169158,256646756,7.5,VERMELHO,19.5,32.5,56.03,0.0
169485,258462918,7.5,TURQUESA,19.5,32.5,56.03,0.0
169991,256646756,7.5,VERMELHO,19.5,32.5,52.346363636350006,0.0
170057,256646756,7.5,VERMELHO,19.5,32.5,48.6627272727,0.0
170214,256646756,7.5,VERMELHO,19.5,32.5,48.6627272727,0.0
170795,256646756,7.5,VERMELHO,19.5,32.5,48.622506493500005,0.0
170797,256646756,7.5,VERMELHO,19.5,32.5,48.582285714300006,0.0
170824,258469704,7.5,CEREJA,19.0,34.5,44.246142857150005,0.0
171197,258463110,7.0,TURQUESA,14.5,27.0,39.91,0.0
171299,256646756,7.5,VERMELHO,19.5,32.5,39.99,0.0
171998,258463110,7.0,TURQUESA,14.5,27.0,52.29,1.0
172608,256646756,7.5,VERMELHO,19.5,32.5,48.3632352941,0.0
172768,256646756,7.5,VERMELHO,19.5,32.5,39.99,0.0
173409,258469704,7.5,CEREJA,19.0,34.5,42.945,0.0
173595,256646756,7.5,VERMELHO,19.5,32.5,45.9,0.0
174125,256646756,7.5,VERMELHO,19.5,32.5,51.3111764706,0.0
174603,256646756,7.5,VERMELHO,19.5,32.5,48.582285714300006,0.0
175143,256646756,7.5,VERMELHO,19.5,32.5,48.60273376625,0.0
175628,256646756,7.5,VERMELHO,19.5,32.5,48.623181818199996,0.0
175990,258464550,7.5,PRATA,19.5,32.5,47.3847727273,0.0
176233,256646756,7.5,VERMELHO,19.5,32.5,46.146363636400004,0.0
176261,256646756,7.5,VERMELHO,19.5,32.5,56.03,0.0
176618,256646756,7.5,VERMELHO,19.5,32.5,48.61,0.0
176646,256646756,7.5,VERMELHO,19.5,32.5,56.03,0.0
176722,256646756,7.5,VERMELHO,19.5,32.5,63.7,1.0
176815,258464550,7.5,PRATA,19.5,32.5,48.61,1.0
176873,256646756,7.5,VERMELHO,19.5,32.5,48.61,0.0
177270,256646756,7.5,VERMELHO,19.5,32.5,49.7961538462,0.0
177418,258463110,7.0,TURQUESA,14.5,27.0,52.29,1.0
177517,258463110,7.0,TURQUESA,14.5,27.0,46.0,0.0
177677,258469704,7.5,CEREJA,19.0,34.5,63.346000000000004,0.0
177709,258462918,7.5,TURQUESA,19.5,32.5,56.03,0.0
177710,258463110,7.0,TURQUESA,14.5,27.0,52.30614285715001,0.0
178316,256646756,7.5,VERMELHO,19.5,32.5,48.582285714300006,0.0
178686,256646756,7.5,VERMELHO,19.5,32.5,48.623181818199996,0.0
179459,258469704,7.5,CEREJA,19.0,34.5,61.105,0.0
179740,258469704,7.5,CEREJA,19.0,34.5,61.105,0.0
180125,258464582,7.0,PRATA,14.5,27.0,61.105,0.0
