,ITEM_ID,ALTURA,COR,LARGURA,MARCA,PROFUNDIDADE,TEM_FERRO_FUNDIDO,SESSION_ID,ITEM_PRICE,INTERESTED
127801,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,797.754559085,49.99,0.0
127969,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,386.109220071,49.99,0.0
127983,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,860.6785518610001,49.99,0.0
128007,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,25.7706594189,49.99,0.0
128083,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,881.0912053889999,47.99,0.0
128203,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,127.140518944,48.704285714300006,0.0
128325,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,259.519541161,49.99,0.0
128433,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,345.780235869,49.99,0.0
128487,257104276,4.7,LARANJA,19.5,HERCULES,33.0,SIM,251.480042323,49.99,0.0
128566,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,64.4115655205,49.99,0.0
128608,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,987.51899635,49.99,0.0
128685,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,905.946539273,50.2097560976,0.0
128784,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,504.395944089,49.99,0.0
128893,257165678,8.0,VERMELHO,27.0,BRINOX,46.0,NAO,129.844292574,172.9,1.0
129030,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,396.65107492,49.99,0.0
129050,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,837.139715789,49.99,0.0
129255,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,396.49383083099997,49.99,0.0
129322,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,951.6350922080001,49.99,0.0
129340,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,522.3533818569999,49.99,0.0
129464,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,199.006769855,50.2097560976,0.0
129485,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,696.698185565,49.99,0.0
129807,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,847.794690827,51.33191489359999,0.0
129966,257165678,8.0,VERMELHO,27.0,BRINOX,46.0,NAO,851.773656733,180.63,0.0
130392,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,879.818948342,49.99,0.0
130816,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,461.12981247,49.99,0.0
130952,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,578.4814162590001,49.99,0.0
130962,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,718.4734622139999,49.99,0.0
130976,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,38.8399405831,49.99,0.0
131027,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,118.17166987600001,49.99,0.0
131128,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,91.17741936799999,49.99,0.0
131357,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,17.869061635999998,49.99,0.0
131465,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,178.648016112,49.99,0.0
131635,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,970.537774075,49.99,0.0
131714,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,770.0291160989999,47.99,0.0
131715,257104276,4.7,LARANJA,19.5,HERCULES,33.0,SIM,515.293591237,79.99,0.0
131905,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,156.374976799,49.99,0.0
132253,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,689.1970972,49.99,0.0
132355,258469598,13.5,CEREJA,24.3,BRINOX,40.0,NAO,270.708955781,49.001666666649996,0.0
132371,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,687.2584447219999,48.0133333333,0.0
132383,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,690.7889995310001,48.704285714300006,0.0
132516,257168168,3.0,VERMELHO,22.0,BRINOX,42.5,NAO,651.276641991,104.82,0.0
132878,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,827.410233244,49.99,0.0
133117,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,633.481040702,49.99,0.0
133146,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,488.918516989,49.99,0.0
133219,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,535.3799388580001,49.99,0.0
133403,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,426.14202490300005,59.0,0.0
133405,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,885.361803525,49.99,0.0
133415,258467700,13.0,AZUL,24.7,BRINOX,40.0,NAO,255.24881267900003,49.99,0.0
133474,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,580.241733299,49.99,0.0
133569,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,551.160017177,49.99,0.0
133695,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,447.005341786,49.99,0.0
133764,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,517.8683959919999,49.99,0.0
133815,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,695.055318315,49.99,0.0
133944,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,805.125602574,49.99,0.0
134034,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,915.195886833,51.4297916667,0.0
134234,257162980,3.0,PRETO,22.0,BRINOX,42.5,NAO,903.518589783,82.64,0.0
134683,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,704.864075362,49.99,0.0
134988,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,998.676703483,49.99,0.0
134991,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,275.91028941900004,49.99,0.0
135223,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,194.24850498,49.99,0.0
135327,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,919.7760724660001,49.99,0.0
135356,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,61.452927152799994,49.99,0.0
135501,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,154.28998261700002,49.99,0.0
136116,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,26.7116084829,48.704285714300006,0.0
136430,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,13.0345327545,49.347142857150004,0.0
136483,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,472.37132681599996,49.99,0.0
137076,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,430.893465218,49.99,0.0
137411,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,263.705518345,49.99,0.0
138081,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,487.035061445,64.99,0.0
138212,257104276,4.7,LARANJA,19.5,HERCULES,33.0,SIM,182.703157347,79.99,0.0
138218,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,311.431795592,64.99,0.0
138523,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,796.25971955,49.99,0.0
138581,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,310.71840739999993,49.99,0.0
138599,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,17.0558117778,49.99,0.0
138948,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,59.909981105,49.99,0.0
138992,258468188,10.0,PRATA,24.5,BRINOX,39.0,NAO,985.80372693,49.99,0.0
139113,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,715.288692156,49.99,0.0
139277,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,707.05468504,49.99,0.0
139465,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,843.3180692660001,49.99,0.0
139598,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,431.22200055,49.99,0.0
139709,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,123.563802341,49.99,0.0
139810,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,165.926785,49.99,0.0
139985,257104276,4.7,LARANJA,19.5,HERCULES,33.0,SIM,141.469554175,49.99,0.0
140045,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,238.408135619,49.99,0.0
140590,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,890.978870723,49.32333333333334,0.0
140986,257165678,8.0,VERMELHO,27.0,BRINOX,46.0,NAO,948.736742476,48.656666666666666,0.0
141216,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,594.260928326,47.99,0.0
141383,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,686.0368218369999,51.4297916667,0.0
141425,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,56.7993165069,49.99,0.0
141536,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,35.0270163125,82.49000000000001,0.0
141594,257104276,4.7,LARANJA,19.5,HERCULES,33.0,SIM,279.608486932,114.99,1.0
141617,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,77.74211143,49.99,0.0
141634,258468262,13.0,FENDI,24.7,BRINOX,40.0,NAO,44.5132447544,73.56190476200001,0.0
141955,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,237.416415964,97.13380952400001,0.0
141978,257168168,3.0,VERMELHO,22.0,BRINOX,42.5,NAO,199.065979971,120.705714286,0.0
142226,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,575.179221045,49.99,0.0
142257,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,75.8439619482,49.99,0.0
142666,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,907.3815158780001,47.99,0.0
143143,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,230.354490361,49.99,0.0
143649,257104276,4.7,LARANJA,19.5,HERCULES,33.0,SIM,36.728711944299995,49.99,0.0
144090,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,559.830124677,49.99,0.0
144113,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,764.190502796,49.99,0.0
144145,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,801.595655214,49.99,0.0
144212,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,707.225008192,49.99,0.0
144339,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,547.16008903,49.99,0.0
144953,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,796.4523781080001,49.99,0.0
144966,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,107.89983347799999,49.99,0.0
144979,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,713.192302293,49.99,0.0
145193,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,753.2793706880001,49.99,0.0
145233,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,424.67788698699997,49.99,0.0
145433,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,1.24880296107,49.99,0.0
145756,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,804.4465102639999,49.99,0.0
145880,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,556.38160813,49.99,0.0
145920,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,347.54387514,49.99,0.0
145954,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,861.1992658139999,49.99,0.0
146054,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,234.99868731900003,49.99,0.0
146603,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,478.608855561,49.99,0.0
146749,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,967.6645126610001,49.99,0.0
146984,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,603.5742381719999,49.99,0.0
147137,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,810.64359427,49.99,0.0
147158,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,32.2031175581,49.99,0.0
147198,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,223.11076880299998,49.99,0.0
147547,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,631.276945832,51.4297916667,0.0
147549,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,824.81405405,49.99,0.0
147691,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,199.269113327,49.99,0.0
148052,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,201.834983495,49.99,0.0
148191,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,921.150436773,49.99,0.0
148285,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,76.5743473269,49.99,0.0
148443,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,390.20006138599996,50.2097560976,0.0
148647,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,883.957455251,49.99,0.0
148714,257165678,8.0,VERMELHO,27.0,BRINOX,46.0,NAO,736.8944197110001,164.9,1.0
148896,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,374.31259778599997,107.44500000000001,0.0
149060,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,828.080546423,49.99,0.0
149104,257104276,4.7,LARANJA,19.5,HERCULES,33.0,SIM,822.6115640039999,49.99,0.0
149328,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,112.020580684,49.99,0.0
149367,258468188,10.0,PRATA,24.5,BRINOX,39.0,NAO,877.2148573530001,56.03,0.0
149452,258468188,10.0,PRATA,24.5,BRINOX,39.0,NAO,875.276710947,53.010000000000005,0.0
149532,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,60.2939031867,49.99,0.0
149745,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,305.745542108,48.704285714300006,0.0
150066,257104276,4.7,LARANJA,19.5,HERCULES,33.0,SIM,607.4553547180001,49.347142857150004,0.0
150071,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,630.9581052375,49.99,0.0
150613,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,654.460855757,49.99,0.0
150721,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,731.531213772,49.99,1.0
150727,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,994.066287219,49.99,0.0
150844,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,135.680506824,48.704285714300006,0.0
150899,258468188,10.0,PRATA,24.5,BRINOX,39.0,NAO,380.288607215,49.347142857150004,0.0
150919,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,168.825642404,49.99,0.0
150921,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,839.988805006,49.99,0.0
151065,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,589.971471867,49.99,0.0
151077,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,244.168766708,49.99,0.0
151348,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,370.96405209,49.99,0.0
151350,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,489.11027138099996,50.6609574468,0.0
151574,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,711.536382528,51.33191489359999,0.0
151737,257165678,8.0,VERMELHO,27.0,BRINOX,46.0,NAO,56.607616186499996,180.63,0.0
152247,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,685.259033856,49.99,0.0
152267,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,659.751089933,49.99,0.0
152323,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,80.6526069427,49.99,0.0
152546,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,445.742507363,49.99,0.0
152708,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,389.34592437599997,49.99,0.0
152796,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,6.844743526749999,49.99,0.0
152896,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,664.999387244,49.99,0.0
153067,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,922.335176948,49.99,0.0
153115,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,105.02212237100001,47.99,0.0
153442,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,749.361433853,49.99,0.0
153660,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,886.532006727,49.99,0.0
153800,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,702.7160900169999,49.99,0.0
154297,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,43.846864976800006,49.99,0.0
154467,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,639.704378023,49.99,0.0
154743,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,586.991728409,49.99,0.0
154772,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,894.6369845989999,49.99,0.0
155315,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,980.067971062,49.99,0.0
155542,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,974.52270955,49.99,0.0
155568,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,16.9021050656,48.704285714300006,0.0
155922,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,360.05933128099997,49.99,0.0
156117,257104276,4.7,LARANJA,19.5,HERCULES,33.0,SIM,469.29496367400003,49.99,0.0
156280,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,49.4836723419,49.99,0.0
156319,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,282.10901714700003,49.99,0.0
156548,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,600.184524373,49.99,0.0
156838,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,782.152785203,49.99,0.0
156849,257104276,4.7,LARANJA,19.5,HERCULES,33.0,SIM,1.68279544426,49.99,0.0
156914,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,998.688646855,49.99,0.0
156927,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,658.720960919,49.99,0.0
157112,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,678.8427162209999,47.99,0.0
157328,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,518.880609048,49.99,0.0
157333,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,942.766485359,49.99,0.0
157426,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,759.61147031,49.99,0.0
157564,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,123.80090989,49.99,0.0
157658,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,521.6446049169999,50.2097560976,0.0
157786,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,202.192518825,49.99,0.0
157960,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,952.895701163,49.99,0.0
158000,258469598,13.5,CEREJA,24.3,BRINOX,40.0,NAO,796.25971955,54.495000000000005,0.0
158734,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,524.413845843,59.0,0.0
158804,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,302.805779478,49.99,0.0
159145,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,960.3767835860001,49.99,0.0
159493,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,125.794900831,49.99,0.0
159801,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,706.8384712430001,49.99,0.0
159807,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,938.335151035,49.99,0.0
159841,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,850.0039357689999,49.99,0.0
160037,257104276,4.7,LARANJA,19.5,HERCULES,33.0,SIM,31.4310315642,49.99,0.0
160536,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,779.426750157,49.99,0.0
160737,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,868.64395316,49.99,0.0
160866,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,331.51143911099996,49.99,0.0
160917,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,345.10742628199995,49.99,0.0
161101,257165678,8.0,VERMELHO,27.0,BRINOX,46.0,NAO,967.122415557,49.99,0.0
161106,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,328.50919907900004,49.99,0.0
161146,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,495.60915452800003,49.99,0.0
161350,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,277.71824890700003,49.99,0.0
161372,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,97.0513552986,49.99,0.0
161535,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,43.8987417053,73.74,0.0
161554,257104276,4.7,LARANJA,19.5,HERCULES,33.0,SIM,790.5525653889999,97.49,0.0
161584,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,475.560261419,47.99,0.0
161665,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,708.870515786,49.99,0.0
161891,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,721.600313574,49.99,0.0
161955,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,807.3339756889999,49.99,0.0
162010,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,542.087776136,49.99,0.0
162294,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,741.830061967,49.99,1.0
162364,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,643.603414703,49.99,0.0
162576,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,218.461562977,49.99,0.0
162805,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,525.325730883,49.99,0.0
162809,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,518.676643728,49.99,0.0
162826,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,807.367015131,49.99,0.0
162839,257104276,4.7,LARANJA,19.5,HERCULES,33.0,SIM,62.3169070792,49.99,0.0
162853,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,382.147951376,49.99,0.0
163018,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,905.9910102189999,56.03,0.0
163055,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,924.971988617,53.010000000000005,0.0
163084,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,249.394572777,49.99,0.0
163528,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,287.091340743,50.0998780488,0.0
163576,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,249.699242693,50.2097560976,0.0
