,ITEM_ID,ALTURA,LARGURA,MARCA,PROFUNDIDADE,SESSION_ID,ITEM_PRICE,INTERESTED
138380,260006502,28.0,35.0,1,35.0,670.8674817790001,218.32333333333332,0.0
138938,261899042,27.0,31.0,1,26.5,372.32340718800003,209.99,0.0
139398,260009788,27.0,31.0,2,26.5,149.683251907,184.99,0.0
139593,260009020,19.0,32.0,2,50.0,460.199533395,184.99,0.0
139757,260009788,27.0,31.0,2,26.5,18.7938164695,184.99,0.0
139787,261899042,27.0,31.0,1,26.5,151.132017228,199.99,0.0
139802,260006502,28.0,35.0,1,35.0,244.400887775,261.65666666650003,0.0
139895,260009020,19.0,32.0,2,50.0,533.018796951,323.323333333,0.0
140008,260006502,28.0,35.0,1,35.0,105.56888539100001,282.212222222,0.0
141236,260009788,27.0,31.0,2,26.5,731.8809899930002,241.101111111,0.0
141624,261899042,27.0,31.0,1,26.5,720.24764228,199.99,0.0
142190,260009788,27.0,31.0,2,26.5,72.9215052959,184.99,1.0
142768,261899042,27.0,31.0,1,26.5,880.6076395819998,199.99,0.0
142804,261899042,27.0,31.0,1,26.5,734.385499296,199.99,0.0
142834,260009020,19.0,32.0,2,50.0,115.981422616,199.99,0.0
143392,261899042,27.0,31.0,1,26.5,172.64531932,199.99,0.0
143957,260009788,27.0,31.0,2,26.5,817.777136378,209.0,0.0
144465,260009788,27.0,31.0,2,26.5,717.929036543,209.0,0.0
144906,260009020,19.0,32.0,2,50.0,724.056730921,323.323333333,0.0
145167,261899042,27.0,31.0,1,26.5,938.904539742,199.99,0.0
145550,261899042,27.0,31.0,1,26.5,349.466822452,199.99,1.0
145568,260009788,27.0,31.0,2,26.5,940.639650615,184.99,0.0
146736,260009788,27.0,31.0,2,26.5,63.8112707245,184.99,0.0
147010,260009020,19.0,32.0,2,50.0,2.89691295959,184.99,0.0
147197,260008228,38.0,30.0,1,29.0,842.11108289,184.99,0.0
147218,260009788,27.0,31.0,2,26.5,313.599436483,184.99,1.0
148071,260009020,19.0,32.0,2,50.0,17.8660544711,317.49,0.0
148266,261899042,27.0,31.0,1,26.5,481.811291663,199.99,0.0
148348,261899042,27.0,31.0,1,26.5,758.962243924,258.74,0.0
148384,260009020,19.0,32.0,2,50.0,236.093198515,317.49,0.0
148861,260009788,27.0,31.0,2,26.5,556.007462292,209.0,1.0
149590,260009020,19.0,32.0,2,50.0,563.80219225,334.99,1.0
150893,261899042,27.0,31.0,1,26.5,942.542970604,199.99,0.0
151374,261899042,27.0,31.0,1,26.5,854.7617916180002,199.99,0.0
151381,260008228,38.0,30.0,1,29.0,677.925344559,89.9,0.0
151429,260008228,38.0,30.0,1,29.0,923.4370120919999,137.445,0.0
151997,260009788,27.0,31.0,2,26.5,824.7858267189999,184.99,0.0
152687,260009788,27.0,31.0,2,26.5,222.92951404299998,184.99,0.0
152839,260009788,27.0,31.0,2,26.5,138.08085207,190.9925,0.0
153228,260008228,38.0,30.0,1,29.0,291.32988278,196.995,0.0
153322,260009788,27.0,31.0,2,26.5,467.908175584,202.9975,0.0
153601,260009788,27.0,31.0,2,26.5,44.286020776499996,209.0,0.0
153630,260008228,38.0,30.0,1,29.0,29.840136232600003,69.99,0.0
153719,261899042,27.0,31.0,1,26.5,29.3080365733,199.99,0.0
153785,260009788,27.0,31.0,2,26.5,736.0816380269998,209.0,0.0
154148,260008228,38.0,30.0,1,29.0,724.056730921,221.995,0.0
154788,260006502,28.0,35.0,1,35.0,596.144800968,234.99,0.0
154901,260009788,27.0,31.0,2,26.5,644.2376650580001,184.99,0.0
155028,260009020,19.0,32.0,2,50.0,243.527966112,323.323333333,0.0
155228,260009788,27.0,31.0,2,26.5,371.900218721,282.212222222,0.0
155600,260006502,28.0,35.0,1,35.0,372.813676223,241.101111111,0.0
156183,261899042,27.0,31.0,1,26.5,736.675196652,199.99,0.0
156234,261899042,27.0,31.0,1,26.5,1.62336361753,199.99,0.0
156377,260009788,27.0,31.0,2,26.5,698.1587314669998,199.99,0.0
156663,261899042,27.0,31.0,1,26.5,869.508390739,199.99,0.0
156691,260009788,27.0,31.0,2,26.5,183.73756727,199.99,0.0
156711,261899042,27.0,31.0,1,26.5,356.453228117,199.99,0.0
157513,260009788,27.0,31.0,2,26.5,668.135199963,192.49,0.0
157569,260009788,27.0,31.0,2,26.5,398.355390495,184.99,0.0
157638,260006502,28.0,35.0,1,35.0,597.134635121,234.99,0.0
158112,260009788,27.0,31.0,2,26.5,943.846902205,184.99,0.0
158157,260009788,27.0,31.0,2,26.5,794.287081448,169.99,1.0
159422,260008228,38.0,30.0,1,29.0,248.021737892,69.99,0.0
159923,260009788,27.0,31.0,2,26.5,74.13161267689999,184.99,0.0
160232,261899042,27.0,31.0,1,26.5,203.782150029,199.99,0.0
160971,260009788,27.0,31.0,2,26.5,775.7078651969998,199.99,0.0
161744,260008228,38.0,30.0,1,29.0,590.556835487,199.99,0.0
162386,260009788,27.0,31.0,2,26.5,931.237198125,199.99,0.0
162530,261899042,27.0,31.0,1,26.5,859.293072413,199.99,0.0
162749,260009020,19.0,32.0,2,50.0,835.2673987180002,239.15666666666667,0.0
163166,260008228,38.0,30.0,1,29.0,811.2417250230002,278.3233333333333,0.0
163310,260009020,19.0,32.0,2,50.0,840.9598925539999,317.49,0.0
165004,260009788,27.0,31.0,2,26.5,656.058993152,184.99,0.0
165497,260009788,27.0,31.0,2,26.5,212.271808583,184.99,0.0
165783,260008228,38.0,30.0,1,29.0,798.925900668,64.99,0.0
167136,260009020,19.0,32.0,2,50.0,244.945993912,317.49,0.0
168569,260009788,27.0,31.0,2,26.5,129.035269229,258.74,0.0
168620,261899042,27.0,31.0,1,26.5,158.583885913,199.99,0.0
169063,260008228,38.0,30.0,1,29.0,647.168832727,199.99,0.0
169171,261899042,27.0,31.0,1,26.5,459.47591469199995,199.99,0.0
169394,260009020,19.0,32.0,2,50.0,434.99148270300003,323.323333333,0.0
170249,261899042,27.0,31.0,1,26.5,469.233588918,254.1566666665,0.0
172054,260009788,27.0,31.0,2,26.5,422.219087235,184.99,0.0
172136,260009020,19.0,32.0,2,50.0,128.54567696,299.99,0.0
172567,260009788,27.0,31.0,2,26.5,552.715015339,261.6566666666667,0.0
172603,260006502,28.0,35.0,1,35.0,398.76998062,223.3233333333333,0.0
172782,260009788,27.0,31.0,2,26.5,367.66872897400003,184.99,0.0
173314,260008228,38.0,30.0,1,29.0,828.047708908,69.99,0.0
173516,261899042,27.0,31.0,1,26.5,356.155399085,199.99,1.0
173660,260009020,19.0,32.0,2,50.0,55.0194271817,317.49,0.0
174121,261899042,27.0,31.0,1,26.5,54.1745782386,199.99,0.0
174541,260006502,28.0,35.0,1,35.0,287.128239093,194.99,0.0
174913,260009788,27.0,31.0,2,26.5,113.569331079,189.99,0.0
175936,260009788,27.0,31.0,2,26.5,437.125998359,184.99,0.0
176292,260009788,27.0,31.0,2,26.5,798.4433914069998,184.99,0.0
176359,260009788,27.0,31.0,2,26.5,724.056730921,184.99,0.0
176440,260009788,27.0,31.0,2,26.5,198.929388223,184.99,0.0
176673,260009788,27.0,31.0,2,26.5,471.551401235,184.99,0.0
177766,260009788,27.0,31.0,2,26.5,128.54567696,184.99,0.0
178021,260009020,19.0,32.0,2,50.0,10.6115554152,317.49,0.0
178072,260009020,19.0,32.0,2,50.0,843.021460962,299.99,0.0
178827,260009020,19.0,32.0,2,50.0,480.53672839,249.99,0.0
179636,261899042,27.0,31.0,1,26.5,653.290566539,199.99,0.0
179798,260009788,27.0,31.0,2,26.5,150.43632413,184.99,0.0
179845,260009788,27.0,31.0,2,26.5,982.106457015,184.99,0.0
180059,261899042,27.0,31.0,1,26.5,931.082094429,199.99,0.0
