,ITEM_ID,ALTURA,COMPOSICAO,COR,LARGURA,MARCA,PROFUNDIDADE,TEM_FERRO_FUNDIDO,TEM_TAMPA,SESSION_ID,ITEM_PRICE,INTERESTED
125748,224278714,18.5,2,2,21.5,2,26.0,1,1.0,419.81620457199995,44.99,0.0
125752,258445948,18.0,2,4,25.5,4,36.3,1,1.0,213.101206773,109.99,0.0
125768,690680,33.0,2,5,21.7,1,23.0,1,1.0,807.3238148089999,207.945,0.0
125934,653448,31.0,1,1,31.0,1,21.0,1,0.0,708.198650473,305.9,0.0
126005,14807844,30.5,1,1,27.0,1,18.7,1,1.0,15.957160921400002,258.87,0.0
126035,258445104,18.0,2,3,25.5,4,36.3,1,1.0,638.08993452,107.84714285700001,0.0
126041,224278714,18.5,2,2,21.5,2,26.0,1,1.0,887.960663101,38.9996969697,0.0
126090,258445104,18.0,2,3,25.5,4,36.3,1,1.0,253.13226065799998,109.654615385,0.0
126163,14807840,28.2,1,1,22.5,1,16.2,1,1.0,791.553191867,196.99,1.0
126170,224278714,18.5,2,2,21.5,2,26.0,1,1.0,651.4933617959999,39.6416666667,0.0
126185,224278714,18.5,2,2,21.5,2,26.0,1,1.0,291.683529636,44.99,1.0
126212,224278714,18.5,2,2,21.5,2,26.0,1,1.0,65.4482478795,39.99,0.0
126216,224278714,18.5,2,2,21.5,2,26.0,1,1.0,689.1556261239999,39.99,0.0
126494,653448,31.0,1,1,31.0,1,21.0,1,0.0,341.904569024,305.96046875,0.0
126520,224278714,18.5,2,2,21.5,2,26.0,1,1.0,302.73839785,39.061111111100004,0.0
126538,653448,31.0,1,1,31.0,1,21.0,1,0.0,266.630314124,305.9,0.0
126590,224278714,18.5,2,2,21.5,2,26.0,1,1.0,934.28428089,39.2933333333,0.0
126617,224278714,18.5,2,2,21.5,2,26.0,1,1.0,160.577013615,38.5725,0.0
126629,224278714,18.5,2,2,21.5,2,26.0,1,1.0,441.67611037800003,39.99,1.0
126699,224278714,18.5,2,2,21.5,2,26.0,1,1.0,77.490621041,39.99,0.0
126812,224278714,18.5,2,2,21.5,2,26.0,1,1.0,554.040812922,44.99,0.0
126814,14807848,36.0,1,1,18.1,1,13.0,1,1.0,966.796661316,150.9,0.0
126927,224278714,18.5,2,2,21.5,2,26.0,1,1.0,295.147139959,44.99,0.0
126930,653448,31.0,1,1,31.0,1,21.0,1,0.0,691.355371951,305.99214285700003,0.0
127101,653448,31.0,1,1,31.0,1,21.0,1,0.0,323.929763569,172.68337912080003,0.0
127191,224278714,18.5,2,2,21.5,2,26.0,1,1.0,171.414107748,39.3746153846,0.0
127362,258445104,18.0,2,3,25.5,4,36.3,1,1.0,719.453344357,99.99,0.0
127470,224278714,18.5,2,2,21.5,2,26.0,1,1.0,820.421021501,39.99,0.0
127594,224278714,18.5,2,2,21.5,2,26.0,1,1.0,149.979814344,39.99,0.0
127597,224278714,18.5,2,2,21.5,2,26.0,1,1.0,963.6046144960001,39.4675,0.0
127645,258445104,18.0,2,3,25.5,4,36.3,1,1.0,174.073377947,104.99,0.0
127666,224278714,18.5,2,2,21.5,2,26.0,1,1.0,854.480745306,39.2933333333,0.0
127689,258445104,18.0,2,3,25.5,4,36.3,1,1.0,519.906573881,96.59666666665001,0.0
127785,14807848,36.0,1,1,18.1,1,13.0,1,1.0,667.039346201,153.9,0.0
127808,224278714,18.5,2,2,21.5,2,26.0,1,1.0,913.120840112,44.99,0.0
127811,653448,31.0,1,1,31.0,1,21.0,1,0.0,318.268740838,305.9,0.0
127855,224278714,18.5,2,2,21.5,2,26.0,1,1.0,17.9079923434,38.945,0.0
127920,653448,31.0,1,1,31.0,1,21.0,1,0.0,515.0039312380001,305.9,0.0
127929,224278714,18.5,2,2,21.5,2,26.0,1,1.0,394.281637639,39.99,1.0
127955,14807844,30.5,1,1,27.0,1,18.7,1,1.0,322.623728883,255.75,1.0
127957,653448,31.0,1,1,31.0,1,21.0,1,0.0,697.892452928,305.9,0.0
128099,258445948,18.0,2,4,25.5,4,36.3,1,1.0,457.42971149699997,109.99,0.0
128191,224278714,18.5,2,2,21.5,2,26.0,1,1.0,576.508681605,40.06,0.0
128226,653448,31.0,1,1,31.0,1,21.0,1,0.0,99.595910968,305.9,0.0
128280,653448,31.0,1,1,31.0,1,21.0,1,0.0,507.89013096699995,479.59,0.0
128294,224278714,18.5,2,2,21.5,2,26.0,1,1.0,187.43430098299999,39.99,0.0
128316,224278714,18.5,2,2,21.5,2,26.0,1,1.0,213.314481183,39.1696178344,0.0
128365,224278714,18.5,2,2,21.5,2,26.0,1,1.0,278.304255561,38.438,0.0
128389,260008314,30.0,2,2,51.0,5,51.0,2,1.0,554.576620422,139.99,0.0
128410,224278714,18.5,2,2,21.5,2,26.0,1,1.0,775.8830075980002,37.9,0.0
128414,258445104,18.0,2,3,25.5,4,36.3,1,1.0,953.915068258,109.654615385,0.0
128471,258447356,16.0,2,4,21.5,4,32.5,1,1.0,761.5745299939999,79.99,1.0
128477,258445948,18.0,2,4,25.5,4,36.3,1,1.0,6.768107625669999,99.99,1.0
128645,224278714,18.5,2,2,21.5,2,26.0,1,1.0,769.79315973,44.8205,0.0
128834,260006468,28.0,2,2,37.0,3,40.0,2,1.0,979.834723467,104.99,0.0
128837,14807844,30.5,1,1,27.0,1,18.7,1,1.0,328.486157305,258.9,0.0
128839,224278714,18.5,2,2,21.5,2,26.0,1,1.0,477.100850387,44.99,0.0
128842,224278714,18.5,2,2,21.5,2,26.0,1,1.0,510.27896162800005,39.99,0.0
128849,653448,31.0,1,1,31.0,1,21.0,1,0.0,707.118809895,358.99,0.0
129099,260006586,30.0,1,2,51.0,5,51.0,2,1.0,27.123300316799998,209.99,0.0
129102,224278714,18.5,2,2,21.5,2,26.0,1,1.0,875.4457812589999,39.7075675676,0.0
129170,224278714,18.5,2,2,21.5,2,26.0,1,1.0,686.274361254,44.99,0.0
129202,224278714,18.5,2,2,21.5,2,26.0,1,1.0,917.094120827,39.99,0.0
129212,224278714,18.5,2,2,21.5,2,26.0,1,1.0,897.449689577,39.99,0.0
129371,653448,31.0,1,1,31.0,1,21.0,1,0.0,741.9420839589999,305.9,0.0
129487,224278714,18.5,2,2,21.5,2,26.0,1,1.0,5.4848374973,44.99,0.0
129490,224278714,18.5,2,2,21.5,2,26.0,1,1.0,881.415053606,38.945,0.0
129536,14807840,28.2,1,1,22.5,1,16.2,1,1.0,600.90048284,196.99,1.0
129565,653448,31.0,1,1,31.0,1,21.0,1,0.0,479.685401295,309.0125,0.0
129586,224278714,18.5,2,2,21.5,2,26.0,1,1.0,198.684843905,39.99,0.0
129676,224278714,18.5,2,2,21.5,2,26.0,1,1.0,359.339863499,38.9996969697,0.0
129830,224278714,18.5,2,2,21.5,2,26.0,1,1.0,287.49324865,38.736,0.0
129998,653448,31.0,1,1,31.0,1,21.0,1,0.0,610.981046352,305.9,0.0
130027,224278714,18.5,2,2,21.5,2,26.0,1,1.0,301.51091516599996,39.9600952381,0.0
130040,224278714,18.5,2,2,21.5,2,26.0,1,1.0,520.999709407,39.7075675676,0.0
130146,224278714,18.5,2,2,21.5,2,26.0,1,1.0,830.695878997,38.438,0.0
130168,653448,31.0,1,1,31.0,1,21.0,1,0.0,293.112724866,305.96046875,0.0
130294,224278714,18.5,2,2,21.5,2,26.0,1,1.0,203.67993967799998,39.1696178344,0.0
130306,258444752,16.0,2,3,21.5,4,32.5,1,1.0,742.465046453,87.99,0.0
130340,224278714,18.5,2,2,21.5,2,26.0,1,1.0,386.26209641699995,38.9996969697,0.0
130342,224278714,18.5,2,2,21.5,2,26.0,1,1.0,725.4761656119998,39.9025,0.0
130362,224278714,18.5,2,2,21.5,2,26.0,1,1.0,827.912725382,37.9,1.0
130387,14807844,30.5,1,1,27.0,1,18.7,1,1.0,894.9147654039999,256.725,0.0
130445,14807840,28.2,1,1,22.5,1,16.2,1,1.0,199.81463969,150.9,1.0
130526,224278714,18.5,2,2,21.5,2,26.0,1,1.0,26.7699636973,40.06,0.0
130547,224278714,18.5,2,2,21.5,2,26.0,1,1.0,255.641743147,39.572,0.0
130576,260006468,28.0,2,2,37.0,3,40.0,2,1.0,168.00956854,99.99,0.0
130579,653448,31.0,1,1,31.0,1,21.0,1,0.0,539.8979302930001,305.9,0.0
130727,224278714,18.5,2,2,21.5,2,26.0,1,1.0,73.4634723267,44.99,1.0
130769,224278714,18.5,2,2,21.5,2,26.0,1,1.0,577.22074256,39.99,0.0
130988,653448,31.0,1,1,31.0,1,21.0,1,0.0,960.6125449780001,305.9,0.0
131033,14807844,30.5,1,1,27.0,1,18.7,1,1.0,878.7784672989999,255.998235294,0.0
131171,224278714,18.5,2,2,21.5,2,26.0,1,1.0,937.441474348,39.99,0.0
131187,14807844,30.5,1,1,27.0,1,18.7,1,1.0,507.49959024699996,251.65,0.0
131198,224278714,18.5,2,2,21.5,2,26.0,1,1.0,940.079161357,41.8827272727,0.0
131289,224278714,18.5,2,2,21.5,2,26.0,1,1.0,338.445529728,39.99,0.0
131377,224278714,18.5,2,2,21.5,2,26.0,1,1.0,12.8272544354,39.99,0.0
131394,14807840,28.2,1,1,22.5,1,16.2,1,1.0,34.455283871199995,39.99,0.0
131467,224278714,18.5,2,2,21.5,2,26.0,1,1.0,893.4278481939999,39.99,0.0
131474,653448,31.0,1,1,31.0,1,21.0,1,0.0,381.178886131,305.9,0.0
131591,690680,33.0,2,5,21.7,1,23.0,1,1.0,552.002711543,172.87833333334999,0.0
131604,224278714,18.5,2,2,21.5,2,26.0,1,1.0,769.692332933,39.8566666667,0.0
131605,224278714,18.5,2,2,21.5,2,26.0,1,1.0,900.262259689,44.99,1.0
131656,224278714,18.5,2,2,21.5,2,26.0,1,1.0,129.419672427,39.615,0.0
131675,258444752,16.0,2,3,21.5,4,32.5,1,1.0,498.890772565,98.89,0.0
131698,14807844,30.5,1,1,27.0,1,18.7,1,1.0,304.525157717,71.94,0.0
131756,224278714,18.5,2,2,21.5,2,26.0,1,1.0,370.254390044,44.99,0.0
131874,224278714,18.5,2,2,21.5,2,26.0,1,1.0,914.71297169,38.438,0.0
131885,224278714,18.5,2,2,21.5,2,26.0,1,1.0,39.417664749000004,44.99,0.0
131899,653448,31.0,1,1,31.0,1,21.0,1,0.0,170.725258285,305.9,0.0
131973,224278714,18.5,2,2,21.5,2,26.0,1,1.0,46.5367705068,39.572,0.0
132066,224278714,18.5,2,2,21.5,2,26.0,1,1.0,709.927933151,39.8904761905,0.0
132095,224278714,18.5,2,2,21.5,2,26.0,1,1.0,734.5465333139999,39.99,0.0
132168,224278714,18.5,2,2,21.5,2,26.0,1,1.0,790.8982902419998,39.1696178344,0.0
132246,224278714,18.5,2,2,21.5,2,26.0,1,1.0,985.3437750439999,40.3157894737,0.0
132275,260008314,30.0,2,2,51.0,5,51.0,2,1.0,32.8275032918,139.99,0.0
132442,224278714,18.5,2,2,21.5,2,26.0,1,1.0,754.208135042,37.9,1.0
132492,224278714,18.5,2,2,21.5,2,26.0,1,1.0,293.13613301099997,39.572,0.0
133083,224278714,18.5,2,2,21.5,2,26.0,1,1.0,22.542898833699997,39.99,0.0
133153,224278714,18.5,2,2,21.5,2,26.0,1,1.0,101.73147432399999,39.8566666667,0.0
133165,224278714,18.5,2,2,21.5,2,26.0,1,1.0,976.245174152,41.458775,0.0
133241,224278714,18.5,2,2,21.5,2,26.0,1,1.0,676.33847078,37.99,1.0
133321,224278714,18.5,2,2,21.5,2,26.0,1,1.0,791.9649428260001,39.7075675676,0.0
133368,224278714,18.5,2,2,21.5,2,26.0,1,1.0,508.693342627,37.9,0.0
133410,653448,31.0,1,1,31.0,1,21.0,1,0.0,500.268760938,305.961428571,0.0
133449,224278714,18.5,2,2,21.5,2,26.0,1,1.0,495.264265752,44.99,0.0
133458,224278714,18.5,2,2,21.5,2,26.0,1,1.0,715.43663,38.945,0.0
133476,14807848,36.0,1,1,18.1,1,13.0,1,1.0,130.933965658,150.9,0.0
133511,224278714,18.5,2,2,21.5,2,26.0,1,1.0,83.4286569068,38.438,0.0
133557,258445104,18.0,2,3,25.5,4,36.3,1,1.0,426.374798643,99.99,1.0
133656,258445104,18.0,2,3,25.5,4,36.3,1,1.0,898.59865776,107.84714285700001,0.0
133825,224278714,18.5,2,2,21.5,2,26.0,1,1.0,605.531286165,39.99,0.0
133834,224278714,18.5,2,2,21.5,2,26.0,1,1.0,112.215359474,39.99,1.0
134062,690680,33.0,2,5,21.7,1,23.0,1,1.0,97.1994210189,89.99000000000002,0.0
134195,260008314,30.0,2,2,51.0,5,51.0,2,1.0,836.909324614,139.99,0.0
134203,224278714,18.5,2,2,21.5,2,26.0,1,1.0,849.828314485,39.99,0.0
134293,224278714,18.5,2,2,21.5,2,26.0,1,1.0,308.74523299,40.06,0.0
134311,653448,31.0,1,1,31.0,1,21.0,1,0.0,679.773214703,40.02500000000001,0.0
134317,224278714,18.5,2,2,21.5,2,26.0,1,1.0,239.923692813,39.99,0.0
134365,260006586,30.0,2,2,51.0,5,51.0,2,1.0,128.54567696,209.99,0.0
134388,224278714,18.5,2,2,21.5,2,26.0,1,1.0,789.6193029169998,39.99,0.0
134390,260008314,30.0,2,2,51.0,5,51.0,2,1.0,795.463319008,139.99,0.0
134398,14807848,36.0,1,1,18.1,1,13.0,1,1.0,652.913505093,144.4,0.0
134480,653448,31.0,1,1,31.0,1,21.0,1,0.0,694.6741591719998,305.9,0.0
134552,224278714,18.5,2,2,21.5,2,26.0,1,1.0,79.44589285970001,38.438,0.0
134577,224278714,18.5,2,2,21.5,2,26.0,1,1.0,435.13417108,39.99,0.0
134629,258444752,16.0,2,3,21.5,4,32.5,1,1.0,20.3924276169,42.49,0.0
134650,224278714,18.5,2,2,21.5,2,26.0,1,1.0,735.761642802,44.99,1.0
134762,224278714,18.5,2,2,21.5,2,26.0,1,1.0,874.580328308,39.99,0.0
134794,653448,31.0,1,1,31.0,1,21.0,1,0.0,404.684917521,305.99214285700003,0.0
134854,653448,31.0,1,1,31.0,1,21.0,1,0.0,78.1247502498,305.9,0.0
134904,224278714,18.5,2,2,21.5,2,26.0,1,1.0,630.365901476,44.99,1.0
134964,653448,31.0,1,1,31.0,1,21.0,1,0.0,941.15456272,345.966956522,0.0
134970,224278714,18.5,2,2,21.5,2,26.0,1,1.0,219.588375147,39.2933333333,0.0
135034,224278714,18.5,2,2,21.5,2,26.0,1,1.0,34.3910799945,40.3157894737,0.0
135068,224278714,18.5,2,2,21.5,2,26.0,1,1.0,971.27284717,39.99,0.0
135083,653448,31.0,1,1,31.0,1,21.0,1,0.0,443.643059896,305.96046875,0.0
135100,224278714,18.5,2,2,21.5,2,26.0,1,1.0,544.233356416,37.9,0.0
135174,653448,31.0,1,1,31.0,1,21.0,1,0.0,718.645481657,305.9,0.0
135340,224278714,18.5,2,2,21.5,2,26.0,1,1.0,111.32538289799999,43.2175,0.0
135436,653448,31.0,1,1,31.0,1,21.0,1,0.0,922.9527193810001,41.60375000000001,0.0
135472,224278714,18.5,2,2,21.5,2,26.0,1,1.0,841.586684839,39.99,1.0
135711,224278714,18.5,2,2,21.5,2,26.0,1,1.0,685.536784826,39.7577777778,0.0
135822,224278714,18.5,2,2,21.5,2,26.0,1,1.0,863.197429255,40.06,0.0
135935,224278714,18.5,2,2,21.5,2,26.0,1,1.0,448.56828889300004,39.6416666667,0.0
135947,224278714,18.5,2,2,21.5,2,26.0,1,1.0,378.06624921599996,39.99,0.0
135993,653448,31.0,1,1,31.0,1,21.0,1,0.0,752.752247002,305.9,0.0
135994,224278714,18.5,2,2,21.5,2,26.0,1,1.0,385.567597977,39.99,0.0
136010,653448,31.0,1,1,31.0,1,21.0,1,0.0,262.685961562,305.9,1.0
136026,224278714,18.5,2,2,21.5,2,26.0,1,1.0,272.909103367,44.99,0.0
136245,224278714,18.5,2,2,21.5,2,26.0,1,1.0,440.691217789,44.99,1.0
136352,653448,31.0,1,1,31.0,1,21.0,1,0.0,235.031014787,305.9,0.0
136362,653448,31.0,1,1,31.0,1,21.0,1,0.0,507.43456959400004,305.9,1.0
136376,224278714,18.5,2,2,21.5,2,26.0,1,1.0,284.36463759599997,39.8566666667,0.0
136381,224278714,18.5,2,2,21.5,2,26.0,1,1.0,385.095597575,44.99,0.0
136453,224278714,18.5,2,2,21.5,2,26.0,1,1.0,662.733676388,39.99,0.0
136485,653448,31.0,1,1,31.0,1,21.0,1,0.0,56.4320613221,39.946250000000006,0.0
136535,224278714,18.5,2,2,21.5,2,26.0,1,1.0,472.86682761554994,39.9025,0.0
136653,224278714,18.5,2,2,21.5,2,26.0,1,1.0,889.301593909,39.99,0.0
136949,224278714,18.5,2,2,21.5,2,26.0,1,1.0,879.604868692,44.99,0.0
136955,224278714,18.5,2,2,21.5,2,26.0,1,1.0,271.91244734,44.99,1.0
137058,224278714,18.5,2,2,21.5,2,26.0,1,1.0,328.555109725,39.99,0.0
137069,224278714,18.5,2,2,21.5,2,26.0,1,1.0,734.6999382719998,39.6416666667,0.0
137082,258444752,16.0,2,3,21.5,4,32.5,1,1.0,452.06066879800005,87.99,1.0
137120,14807848,36.0,1,1,18.1,1,13.0,1,1.0,510.587142086,201.293333333,0.0
137151,653448,31.0,1,1,31.0,1,21.0,1,0.0,518.477367136,305.9,0.0
137170,14807840,28.2,1,1,22.5,1,16.2,1,1.0,434.71979898,175.897966102,0.0
137207,14807840,28.2,1,1,22.5,1,16.2,1,1.0,626.4194513909999,196.99,0.0
137241,224278714,18.5,2,2,21.5,2,26.0,1,1.0,896.782079635,39.99,1.0
137245,690680,33.0,2,5,21.7,1,23.0,1,1.0,795.2228164039999,39.99,0.0
137278,224278714,18.5,2,2,21.5,2,26.0,1,1.0,657.266374991,39.99,0.0
137382,224278714,18.5,2,2,21.5,2,26.0,1,1.0,193.858348062,39.99,1.0
137423,224278714,18.5,2,2,21.5,2,26.0,1,1.0,68.4926317374,39.99,0.0
137459,653448,31.0,1,1,31.0,1,21.0,1,0.0,421.78694675800006,305.9,0.0
137520,653448,31.0,1,1,31.0,1,21.0,1,0.0,623.3787074090001,305.9,0.0
137528,224278714,18.5,2,2,21.5,2,26.0,1,1.0,349.03678209099996,39.99,0.0
137529,258445072,18.0,2,3,23.5,4,34.5,1,1.0,704.4745355860001,39.8025,0.0
137551,224278714,18.5,2,2,21.5,2,26.0,1,1.0,529.110878856,39.615,0.0
137637,224278714,18.5,2,2,21.5,2,26.0,1,1.0,405.533374565,39.99,0.0
137668,224278714,18.5,2,2,21.5,2,26.0,1,1.0,153.104144059,39.99,0.0
137695,224278714,18.5,2,2,21.5,2,26.0,1,1.0,954.792446936,44.99,0.0
137699,258447356,16.0,2,4,21.5,4,32.5,1,1.0,83.1075887362,44.99,0.0
137706,224278714,18.5,2,2,21.5,2,26.0,1,1.0,483.06426477,44.99,0.0
137798,224278714,18.5,2,2,21.5,2,26.0,1,1.0,840.3833968189999,39.99,0.0
138129,224278714,18.5,2,2,21.5,2,26.0,1,1.0,116.223236238,39.99,0.0
138435,224278714,18.5,2,2,21.5,2,26.0,1,1.0,941.9656134210001,41.840339506199996,0.0
138512,224278714,18.5,2,2,21.5,2,26.0,1,1.0,484.29880202199996,44.99,1.0
138558,224278714,18.5,2,2,21.5,2,26.0,1,1.0,195.627503874,39.99,0.0
138575,224278714,18.5,2,2,21.5,2,26.0,1,1.0,619.123548988,39.99,0.0
138625,260008912,28.0,2,2,37.0,3,40.0,2,1.0,820.2169717510001,94.99,0.0
138669,224278714,18.5,2,2,21.5,2,26.0,1,1.0,992.1281690410001,43.2175,0.0
138802,224278714,18.5,2,2,21.5,2,26.0,1,1.0,577.737306115,39.1696178344,0.0
138874,224278714,18.5,2,2,21.5,2,26.0,1,1.0,416.028706194,41.458775,0.0
138972,224278714,18.5,2,2,21.5,2,26.0,1,1.0,782.20505376,39.99,0.0
138983,224278714,18.5,2,2,21.5,2,26.0,1,1.0,209.226208492,39.99,0.0
138990,258445104,18.0,2,3,25.5,4,36.3,1,1.0,978.9139342269999,42.49,0.0
139004,224278714,18.5,2,2,21.5,2,26.0,1,1.0,942.5078384889999,44.99,0.0
139248,258444752,16.0,2,3,21.5,4,32.5,1,1.0,820.769773791,98.89,0.0
139345,224278714,18.5,2,2,21.5,2,26.0,1,1.0,877.3826255539999,39.8904761905,0.0
