,ITEM_ID,ALTURA,COR,LARGURA,MARCA,PARA_LAVA_LOUCAS,PESO,PROFUNDIDADE,TEM_TAMPA,SESSION_ID,ITEM_PRICE,INTERESTED
120954,13712142,14.0,4,21.0,3,1,135.0,34.0,0.0,675.670856854,35.9,0.0
120959,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,619.551365173,105.942,0.0
120965,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,189.602331021,109.9,1.0
120966,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,946.7245041289999,110.66602941200001,0.0
120973,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,950.325426904,110.356382979,0.0
120975,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,921.9373590660001,110.4498,0.0
120979,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,727.0069108260001,107.091351351,0.0
120985,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,698.1277272680002,107.65675324700001,0.0
120992,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,680.882104437,111.34708333299999,0.0
121007,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,837.04224034,109.79,0.0
121010,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,531.15489903,104.9765,0.0
121019,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,992.7619382239999,107.68284090899999,0.0
121025,253661478,49.5,2,41.5,1,1,120.0,47.0,1.0,94.8174581421,117.46473684200001,0.0
121026,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,289.779213174,106.098723404,0.0
121044,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,900.42281368,104.324666667,0.0
121047,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,173.16538435099997,110.356382979,0.0
121049,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,14.8493439011,109.79,0.0
121055,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,327.0362695,115.9,1.0
121065,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,841.154203822,109.48441558399999,0.0
121068,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,456.99843285800006,107.99,1.0
121095,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,383.832234355,105.11659340700001,0.0
121103,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,325.58038946,100.67181818200001,0.0
121105,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,772.99781848,109.26897959200001,0.0
121108,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,266.938223097,106.108108108,0.0
121110,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,182.70549851099997,105.45,0.0
121111,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,213.56754363,106.098723404,0.0
121118,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,570.616581192,111.254927536,0.0
121122,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,282.087234942,106.676216216,0.0
121123,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,223.772258771,109.698125,0.0
121126,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,804.531180815,108.29593220299999,0.0
121130,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,653.638325251,110.35507462700001,0.0
121137,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,831.394154879,103.330241935,0.0
121150,13712142,14.0,4,21.0,3,1,120.0,34.0,0.0,617.0143202080001,35.9,1.0
121151,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,441.57712553199997,105.502613636,0.0
121152,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,969.84460545,109.46791666700001,0.0
121155,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,775.7391803539999,109.55309090899999,0.0
121159,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,924.213992655,107.288181818,0.0
121167,13712142,14.0,4,21.0,3,1,120.0,34.0,0.0,471.236773636,35.9,0.0
121170,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,665.248855349,109.287169811,0.0
121171,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,233.986375523,109.791111111,0.0
121183,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,937.0174204189999,109.790909091,0.0
121209,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,398.46494076,111.254927536,0.0
121211,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,907.94188677,109.790909091,0.0
121214,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,936.1372131039999,101.15825,0.0
121220,13712142,14.0,4,21.0,3,2,135.0,34.0,0.0,875.7538765160001,39.99,0.0
121222,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,64.9350644453,104.91730769200001,0.0
121228,253661478,49.5,2,41.5,1,1,120.0,47.0,1.0,119.58582819564998,106.99,0.0
121232,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,174.23659194599998,99.99,1.0
121235,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,899.89153342,100.67181818200001,0.0
121244,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,380.797128953,99.99,1.0
121258,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,370.44936971699997,109.62666666700001,1.0
121264,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,410.12393565699995,108.205578947,0.0
121278,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,702.8906614819998,109.55309090899999,0.0
121295,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,404.81798476800003,102.438666667,0.0
121312,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,556.081560301,101.381,0.0
121326,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,391.300247627,106.91988095200001,0.0
121339,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,910.382879187,99.99,1.0
121351,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,822.753506779,108.741803279,0.0
121353,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,835.318448262,109.791111111,0.0
121365,10191288,49.5,1,41.5,2,1,120.0,47.0,0.0,691.879222212,67.0,0.0
121369,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,616.308999765,104.91730769200001,0.0
121375,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,946.736836384,102.0,1.0
121376,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,455.72166278300006,112.004166667,0.0
121379,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,904.992071483,106.431707317,0.0
121385,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,329.38758646900004,109.9,1.0
121389,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,819.22844221,114.41272727299999,0.0
121392,253661478,49.5,2,41.5,1,1,120.0,47.0,1.0,230.74865563400002,119.99,0.0
121393,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,741.723904033,103.52,0.0
121395,253661478,49.5,2,41.5,1,1,120.0,47.0,1.0,60.351745686499996,99.99,0.0
121402,10191288,35.75,2,32.75,2,1,135.0,43.5,0.0,331.489877241,47.9,0.0
121405,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,261.698456564,104.324666667,0.0
121408,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,674.389534846,105.45,0.0
121417,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,376.951823405,104.9,0.0
121421,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,830.067944339,106.941666667,0.0
121431,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,384.55082656,108.556666667,0.0
121432,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,629.190861091,102.99,1.0
121434,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,981.596082262,103.68547619,0.0
121435,13712142,14.0,4,21.0,3,2,135.0,34.0,0.0,202.136175253,35.9,0.0
121439,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,129.523341227,109.287169811,0.0
121442,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,877.396649031,106.108108108,0.0
121443,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,165.620775789,109.26897959200001,0.0
121449,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,655.2961176580001,115.314285714,0.0
121451,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,319.98048687799997,106.973636364,0.0
121458,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,951.990827325,106.91988095200001,0.0
121472,13712142,14.0,4,21.0,3,2,150.0,34.0,0.0,714.7182015410001,35.9,0.0
121484,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,304.278125454,101.52529411799999,0.0
121485,10191288,22.0,3,24.0,2,2,150.0,40.0,0.0,906.302661085,49.8821428571,0.0
121495,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,435.393976069,112.166190476,0.0
121496,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,260.28412339,109.611764706,0.0
121500,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,875.7062538739999,108.556666667,0.0
121501,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,793.8309611980002,110.4498,0.0
121507,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,229.360659314,114.125581395,0.0
121513,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,448.24011137800005,105.502613636,0.0
121515,13712142,14.0,4,21.0,3,1,120.0,34.0,0.0,857.69435601,39.99,0.0
121523,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,812.093952871,108.741803279,0.0
121524,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,963.987301868,103.79075471700001,0.0
121532,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,911.0729836119999,109.55309090899999,0.0
121536,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,600.181508944,100.339411765,0.0
121550,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,938.8857496139999,108.348979592,0.0
121551,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,672.59242427,101.1378125,0.0
121557,253661478,49.5,2,41.5,1,1,120.0,47.0,1.0,352.781047881,123.708571429,0.0
121559,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,83.60843947949999,108.556666667,0.0
121560,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,959.0984945619999,99.99,0.0
121563,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,761.562292409,107.68284090899999,0.0
121565,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,331.704500549,104.9,0.0
121569,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,627.837674159,103.79075471700001,0.0
121570,13712142,14.0,4,21.0,3,2,135.0,34.0,0.0,855.5359812730002,35.9,0.0
121575,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,926.2580091919999,106.978113208,0.0
121578,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,982.8388229,102.525142857,0.0
121582,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,861.0271745739999,126.494444444,0.0
121598,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,916.981666475,111.254927536,0.0
121605,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,253.92014395599998,107.348918919,0.0
121614,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,26.9495552415,103.0868,0.0
121616,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,434.260001948,108.831282051,0.0
121622,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,969.087545693,106.431707317,0.0
121639,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,596.16036691,105.11659340700001,0.0
121645,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,968.9735272319999,102.525142857,0.0
121648,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,994.3406367030001,99.99,1.0
121649,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,468.54152242199996,108.205578947,0.0
121671,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,362.89860806300004,109.79,0.0
121678,253661478,49.5,2,41.5,1,1,120.0,47.0,1.0,699.1199984210001,119.99,0.0
121692,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,424.02726296699996,105.1725,1.0
121694,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,285.439071975,110.35507462700001,0.0
121711,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,781.5547930939999,103.314761905,0.0
121720,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,341.336714388,103.15125,0.0
121724,13712142,14.0,4,21.0,3,1,120.0,34.0,0.0,519.854901554,35.9,0.0
121726,13712142,14.0,4,21.0,3,1,120.0,34.0,0.0,657.513205147,35.9,0.0
121743,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,589.039083591,107.091351351,0.0
121754,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,397.044749414,104.956451613,0.0
121758,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,277.7597782,109.791111111,0.0
121760,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,987.448278983,104.57970588200001,0.0
121763,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,904.1691393269999,108.93285714299999,0.0
121764,13712142,14.0,4,21.0,3,1,120.0,34.0,0.0,671.6060013030001,35.9,0.0
121768,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,953.6056359710001,111.09633333299999,0.0
121774,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,295.475592306,106.17296296299999,0.0
121776,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,645.518311604,109.791111111,0.0
121785,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,570.288423719,102.71666666700001,0.0
121789,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,411.12538998900004,97.99,1.0
121792,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,552.254939853,100.51631578899999,0.0
121795,253661478,49.5,2,41.5,1,1,120.0,47.0,1.0,200.38954916,123.708571429,0.0
121797,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,589.691573414,115.39888888899999,0.0
121800,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,552.985649835,119.9,1.0
121808,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,419.069843881,113.95220339,0.0
121813,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,534.623175224,103.79075471700001,0.0
121814,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,35.483989322199996,110.66602941200001,0.0
121831,13712142,14.0,4,21.0,3,1,135.0,34.0,0.0,380.469378633,35.9,0.0
121838,238630912,22.0,3,24.0,1,2,150.0,40.0,1.0,897.2157943330002,101.381,0.0
121840,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,561.906950931,114.10301886799999,0.0
121841,253661510,49.5,1,41.5,1,1,120.0,47.0,1.0,963.11533408,107.348918919,0.0
