,ITEM_ID,ALTURA,LARGURA,MARCA,PROFUNDIDADE,SESSION_ID,ITEM_PRICE,INTERESTED
2369,241440074,62.0,19.0,EURO HOME,41.0,215.68832470200002,60.5024,0.0
2381,241440074,62.0,19.0,EURO HOME,41.0,970.0361310039999,79.9,0.0
2389,10695626,40.85,19.35,TRAMONTINA,30.6,671.063418854,207.96,0.0
2420,258328660,19.7,19.7,AT.HOME,20.2,461.51498648,49.99,0.0
2460,229170002,18.0,18.0,HERCULES,18.0,477.691195585,87.48,0.0
2501,10695626,18.5,16.75,TRAMONTINA,20.0,371.936914017,208.58,0.0
2566,242171044,19.0,15.5,TRAMONTINA,22.0,253.6164970365,158.14575,0.0
2584,241440074,62.0,19.0,EURO HOME,41.0,135.296080056,50.9,0.0
2609,242171044,19.0,15.5,TRAMONTINA,22.0,449.768420875,158.14575,0.0
2618,242171044,19.0,15.5,TRAMONTINA,22.0,886.370700512,151.08712963,0.0
2626,229170002,18.0,18.0,HERCULES,18.0,682.826124368,79.95,0.0
2676,256639582,17.0,12.5,BRINOX,25.0,607.296123704,99.9,0.0
2698,242171044,19.0,15.5,TRAMONTINA,22.0,231.203900452,127.52,0.0
2716,241440074,62.0,19.0,EURO HOME,41.0,958.6076594169999,74.0768553459,0.0
2719,242171044,19.0,15.5,TRAMONTINA,22.0,631.503572737,140.23,0.0
2736,241440074,62.0,19.0,EURO HOME,41.0,264.60639308,79.9,0.0
2739,241440074,62.0,19.0,EURO HOME,41.0,507.754141269,49.5,0.0
2802,241440074,62.0,19.0,EURO HOME,41.0,184.450166724,60.9,0.0
2833,258328660,19.7,19.7,AT.HOME,20.2,990.090779395,49.99,0.0
2839,242171044,19.0,15.5,TRAMONTINA,22.0,325.834907903,161.892,0.0
2845,241440074,62.0,19.0,EURO HOME,41.0,568.202370587,79.9,0.0
2849,258328660,19.7,19.7,AT.HOME,20.2,710.509077157,39.99,0.0
2860,241440074,62.0,19.0,EURO HOME,41.0,899.9790091939999,79.9,0.0
2908,242171044,19.0,15.5,TRAMONTINA,22.0,988.493931566,150.20264,0.0
2996,241440074,62.0,19.0,EURO HOME,41.0,133.85196305600002,76.7341176471,0.0
3012,229170002,18.0,18.0,HERCULES,18.0,626.272140594,74.99,1.0
3031,256639582,17.0,12.5,BRINOX,25.0,271.749104107,56.5811764706,0.0
3086,258328660,19.7,19.7,AT.HOME,20.2,174.847480513,38.172352941199996,0.0
3116,241440074,62.0,19.0,EURO HOME,41.0,848.929472833,74.16937062939999,0.0
3117,242171044,19.0,15.5,TRAMONTINA,22.0,958.91011273,134.71,0.0
3125,258328660,19.7,19.7,AT.HOME,20.2,622.476032478,49.99,1.0
3129,241440074,62.0,19.0,EURO HOME,41.0,440.966115986,60.6435983264,0.0
3167,241440074,62.0,19.0,EURO HOME,41.0,373.034062261,56.415,0.0
3180,242171044,19.0,15.5,TRAMONTINA,22.0,952.01628517,78.1575,0.0
3196,256639582,17.0,12.5,BRINOX,25.0,261.84614158799997,99.9,1.0
3199,229170002,18.0,18.0,HERCULES,18.0,669.186099733,70.9,0.0
3200,229170002,18.0,18.0,HERCULES,18.0,49.54899777479999,99.99,1.0
3258,229170002,18.0,18.0,HERCULES,18.0,700.837954885,99.99,0.0
3259,258328660,19.7,19.7,AT.HOME,20.2,129.967610269,39.99,0.0
3290,241440074,62.0,19.0,EURO HOME,41.0,214.84100337799998,70.2333333333,0.0
3361,241440074,62.0,19.0,EURO HOME,41.0,849.3448561289999,49.5,0.0
3379,241440074,62.0,19.0,EURO HOME,41.0,889.5617671560001,79.9,0.0
3436,229170002,18.0,18.0,HERCULES,18.0,256.618551744,89.98200000000001,0.0
3457,242171044,19.0,15.5,TRAMONTINA,22.0,78.13701941560001,150.20264,0.0
3501,229170002,18.0,18.0,HERCULES,18.0,679.438665678,79.95,1.0
3503,10695626,18.5,16.75,TRAMONTINA,20.0,781.8573589660001,208.31666666700002,0.0
3519,242171044,19.0,15.5,TRAMONTINA,22.0,703.0615883039999,159.0,0.0
3547,10695626,19.0,15.5,TRAMONTINA,22.0,254.089614623,207.96,0.0
3566,242171044,19.0,15.5,TRAMONTINA,22.0,486.892897758,153.111428571,0.0
3595,10695626,40.5,17.25,TRAMONTINA,31.5,367.56433083699994,208.265,0.0
3608,241440074,62.0,19.0,EURO HOME,41.0,249.485944145,79.9,0.0
3609,241440074,62.0,19.0,EURO HOME,41.0,30.6183889125,79.9,0.0
3758,242171044,19.0,15.5,TRAMONTINA,22.0,684.175353843,159.26,0.0
3772,229170002,18.0,18.0,HERCULES,18.0,949.403638854,99.99,1.0
3784,258328660,19.7,19.7,AT.HOME,20.2,134.120797985,49.99,0.0
3813,241440074,62.0,19.0,EURO HOME,41.0,238.784771095,50.9,0.0
3814,241440074,62.0,19.0,EURO HOME,41.0,934.855844303,79.9,0.0
3876,242171044,19.0,15.5,TRAMONTINA,22.0,944.795146766,76.04175675675,0.0
3945,229170002,18.0,18.0,HERCULES,18.0,359.259556694,72.1835135135,0.0
3947,242171044,19.0,15.5,TRAMONTINA,22.0,877.51983115,164.9,0.0
3956,241440074,62.0,19.0,EURO HOME,41.0,510.97167448,73.5666666667,0.0
4028,10695626,40.5,17.25,TRAMONTINA,31.5,662.628653072,208.58,0.0
4056,242171044,19.0,15.5,TRAMONTINA,22.0,372.34045073699997,157.38,0.0
4070,10695626,18.5,16.75,TRAMONTINA,20.0,964.949817827,206.9,0.0
4115,229170002,18.0,18.0,HERCULES,18.0,123.89120218,114.9,0.0
4140,241440074,62.0,19.0,EURO HOME,41.0,306.207159853,50.9,1.0
4164,258328660,19.7,19.7,AT.HOME,20.2,807.928297386,40.9474857143,0.0
4195,242171044,19.0,15.5,TRAMONTINA,22.0,147.692454427,159.0,0.0
4238,258328660,19.7,19.7,AT.HOME,20.2,873.8061123030001,44.99,0.0
4261,258328660,19.7,19.7,AT.HOME,20.2,648.525730635,49.99,1.0
4315,242171044,19.0,15.5,TRAMONTINA,22.0,238.820542109,164.52333333299998,0.0
4350,242171044,19.0,15.5,TRAMONTINA,22.0,755.803037138,158.963157895,0.0
4356,258328660,19.7,19.7,AT.HOME,20.2,486.502562895,44.99,0.0
4395,241440074,62.0,19.0,EURO HOME,41.0,688.7791168580001,59.2333333333,0.0
4396,229170002,18.0,18.0,HERCULES,18.0,260.163455477,72.1835135135,0.0
4440,256639582,17.0,12.5,BRINOX,25.0,832.9425968410001,135.23,1.0
4485,229170002,18.0,18.0,HERCULES,18.0,693.360685383,70.18888888890001,0.0
4494,229170002,18.0,18.0,HERCULES,18.0,821.679053046,72.1835135135,0.0
4495,242171044,19.0,15.5,TRAMONTINA,22.0,280.577089705,164.9,0.0
4531,10695626,18.5,16.75,TRAMONTINA,20.0,550.906314771,208.58,0.0
4540,229170002,18.0,18.0,HERCULES,18.0,251.62516052599997,87.48,1.0
4572,256639582,17.0,12.5,BRINOX,25.0,345.079867475,132.996304348,0.0
4623,242171044,19.0,15.5,TRAMONTINA,22.0,86.3755774735,164.9,0.0
4642,258328660,19.7,19.7,AT.HOME,20.2,114.091701754,39.99,0.0
4658,229170002,18.0,18.0,HERCULES,18.0,687.967720595,82.2307936508,0.0
4687,241440074,62.0,19.0,EURO HOME,41.0,874.894610023,60.9,0.0
4706,229170002,18.0,18.0,HERCULES,18.0,543.614698127,72.1835135135,0.0
4737,258328660,19.7,19.7,AT.HOME,20.2,921.0326696210001,49.99,0.0
4767,242171044,19.0,15.5,TRAMONTINA,22.0,483.327416485,164.9,0.0
4778,229170002,18.0,18.0,HERCULES,18.0,753.087829968,82.29679245279999,0.0
4829,242171044,19.0,15.5,TRAMONTINA,22.0,647.5488162475,160.2,1.0
4850,241440074,62.0,19.0,EURO HOME,41.0,542.0098025269999,60.9,0.0
4854,229170002,18.0,18.0,HERCULES,18.0,335.509996108,97.09,1.0
4857,242171044,19.0,15.5,TRAMONTINA,22.0,536.3105399030001,157.38,0.0
4877,229170002,18.0,18.0,HERCULES,18.0,513.216201363,99.99,0.0
4915,241440074,62.0,19.0,EURO HOME,41.0,964.101980698,60.6435983264,0.0
4919,258328660,19.7,19.7,AT.HOME,20.2,10.8760991918,43.3233333333,0.0
4938,256639582,17.0,12.5,BRINOX,25.0,567.1744900059999,109.9,0.0
4952,242171044,19.0,15.5,TRAMONTINA,22.0,570.137069954,123.9,0.0
5026,258328660,19.7,19.7,AT.HOME,20.2,298.192411296,40.9474857143,0.0
5058,241440074,62.0,19.0,EURO HOME,41.0,662.067594354,49.9,0.0
5067,258328660,19.7,19.7,AT.HOME,20.2,442.843744911,49.99,0.0
5087,258328660,19.7,19.7,AT.HOME,20.2,189.52543637099998,40.9474857143,0.0
5093,242171044,19.0,15.5,TRAMONTINA,22.0,698.0595796380001,163.02,0.0
5108,10695626,19.35,17.6,TRAMONTINA,21.1,863.15734685,208.58,0.0
5135,258328660,19.7,19.7,AT.HOME,20.2,866.752975511,48.3233333333,0.0
5148,241440074,62.0,19.0,EURO HOME,41.0,156.29864083299998,62.945,0.0
5189,241440074,62.0,19.0,EURO HOME,41.0,741.224976395,60.9,0.0
5207,10695626,62.0,19.0,TRAMONTINA,41.0,844.264915748,209.0,0.0
5216,241440074,62.0,19.0,EURO HOME,41.0,283.15214952900004,52.5233333333,0.0
5219,241440074,62.0,19.0,EURO HOME,41.0,229.92322386900003,79.9,0.0
5227,10695626,47.666666666666664,17.833333333333332,TRAMONTINA,34.666666666666664,744.032382765,195.9,0.0
5249,10695626,33.33333333333333,16.666666666666668,TRAMONTINA,28.333333333333336,617.832808943,225.4975,0.0
5263,242171044,19.0,15.5,TRAMONTINA,22.0,770.661740826,175.995,0.0
5309,241440074,62.0,19.0,EURO HOME,41.0,314.011911636,79.9,0.0
5318,241440074,62.0,19.0,EURO HOME,41.0,94.8388934217,71.5361904762,0.0
5346,241440074,62.0,19.0,EURO HOME,41.0,755.0283412719999,71.5361904762,0.0
5347,241440074,62.0,19.0,EURO HOME,41.0,741.14293153,62.945,0.0
5360,241440074,62.0,19.0,EURO HOME,41.0,86.22662017020001,62.945,0.0
5509,242171044,19.0,15.5,TRAMONTINA,22.0,593.509120048,164.9,0.0
5533,258328660,19.7,19.7,AT.HOME,20.2,172.81062295700002,45.4066666667,0.0
5535,229170002,18.0,18.0,HERCULES,18.0,364.888543319,64.5,0.0
5565,10695626,40.0,18.5,TRAMONTINA,29.5,815.096939285,170.18,1.0
5600,241440074,62.0,19.0,EURO HOME,41.0,857.2808016280001,52.5233333333,0.0
5646,241440074,62.0,19.0,EURO HOME,41.0,434.3274077157,79.9,0.0
5655,242171044,19.0,15.5,TRAMONTINA,22.0,11.374013803399999,130.733333333,0.0
5657,242171044,19.0,15.5,TRAMONTINA,22.0,606.835783059,157.38,0.0
5667,241440074,62.0,19.0,EURO HOME,41.0,3.4517922087,56.415,0.0
5702,229170002,18.0,18.0,HERCULES,18.0,685.990413237,99.8655555556,0.0
5746,229170002,18.0,18.0,HERCULES,18.0,454.30927207699995,84.09047058819999,0.0
5758,242171044,19.0,15.5,TRAMONTINA,22.0,755.290040335,155.085714286,0.0
5766,229170002,18.0,18.0,HERCULES,18.0,539.477352632,78.99,0.0
5822,229170002,18.0,18.0,HERCULES,18.0,25.3790553788,99.99,0.0
5882,241440074,62.0,19.0,EURO HOME,41.0,971.78813302,56.415,0.0
5891,241440074,62.0,19.0,EURO HOME,41.0,884.2718329119999,79.9,0.0
5922,241440074,62.0,19.0,EURO HOME,41.0,776.707040063,72.9857142857,0.0
5959,242171044,19.0,15.5,TRAMONTINA,22.0,325.093392982,157.38,0.0
6008,241440074,62.0,19.0,EURO HOME,41.0,211.393118742,74.99,1.0
6036,241440074,62.0,19.0,EURO HOME,41.0,9.480477584520001,49.9,1.0
6038,229170002,18.0,18.0,HERCULES,18.0,988.450248015,76.99,0.0
6040,258328660,19.7,19.7,AT.HOME,20.2,226.715062871,49.99,0.0
6089,258328660,19.7,19.7,AT.HOME,20.2,188.40401159900003,39.99,0.0
6128,256639582,17.0,12.5,BRINOX,25.0,814.989114152,105.944,0.0
6143,242171044,19.0,15.5,TRAMONTINA,22.0,325.23820789900003,142.0,0.0
6147,258328660,19.7,19.7,AT.HOME,20.2,953.2948458430001,49.99,0.0
6155,242171044,19.0,15.5,TRAMONTINA,22.0,831.1145228639999,145.164,0.0
6184,229170002,18.0,18.0,HERCULES,18.0,150.384239955,70.9,0.0
6185,258328660,19.7,19.7,AT.HOME,20.2,44.240840232299995,44.571000000000005,0.0
6212,241440074,62.0,19.0,EURO HOME,41.0,791.158189908,63.06769230770001,0.0
6228,241440074,62.0,19.0,EURO HOME,41.0,674.7333009419999,79.9,0.0
6230,229170002,18.0,18.0,HERCULES,18.0,770.435626892,99.99,0.0
6282,258328660,19.7,19.7,AT.HOME,20.2,978.093283358,49.99,0.0
6306,242171044,19.0,15.5,TRAMONTINA,22.0,887.827252222,159.26,0.0
6329,229170002,18.0,18.0,HERCULES,18.0,147.142960909,76.99,0.0
6359,242171044,19.0,15.5,TRAMONTINA,22.0,741.7586998610001,151.404,0.0
6368,241440074,62.0,19.0,EURO HOME,41.0,975.750626088,79.9,0.0
6374,256639582,17.0,12.5,BRINOX,25.0,410.891070934,135.23,1.0
6409,258328660,19.7,19.7,AT.HOME,20.2,27.608455722800002,44.571000000000005,0.0
6413,256639582,17.0,12.5,BRINOX,25.0,908.949469887,135.23,0.0
6448,258328660,19.7,19.7,AT.HOME,20.2,372.903828322,46.6566666667,0.0
6497,256639582,17.0,12.5,BRINOX,25.0,203.600215195,104.835,0.0
6672,241440074,62.0,19.0,EURO HOME,41.0,101.505271145,60.9,0.0
6681,241440074,62.0,19.0,EURO HOME,41.0,565.721547773,58.968074074099995,0.0
6690,242171044,19.0,15.5,TRAMONTINA,22.0,163.570708113,152.565,0.0
6720,241440074,62.0,19.0,EURO HOME,41.0,436.449704288,71.343943662,0.0
6743,256639582,17.0,12.5,BRINOX,25.0,680.0984991125,131.744117647,0.0
6768,241440074,62.0,19.0,EURO HOME,41.0,923.747293937,79.9,0.0
6850,258328660,19.7,19.7,AT.HOME,20.2,717.777958562,49.99,0.0
6854,229170002,18.0,18.0,HERCULES,18.0,920.47272892,87.48,0.0
6858,242171044,19.0,15.5,TRAMONTINA,22.0,483.025935213,123.9,0.0
6873,242171044,19.0,15.5,TRAMONTINA,22.0,569.639658512,157.38,0.0
6881,10695626,40.5,17.25,TRAMONTINA,31.5,603.296194151,208.265,0.0
6888,241440074,62.0,19.0,EURO HOME,41.0,498.1023405785,55.7666666667,0.0
6901,258328660,19.7,19.7,AT.HOME,20.2,392.908487006,49.99,0.0
6916,256639582,17.0,12.5,BRINOX,25.0,236.297790092,212.28,0.0
6977,241440074,62.0,19.0,EURO HOME,41.0,83.78757108079999,79.9,0.0
6983,242171044,19.0,15.5,TRAMONTINA,22.0,260.97396253,164.9,0.0
6996,242171044,19.0,15.5,TRAMONTINA,22.0,729.049272265,169.196,0.0
7013,242171044,19.0,15.5,TRAMONTINA,22.0,794.6709697935,142.0,0.0
7020,242171044,19.0,15.5,TRAMONTINA,22.0,860.2926673219999,134.71,0.0
7026,10695626,40.5,17.25,TRAMONTINA,31.5,496.38937854,209.0,0.0
7030,241440074,62.0,19.0,EURO HOME,41.0,638.556991492,79.9,0.0
7055,242171044,19.0,15.5,TRAMONTINA,22.0,273.00891617900004,142.0,0.0
7066,242171044,19.0,15.5,TRAMONTINA,22.0,406.770350511,163.33,0.0
7071,256639582,17.0,12.5,BRINOX,25.0,453.08377181599997,109.9,0.0
7111,241440074,62.0,19.0,EURO HOME,41.0,754.918018474,51.1941176471,0.0
7112,241440074,62.0,19.0,EURO HOME,41.0,601.039608815,50.9,0.0
7125,241440074,62.0,19.0,EURO HOME,41.0,328.308298459,73.5666666667,0.0
7126,242171044,19.0,15.5,TRAMONTINA,22.0,455.34423887099996,145.164,0.0
7132,258328660,19.7,19.7,AT.HOME,20.2,501.19789321400003,44.571000000000005,0.0
7211,256639582,17.0,12.5,BRINOX,25.0,882.363699395,109.9,0.0
7213,258328660,19.7,19.7,AT.HOME,20.2,67.1066312071,47.7677777778,0.0
7241,258328660,19.7,19.7,AT.HOME,20.2,745.52535473,49.99,0.0
7246,258328660,19.7,19.7,AT.HOME,20.2,489.187770068,44.571000000000005,0.0
7282,256639582,17.0,12.5,BRINOX,25.0,209.923837287,105.944,0.0
7306,258328660,19.7,19.7,AT.HOME,20.2,738.225061719,49.99,0.0
7321,241440074,62.0,19.0,EURO HOME,41.0,20.2079481568,79.9,0.0
7334,242171044,19.0,15.5,TRAMONTINA,22.0,675.28916716,159.051111111,0.0
7341,242171044,19.0,15.5,TRAMONTINA,22.0,498.16191486400004,159.88666666700001,0.0
7344,229170002,18.0,18.0,HERCULES,18.0,224.02739457400003,74.99,1.0
7385,241440074,62.0,19.0,EURO HOME,41.0,9.30197804696,79.9,0.0
7392,241440074,62.0,19.0,EURO HOME,41.0,881.7704694239999,74.16937062939999,0.0
7561,242171044,19.0,15.5,TRAMONTINA,22.0,911.7309396410001,209.99,0.0
7578,242171044,19.0,15.5,TRAMONTINA,22.0,724.928839607,151.404,0.0
7581,241440074,62.0,19.0,EURO HOME,41.0,151.42487397899998,60.9,0.0
7588,258328660,19.7,19.7,AT.HOME,20.2,641.6333696219999,48.74,0.0
7611,242171044,19.0,15.5,TRAMONTINA,22.0,232.827168688,151.08712963,0.0
7615,10695626,19.35,17.6,TRAMONTINA,21.1,938.227093633,100.538564815,0.0
7660,258328660,19.7,19.7,AT.HOME,20.2,307.31851042200003,49.99,0.0
7678,10695626,40.849999999999994,19.35,TRAMONTINA,30.6,629.286235099,208.18333333299998,0.0
7699,241440074,62.0,19.0,EURO HOME,41.0,845.07135808,50.9,1.0
7709,242171044,19.0,15.5,TRAMONTINA,22.0,318.464767058,157.38,1.0
7750,256639582,17.0,12.5,BRINOX,25.0,22.4406118177,109.9,0.0
7765,256639582,17.0,12.5,BRINOX,25.0,837.2336855230001,135.24,1.0
7848,241440074,62.0,19.0,EURO HOME,41.0,800.569145995,79.9,0.0
7895,241440074,62.0,19.0,EURO HOME,41.0,814.6438247839999,74.99,0.0
7922,242171044,19.0,15.5,TRAMONTINA,22.0,577.107378067,151.08712963,0.0
7946,258328660,19.7,19.7,AT.HOME,20.2,587.0434011030001,49.99,1.0
8031,241440074,62.0,19.0,EURO HOME,41.0,825.691692455,79.9,0.0
8044,241440074,62.0,19.0,EURO HOME,41.0,805.440478073,56.415,0.0
8045,256639582,17.0,12.5,BRINOX,25.0,942.149027587,109.9,0.0
8059,229170002,18.0,18.0,HERCULES,18.0,357.003597215,97.09,0.0
8074,256639582,17.0,12.5,BRINOX,25.0,586.00147727,130.12,0.0
8084,256639582,17.0,12.5,BRINOX,25.0,366.88604895599997,130.685384615,0.0
8118,258328660,19.7,19.7,AT.HOME,20.2,986.47645172,39.99,1.0
8128,229170002,18.0,18.0,HERCULES,18.0,721.987761111,97.67,0.0
8160,241440074,62.0,19.0,EURO HOME,41.0,77.610643109,60.9,0.0
8218,229170002,18.0,18.0,HERCULES,18.0,894.796180095,97.09,0.0
8237,256639582,17.0,12.5,BRINOX,25.0,352.058118653,115.01,0.0
8238,242171044,19.0,15.5,TRAMONTINA,22.0,290.430041244,142.0,0.0
8239,258328660,19.7,19.7,AT.HOME,20.2,369.055796375,43.2592307692,0.0
8246,229170002,18.0,18.0,HERCULES,18.0,646.57624747,99.99,0.0
8253,256639582,17.0,12.5,BRINOX,25.0,969.7972547610001,114.4,0.0
8279,241440074,62.0,19.0,EURO HOME,41.0,534.991720548,71.343943662,0.0
8300,258328660,19.7,19.7,AT.HOME,20.2,686.450584281,39.99,0.0
8350,229170002,18.0,18.0,HERCULES,18.0,578.203919855,99.99,0.0
8355,229170002,18.0,18.0,HERCULES,18.0,942.6687265019999,97.09,0.0
8379,258328660,19.7,19.7,AT.HOME,20.2,443.87638748800003,39.99,1.0
8421,229170002,18.0,18.0,HERCULES,18.0,659.870595295,92.9957142857,0.0
8430,241440074,62.0,19.0,EURO HOME,41.0,670.6237512580001,63.06769230770001,0.0
8444,242171044,19.0,15.5,TRAMONTINA,22.0,83.8057176477,160.451964286,0.0
8493,242171044,19.0,15.5,TRAMONTINA,22.0,876.6187204930001,157.38,0.0
8495,258328660,19.7,19.7,AT.HOME,20.2,39.4902866819,39.99,0.0
8546,258328660,19.7,19.7,AT.HOME,20.2,30.578710923499997,49.99,0.0
