,ITEM_ID,COR,MARCA,TEM_FERRO_FUNDIDO,TEM_TAMPA,TIPO_WOK,SESSION_ID,ITEM_PRICE,INTERESTED
703,260006906,PRETO,PANELA MINEIRA,SIM,1.0,NAO,149.998763279,71.94,0.0
709,260007034,PRETO,PANELA MINEIRA,SIM,1.0,NAO,244.36499587,356.32,0.0
721,653412,INOX,TRAMONTINA,NAO,0.0,NAO,742.073133221,149.0,0.0
723,259733592,PRETO,PANELA MINEIRA,SIM,0.0,NAO,434.08862421199996,39.99,0.0
725,260007910,PRETO,PANELA MINEIRA,SIM,1.0,NAO,444.274628347,59.989999999999995,0.0
766,225902658,INOX,JOMAFE,NAO,1.0,NAO,858.27559257,79.99,0.0
774,653408,INOX,TRAMONTINA,NAO,0.0,NAO,37.2152349734,129.0,0.0
779,653424,INOX,TRAMONTINA,NAO,0.0,NAO,95.19643074209999,104.98,0.0
791,257529830,GRAFITE,HAPPYCALL,NAO,0.0,NAO,501.325866978,94.94,0.0
803,263053414,VERMELHO,EURO HOME,NAO,0.0,NAO,218.634958108,84.9,1.0
804,263052790,LARANJA,EURO HOME,NAO,0.0,NAO,289.517454671,119.9,0.0
811,223401814,VERMELHO,CERAFLAME,NAO,1.0,NAO,933.368871865,228.9,0.0
817,257529560,AZUL,HAPPYCALL,SIM,0.0,NAO,376.426687255,754.99,0.0
821,216538948,INOX,TRAMONTINA,NAO,1.0,NAO,517.411676639,123.9,0.0
834,260006906,PRETO,PANELA MINEIRA,SIM,1.0,NAO,621.278192842,71.94,0.0
843,653412,INOX,TRAMONTINA,NAO,0.0,NAO,986.7417505110001,149.575,0.0
852,218994434,CHOCOLATE,CERAFLAME,NAO,1.0,NAO,32.8958256981,141.9,1.0
876,653408,INOX,TRAMONTINA,NAO,0.0,NAO,482.357461919,133.9,0.0
887,257102126,LARANJA,HERCULES,SIM,0.0,NAO,821.539151505,159.4375,0.0
892,239171072,PRETO,HERCULES,SIM,0.0,NAO,622.5097860530001,184.975,0.0
896,216538788,INOX,TRAMONTINA,NAO,1.0,NAO,576.649584606,89.9,0.0
923,234081082,VERMELHO,LA CUISINE,NAO,0.0,NAO,257.282893194,57.82595238095,0.0
945,259619988,PRETO,FUMIL,SIM,0.0,NAO,671.708272547,25.7519047619,0.0
947,263050842,VERMELHO,EURO HOME,NAO,0.0,NAO,310.31131627400003,91.02111111110001,0.0
953,10191276,PRETO,ALUMINIO RAMOS,NAO,0.0,SIM,430.428150838,72.52,0.0
977,240761386,VERMELHO,MTA,NAO,0.0,NAO,476.16815150900004,138.82416666700001,0.0
978,653408,INOX,TRAMONTINA,NAO,0.0,NAO,827.561329367,114.30936416200001,0.0
993,260011582,PRETO,FUMIL,SIM,1.0,NAO,78.1850997536,99.99,0.0
1003,11418558,INOX,TRAMONTINA,NAO,1.0,NAO,24.0148604794,164.99,0.0
1014,240761514,VERMELHO,MTA,NAO,0.0,NAO,84.2385035574,199.99,0.0
1021,239170998,PRETO,HERCULES,SIM,0.0,NAO,693.388529849,234.99,0.0
1026,11418558,INOX,TRAMONTINA,NAO,1.0,NAO,539.073456107,164.99,0.0
1032,653384,INOX,TRAMONTINA,NAO,0.0,NAO,490.76156021300005,168.2,1.0
1037,260008666,AZUL,PANELA MINEIRA,SIM,1.0,NAO,855.0956640119999,99.99,0.0
1044,255993834,PRETO,DONA CHEFA,NAO,1.0,NAO,375.09586188199995,62.04,0.0
1052,260011986,PRETO,FUMIL,SIM,1.0,NAO,915.9650514760001,69.99,0.0
1060,653412,INOX,TRAMONTINA,NAO,0.0,NAO,511.20841971,155.597254902,0.0
1061,653424,INOX,TRAMONTINA,NAO,0.0,NAO,212.491685557,144.063783784,0.0
1066,239171072,PRETO,HERCULES,SIM,0.0,NAO,903.3204474319999,173.109375,0.0
1069,14807832,INOX,TRAMONTINA,NAO,1.0,NAO,670.959102733,162.463125,0.0
1077,240761462,VERMELHO,MTA,NAO,0.0,NAO,409.27255688699995,219.99,0.0
1089,653412,INOX,TRAMONTINA,NAO,0.0,NAO,390.216821375,150.001184211,0.0
1100,216538948,INOX,TRAMONTINA,NAO,1.0,NAO,74.5704663472,164.9,1.0
1106,218994434,CHOCOLATE,CERAFLAME,NAO,1.0,NAO,40.2221443048,130.9,1.0
1124,240761236,PRETO,MTA,NAO,1.0,NAO,169.294463256,139.95,0.0
1125,653412,INOX,TRAMONTINA,NAO,0.0,NAO,621.833411566,149.0,0.0
1131,255994708,PRETO,DONA CHEFA,NAO,1.0,NAO,739.321323754,64.99,1.0
1132,259620142,PRETO,FUMIL,SIM,1.0,NAO,596.705937508,137.717272727,0.0
1139,257527488,INOX,HAPPYCALL,NAO,0.0,NAO,171.519178643,111.8586363635,0.0
1140,241717178,PRETO,PRAVAS,NAO,1.0,NAO,194.295466314,86.0,1.0
1141,259619988,PRETO,FUMIL,SIM,0.0,NAO,332.6367965,25.6674193548,0.0
1148,653408,INOX,TRAMONTINA,NAO,0.0,NAO,494.388664565,115.215,0.0
1153,258443824,TURQUESA,BRINOX,NAO,1.0,NAO,798.7791668489999,95.14,0.0
1163,225902658,INOX,JOMAFE,NAO,1.0,NAO,641.828351104,75.065,0.0
1172,255997260,PRETO,DONA CHEFA,NAO,1.0,NAO,708.316060083,54.99,0.0
1194,260008752,PRETO,PANELA MINEIRA,SIM,0.0,NAO,328.637189652,129.99,0.0
1212,653412,INOX,TRAMONTINA,NAO,0.0,NAO,926.7891620080001,169.9,0.0
1216,653424,INOX,TRAMONTINA,NAO,0.0,NAO,626.2979668190001,138.99,0.0
1233,11418558,INOX,TRAMONTINA,NAO,1.0,NAO,284.086597609,164.99,0.0
1247,239170784,LARANJA,HERCULES,SIM,0.0,NAO,217.28692098099998,300.62,0.0
1252,259619988,PRETO,FUMIL,SIM,0.0,NAO,209.324487557,36.26,0.0
1253,653408,INOX,TRAMONTINA,NAO,0.0,NAO,907.328323048,120.831,0.0
1254,260010022,PRETO,PANELA MINEIRA,SIM,1.0,NAO,272.790145559,69.99,0.0
1256,653412,INOX,TRAMONTINA,NAO,0.0,NAO,756.15848778,149.0,1.0
1265,259733592,PRETO,PANELA MINEIRA,SIM,0.0,NAO,683.7551982000001,39.99,0.0
1272,218994872,VERMELHO,CERAFLAME,NAO,1.0,NAO,370.386483444,39.99,0.0
1286,259733592,PRETO,PANELA MINEIRA,SIM,0.0,NAO,273.556858701,39.99,0.0
1289,653424,INOX,TRAMONTINA,NAO,0.0,NAO,320.522547093,143.079871795,0.0
1298,653424,INOX,TRAMONTINA,NAO,0.0,NAO,986.5326578319999,141.9,0.0
1319,259733592,PRETO,PANELA MINEIRA,SIM,0.0,NAO,66.6308529566,39.99,0.0
1329,259733592,PRETO,PANELA MINEIRA,SIM,0.0,NAO,78.1068205336,38.9130769231,0.0
1360,653408,INOX,TRAMONTINA,NAO,0.0,NAO,837.214849542,124.553333333,0.0
1366,223401814,VERMELHO,CERAFLAME,NAO,1.0,NAO,956.600658457,246.42173913,0.0
1368,257102126,LARANJA,HERCULES,SIM,0.0,NAO,999.519894952,191.41086956499998,0.0
1375,218994434,CHOCOLATE,CERAFLAME,NAO,1.0,NAO,747.567545986,136.4,0.0
1399,653384,INOX,TRAMONTINA,NAO,0.0,NAO,843.1516553619999,168.2,1.0
1409,239171072,PRETO,HERCULES,SIM,0.0,NAO,354.841021468,165.99,0.0
1413,255983084,PRETO,DONA CHEFA,NAO,1.0,NAO,455.865656835,44.99,1.0
1425,653408,INOX,TRAMONTINA,NAO,0.0,NAO,435.447345943,111.37,0.0
1432,260011836,PRETO,FUMIL,SIM,1.0,NAO,653.030315082,114.99,0.0
1436,260006906,PRETO,PANELA MINEIRA,SIM,1.0,NAO,187.50422380900002,71.94,0.0
1440,239171072,PRETO,HERCULES,SIM,0.0,NAO,408.898519093,339.99,0.0
1448,260010140,PRETO,PANELA MINEIRA,SIM,1.0,NAO,47.7766669705,64.99,0.0
1476,14807832,INOX,TRAMONTINA,NAO,1.0,NAO,141.673306194,175.555294118,0.0
1483,216538948,INOX,TRAMONTINA,NAO,1.0,NAO,976.028078001,149.115,0.0
1501,260008380,LARANJA,PANELA MINEIRA,SIM,1.0,NAO,526.08158295,169.88475040266667,0.0
1510,10697180,INOX,TRAMONTINA,NAO,0.0,NAO,20.3808167171,190.65450080533333,0.0
1518,14807836,INOX,TRAMONTINA,NAO,1.0,NAO,771.086054054,211.424251208,0.0
1529,255994302,VERMELHO,DONA CHEFA,NAO,1.0,NAO,628.548020309,69.99,0.0
1552,14807828,INOX,TRAMONTINA,NAO,1.0,NAO,35.7000083898,125.7339,0.0
1567,653408,INOX,TRAMONTINA,NAO,0.0,NAO,836.074463215,111.37,0.0
1571,255993866,VERMELHO,DONA CHEFA,NAO,1.0,NAO,19.0888004702,54.99,0.0
1586,255994708,PRETO,DONA CHEFA,NAO,1.0,NAO,935.4992428180001,64.99,1.0
1606,258248800,VERMELHO,HERCULES,SIM,0.0,NAO,600.538988291,62.489999999999995,0.0
1617,255994270,PRETO,DONA CHEFA,NAO,1.0,NAO,5.21774006431,59.99,0.0
1635,653408,INOX,TRAMONTINA,NAO,0.0,NAO,225.436087093,120.831,0.0
1644,260006906,PRETO,PANELA MINEIRA,SIM,1.0,NAO,306.083224631,71.94,0.0
1650,257168996,PRETO,PANELA MINEIRA,NAO,0.0,NAO,661.393750224,237.4,0.0
1657,653408,INOX,TRAMONTINA,NAO,0.0,NAO,549.506088211,111.116363636,0.0
1666,260010140,PRETO,PANELA MINEIRA,SIM,1.0,NAO,500.76344897300004,59.99,0.0
1669,653372,INOX,TRAMONTINA,NAO,0.0,NAO,304.109528016,127.29,0.0
1680,216538948,INOX,TRAMONTINA,NAO,1.0,NAO,327.617825525,142.20475,0.0
1683,260010022,PRETO,PANELA MINEIRA,SIM,1.0,NAO,741.9697846639999,69.99,0.0
1698,255993834,PRETO,DONA CHEFA,NAO,1.0,NAO,288.176189813,62.04,0.0
1706,240761514,VERMELHO,MTA,NAO,0.0,NAO,941.547992475,224.99,0.0
1709,260010140,PRETO,PANELA MINEIRA,SIM,1.0,NAO,893.159725005,59.99,1.0
1714,239170860,LARANJA,HERCULES,SIM,0.0,NAO,47.9673923971,295.736,0.0
1716,653424,INOX,TRAMONTINA,NAO,0.0,NAO,776.3548192019999,137.9,0.0
1733,257168996,INOX,TRAMONTINA,NAO,0.0,NAO,866.9237104,237.4,0.0
1741,14807816,INOX,TRAMONTINA,NAO,1.0,NAO,826.825419325,131.13,0.0
1745,653408,INOX,TRAMONTINA,NAO,0.0,NAO,524.596400722,131.27,0.0
1750,257102254,VERMELHO,HERCULES,SIM,0.0,NAO,58.8836196774,499.99,0.0
1753,257104182,LARANJA,HERCULES,SIM,0.0,NAO,61.2996942045,329.495,0.0
1765,653384,INOX,TRAMONTINA,NAO,0.0,NAO,801.9227327030001,159.0,0.0
1781,257168750,INOX,TRAMONTINA,NAO,0.0,NAO,741.758569157,144.95,0.0
1788,11418558,INOX,TRAMONTINA,NAO,1.0,NAO,881.377890862,136.92,0.0
1794,653408,INOX,TRAMONTINA,NAO,0.0,NAO,923.011092632,128.89,0.0
1868,239171072,PRETO,HERCULES,SIM,0.0,NAO,669.158332076,223.99,0.0
1873,653408,INOX,TRAMONTINA,NAO,0.0,NAO,55.5059334501,120.745,0.0
1877,255994302,VERMELHO,DONA CHEFA,NAO,1.0,NAO,496.69342308,69.99,1.0
1881,653424,INOX,TRAMONTINA,NAO,0.0,NAO,415.094276835,143.079871795,0.0
1891,260006992,PRETO,PANELA MINEIRA,SIM,1.0,NAO,992.686056505,269.99,0.0
1906,653412,INOX,TRAMONTINA,NAO,0.0,NAO,20.2140543531,149.0,0.0
1918,653412,INOX,TRAMONTINA,NAO,0.0,NAO,353.562449413,149.575,0.0
1922,653424,INOX,TRAMONTINA,NAO,0.0,NAO,758.039116037,131.217647059,0.0
1925,653408,INOX,TRAMONTINA,NAO,0.0,NAO,922.16926933,115.014285714,0.0
1955,239170666,BRANCO,HERCULES,SIM,0.0,NAO,964.980486723,121.7779761905,0.0
1981,653408,INOX,TRAMONTINA,NAO,0.0,NAO,880.275605293,128.54166666700002,0.0
1984,260010598,PRETO,FUMIL,SIM,1.0,NAO,352.008647457,94.99,0.0
2013,653412,INOX,TRAMONTINA,NAO,0.0,NAO,575.675081063,149.0,0.0
2026,653408,INOX,TRAMONTINA,NAO,0.0,NAO,13.889399828800002,111.37,0.0
2034,260009982,PRETO,FUMIL,SIM,1.0,NAO,353.09800179300004,89.99,0.0
2043,653408,INOX,TRAMONTINA,NAO,0.0,NAO,896.9558729080001,111.37,0.0
2055,240761236,PRETO,MTA,NAO,1.0,NAO,413.719667769,184.99,0.0
2078,653424,INOX,TRAMONTINA,NAO,0.0,NAO,667.348258888,148.254444444,0.0
2082,650392,INOX,TRAMONTINA,NAO,1.0,NAO,984.490017072,234.077222222,0.0
2087,258248692,VERMELHO,HERCULES,SIM,0.0,NAO,591.177106563,319.9,0.0
2093,260006062,PRETO,PANELA MINEIRA,SIM,1.0,NAO,448.74167835599997,59.99,0.0
2098,263052982,VERMELHO,EURO HOME,NAO,0.0,NAO,244.60353472900002,99.99,0.0
2111,216538948,INOX,TRAMONTINA,NAO,1.0,NAO,334.889011848,156.9,0.0
2114,223401814,VERMELHO,CERAFLAME,NAO,1.0,NAO,516.994007902,229.9,0.0
2136,258248692,VERMELHO,HERCULES,SIM,0.0,NAO,640.979833065,319.9,0.0
2138,653408,INOX,TRAMONTINA,NAO,0.0,NAO,781.4095990310001,115.215,0.0
2143,257526612,AZUL,HAPPYCALL,SIM,0.0,NAO,680.749251859,1199.99,1.0
2159,260007504,PRETO,PANELA MINEIRA,SIM,0.0,NAO,177.16154548400002,94.99,0.0
2167,259733592,PRETO,PANELA MINEIRA,SIM,0.0,NAO,910.244266984,38.8919607843,0.0
2168,241717412,PRETO,PRAVAS,NAO,1.0,NAO,289.453738604,49.0,1.0
2177,260007034,PRETO,PANELA MINEIRA,SIM,1.0,NAO,676.171943941,207.76777777799998,0.0
2185,259619988,PRETO,FUMIL,SIM,0.0,NAO,410.90501525800005,36.26,0.0
2188,653424,INOX,TRAMONTINA,NAO,0.0,NAO,483.57684454199995,141.46200000000002,0.0
2200,653424,INOX,TRAMONTINA,NAO,0.0,NAO,702.565153597,155.95,0.0
2201,257168750,INOX,TRAMONTINA,NAO,0.0,NAO,788.722665523,144.95,0.0
2209,239170944,PRETO,HERCULES,SIM,0.0,NAO,902.80941186,185.670833333,0.0
2212,239170592,BRANCO,HERCULES,SIM,0.0,NAO,177.788539725,269.99,0.0
2213,216538948,INOX,TRAMONTINA,NAO,1.0,NAO,147.30847794,158.53625,0.0
2227,255994742,VERMELHO,DONA CHEFA,NAO,1.0,NAO,907.491140297,154.263125,0.0
2234,260006436,LARANJA,PANELA MINEIRA,SIM,1.0,NAO,928.8219457439999,149.99,0.0
2247,257168996,LARANJA,PANELA MINEIRA,NAO,0.0,NAO,540.791760143,237.4,0.0
2248,239170666,BRANCO,HERCULES,SIM,0.0,NAO,507.45714737599997,269.01,0.0
2250,239170784,LARANJA,HERCULES,SIM,0.0,NAO,663.787334782,300.62,0.0
2254,260008592,PRETO,PANELA MINEIRA,SIM,1.0,NAO,161.756212736,234.99,1.0
2264,239170826,LARANJA,HERCULES,SIM,0.0,NAO,883.462408968,252.01,0.0
2274,10697164,LARANJA,TRAMONTINA,NAO,0.0,NAO,343.221169693,239.99,0.0
2279,218994434,CHOCOLATE,CERAFLAME,NAO,1.0,NAO,954.524246691,141.9,0.0
2301,653408,INOX,TRAMONTINA,NAO,0.0,NAO,608.846891918,122.4803125,0.0
2348,259619988,PRETO,FUMIL,SIM,0.0,NAO,614.432290911,25.832105263200003,0.0
2392,259733592,PRETO,PANELA MINEIRA,SIM,0.0,NAO,453.960404513,38.49,0.0
2416,257529788,VERMELHO,HAPPYCALL,SIM,0.0,NAO,311.950223453,83.74000000000001,0.0
2417,653372,INOX,TRAMONTINA,NAO,0.0,NAO,31.424934476100002,128.99,0.0
2421,653412,INOX,TRAMONTINA,NAO,0.0,NAO,523.744490394,151.31666666700002,0.0
2422,240761268,PRETO,MTA,NAO,1.0,NAO,728.9387686389999,254.99,0.0
2423,255487744,COBRE,LA CUISINE,NAO,0.0,NAO,620.008665448,125.99,1.0
2434,260006906,PRETO,PANELA MINEIRA,SIM,1.0,NAO,213.940779625,71.94,0.0
2438,653372,INOX,TRAMONTINA,NAO,0.0,NAO,683.295614093,198.17,0.0
2471,260007034,PRETO,PANELA MINEIRA,SIM,1.0,NAO,774.435040084,209.99,0.0
2490,653424,INOX,TRAMONTINA,NAO,0.0,NAO,369.88729126,139.0,1.0
2513,257170788,INOX,TRAMONTINA,NAO,0.0,NAO,724.0421223210001,137.0646341465,0.0
2516,216538948,INOX,TRAMONTINA,NAO,1.0,NAO,54.46399673770001,135.129268293,0.0
2542,257104554,LARANJA,HERCULES,SIM,0.0,NAO,672.118048628,150.0596341465,0.0
2556,11418558,INOX,TRAMONTINA,NAO,1.0,NAO,792.11181286,164.99,0.0
2565,255487744,COBRE,LA CUISINE,NAO,0.0,NAO,485.951354796,149.99,1.0
2585,10697168,COBRE,TRAMONTINA,NAO,0.0,NAO,998.818409877,91.9,0.0
2590,653424,INOX,TRAMONTINA,NAO,0.0,NAO,352.57212807199994,146.91,0.0
2591,257102254,VERMELHO,HERCULES,SIM,0.0,NAO,545.622875486,499.99,0.0
2600,239170700,BRANCO,HERCULES,SIM,0.0,NAO,399.59365056300004,279.99,0.0
2632,260010140,PRETO,PANELA MINEIRA,SIM,1.0,NAO,476.890189945,59.99,0.0
2636,653408,INOX,TRAMONTINA,NAO,0.0,NAO,73.9960463557,111.37,0.0
2638,653424,INOX,TRAMONTINA,NAO,0.0,NAO,501.565975522,117.485,0.0
2639,653412,INOX,TRAMONTINA,NAO,0.0,NAO,601.9300338859999,150.383454545,0.0
2641,263052790,LARANJA,EURO HOME,NAO,0.0,NAO,564.346539891,129.99,0.0
2655,653424,INOX,TRAMONTINA,NAO,0.0,NAO,645.956234567,134.5453773585,0.0
2667,216538948,INOX,TRAMONTINA,NAO,1.0,NAO,468.385630856,139.100754717,0.0
2673,653412,INOX,TRAMONTINA,NAO,0.0,NAO,678.3785110919999,156.581818182,0.0
2688,260007504,PRETO,PANELA MINEIRA,SIM,0.0,NAO,681.3561918419999,143.8,0.0
2695,653424,INOX,TRAMONTINA,NAO,0.0,NAO,618.704938069,141.847142857,1.0
2707,255994078,PRETO,DONA CHEFA,NAO,1.0,NAO,408.148889742,44.99,0.0
2709,653408,INOX,TRAMONTINA,NAO,0.0,NAO,871.8820854510001,115.215,0.0
2710,239171020,PRETO,HERCULES,SIM,0.0,NAO,481.15409304800005,235.362,0.0
2714,216538702,INOX,TRAMONTINA,NAO,0.0,NAO,54.9377239987,101.106842105,0.0
2724,14807836,INOX,TRAMONTINA,NAO,1.0,NAO,38.2200316989,214.48,1.0
2727,653408,INOX,TRAMONTINA,NAO,0.0,NAO,993.860845815,133.9,0.0
2728,258444826,TURQUESA,BRINOX,NAO,1.0,NAO,618.835478146,81.07,0.0
2731,653424,INOX,TRAMONTINA,NAO,0.0,NAO,508.61017127699995,142.53131868100002,0.0
2733,14807824,INOX,TRAMONTINA,NAO,1.0,NAO,617.230252897,205.9,0.0
2740,239170944,PRETO,HERCULES,SIM,0.0,NAO,543.045106379,193.75,0.0
2746,260008666,AZUL,PANELA MINEIRA,SIM,1.0,NAO,854.6908447010001,99.99,0.0
2755,259733592,PRETO,PANELA MINEIRA,SIM,0.0,NAO,484.22548532400003,38.49,0.0
2762,260010140,PRETO,PANELA MINEIRA,SIM,1.0,NAO,993.1399100660001,61.5177777778,0.0
2780,653408,INOX,TRAMONTINA,NAO,0.0,NAO,89.6485359344,118.00333333299999,0.0
2782,653424,INOX,TRAMONTINA,NAO,0.0,NAO,912.9780428830001,129.0,0.0
2787,654396,INOX,TRAMONTINA,NAO,0.0,NAO,607.0678221119999,158.981016949,0.0
2796,653412,INOX,TRAMONTINA,NAO,0.0,NAO,848.81733329,162.9,0.0
2799,260009318,PRETO,PANELA MINEIRA,SIM,1.0,NAO,896.2487466739999,424.99,0.0
2804,653408,INOX,TRAMONTINA,NAO,0.0,NAO,888.340194213,111.37,0.0
2813,653424,INOX,TRAMONTINA,NAO,0.0,NAO,270.706207656,139.61,1.0
2814,255994302,VERMELHO,DONA CHEFA,NAO,1.0,NAO,159.070953702,69.99,0.0
2821,653408,INOX,TRAMONTINA,NAO,0.0,NAO,443.637554101,126.454,0.0
2835,653384,INOX,TRAMONTINA,NAO,0.0,NAO,994.4343397939999,159.0,0.0
2848,218994434,CHOCOLATE,CERAFLAME,NAO,1.0,NAO,437.85829548699996,141.9,0.0
2869,260006308,PRETO,PANELA MINEIRA,SIM,1.0,NAO,122.900371139,99.99,0.0
2884,257104554,LARANJA,HERCULES,SIM,0.0,NAO,909.121769332,444.02,0.0
