,ITEM_ID,ALTURA,COR,LARGURA,MARCA,PROFUNDIDADE,TEM_TAMPA,SESSION_ID,ITEM_PRICE,INTERESTED
7705,261900938,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,30.002194114,54.99,0.0
7976,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,473.049093566,54.99,0.0
8098,261901012,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,48.1326518223,69.99,0.0
8215,261901012,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,913.881339526,69.99,1.0
9166,260010074,28.0,PRETO,37.0,PANELA MINEIRA,40.0,1.0,997.139478974,73.74,0.0
9240,261900938,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,593.920862837,77.49,0.0
9739,261901012,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,200.07286707,81.24,0.0
9794,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,430.428150838,84.99,1.0
9803,260006940,28.0,LARANJA,37.0,PANELA MINEIRA,40.0,0.0,397.886517764,54.99,0.0
10021,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,651.924785417,84.99,0.0
10179,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,659.021352059,84.99,0.0
10581,260010074,28.0,PRETO,37.0,PANELA MINEIRA,40.0,1.0,30.002194114,84.99,0.0
10613,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,510.163016606,84.99,0.0
10882,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,85.8821731967,54.99,0.0
10915,260006822,28.0,AZUL,37.0,PANELA MINEIRA,40.0,0.0,414.58053941099996,50.99,0.0
11259,261900938,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,686.548595898,69.99,1.0
11935,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,621.4127683219999,54.99,0.0
12143,260006822,28.0,AZUL,37.0,PANELA MINEIRA,40.0,0.0,350.39554507400004,54.99,0.0
12357,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,688.970846457,54.99,0.0
12443,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,59.160950752,53.75470588235,0.0
12823,260006822,28.0,AZUL,37.0,PANELA MINEIRA,40.0,0.0,921.964343164,52.5194117647,0.0
13380,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,96.99321152579999,54.99,0.0
13424,260006940,28.0,LARANJA,37.0,PANELA MINEIRA,40.0,0.0,96.5264412449,47.99,1.0
13743,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,91.2385567418,84.99,1.0
14028,260009264,28.0,VERMELHO,37.0,PANELA MINEIRA,40.0,0.0,753.593134652,47.99,0.0
14048,260009264,28.0,VERMELHO,37.0,PANELA MINEIRA,40.0,0.0,973.930337165,51.49,0.0
14452,261900938,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,146.994181068,69.99,0.0
15529,260009264,28.0,VERMELHO,37.0,PANELA MINEIRA,40.0,0.0,614.891700405,47.99,0.0
15689,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,710.097040425,54.99,0.0
15704,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,181.381740068,54.99,0.0
15778,260006822,28.0,AZUL,37.0,PANELA MINEIRA,40.0,0.0,494.597113705,54.99,0.0
15806,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,865.663017438,84.99,0.0
16089,260009264,28.0,VERMELHO,37.0,PANELA MINEIRA,40.0,0.0,980.6166639969999,47.99,0.0
17040,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,878.5648351289999,54.99,0.0
17313,260009264,28.0,VERMELHO,37.0,PANELA MINEIRA,40.0,0.0,984.785919131,93.75999999999999,0.0
17423,260010074,28.0,PRETO,37.0,PANELA MINEIRA,40.0,1.0,771.860396832,132.53,0.0
17424,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,209.324487557,54.99,1.0
17463,260009264,28.0,VERMELHO,37.0,PANELA MINEIRA,40.0,0.0,265.132012911,47.99,1.0
17503,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,943.271989147,54.99,0.0
17983,260010074,28.0,PRETO,37.0,PANELA MINEIRA,40.0,1.0,797.145983527,94.99,0.0
18759,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,30.4553424582,54.99,0.0
18873,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,851.006407791,54.99,0.0
18947,260009264,28.0,VERMELHO,37.0,PANELA MINEIRA,40.0,0.0,342.47984659,47.99,0.0
18957,261900938,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,582.643429687,69.99,0.0
19184,261901012,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,709.8725295510001,69.99,0.0
19661,261901012,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,740.662875248,69.99,1.0
19850,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,951.970149774,84.99,0.0
20754,260010074,28.0,PRETO,37.0,PANELA MINEIRA,40.0,1.0,806.689363906,69.99,0.0
22306,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,371.13333111400004,54.99,0.0
22755,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,192.568464994,54.99,0.0
23012,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,527.066700578,54.99,0.0
23305,261900938,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,585.049015345,54.99,0.0
23308,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,551.344008344,54.99,0.0
23318,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,391.692417031,54.99,0.0
23455,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,982.919741364,84.99,0.0
23665,261901012,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,655.725390677,69.99,1.0
23675,261901012,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,799.305764735,79.6371428571,0.0
23875,260006822,28.0,AZUL,37.0,PANELA MINEIRA,40.0,0.0,696.264277817,47.99,1.0
24150,260009264,28.0,VERMELHO,37.0,PANELA MINEIRA,40.0,0.0,459.04102676400004,47.99,1.0
24338,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,572.794811331,54.99,0.0
24350,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,686.548595898,84.99,1.0
24397,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,70.0686340844,84.99,0.0
24900,261901012,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,91.2385567418,69.99,1.0
25390,261900938,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,142.316940882,69.99,0.0
25522,260006822,28.0,AZUL,37.0,PANELA MINEIRA,40.0,0.0,388.24671682699994,47.99,1.0
25605,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,491.372529639,54.99,0.0
26224,260006940,28.0,LARANJA,37.0,PANELA MINEIRA,40.0,0.0,72.8002496848,54.99,0.0
26249,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,384.448320425,84.99,0.0
26316,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,146.85753469999997,76.08375,0.0
26581,261900938,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,113.89453853299999,67.1775,0.0
26829,261901012,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,825.4331408260001,79.6371428571,0.0
26899,261901012,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,569.303787257,79.6371428571,0.0
27198,260006822,28.0,AZUL,37.0,PANELA MINEIRA,40.0,0.0,562.036138944,53.123333333299996,0.0
27435,260010074,28.0,PRETO,37.0,PANELA MINEIRA,40.0,1.0,995.606974367,54.05666666665,0.0
27583,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,864.360225191,54.99,0.0
27980,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,641.681110692,54.99,0.0
28139,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,766.646775337,84.99,0.0
28638,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,891.612439982,84.99,0.0
28865,261901012,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,444.29966718,69.99,0.0
28952,261901012,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,369.848727085,69.99,0.0
29023,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,554.242052371,84.99,0.0
29226,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,256.345030038,54.99,0.0
29385,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,531.611066454,76.01,0.0
29419,260010074,28.0,PRETO,37.0,PANELA MINEIRA,40.0,1.0,907.668563438,63.75,0.0
29447,260009264,28.0,VERMELHO,37.0,PANELA MINEIRA,40.0,0.0,872.9980635630001,51.49,0.0
29566,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,488.113912083,84.99,0.0
30137,261901012,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,518.684046705,69.99,1.0
30323,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,758.695855309,84.99,0.0
30766,260009264,28.0,VERMELHO,37.0,PANELA MINEIRA,40.0,0.0,253.40147988900003,54.99,1.0
30793,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,720.8554515410001,54.99,0.0
30885,261901012,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,225.25198162700002,69.99,0.0
31005,260010074,28.0,PRETO,37.0,PANELA MINEIRA,40.0,1.0,734.54461731,94.99,0.0
31156,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,142.316940882,54.99,0.0
31300,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,628.508103995,84.99,0.0
32075,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,262.782920279,84.99,0.0
32379,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,182.900159177,84.99,0.0
32413,260009264,28.0,VERMELHO,37.0,PANELA MINEIRA,40.0,0.0,448.74167835599997,47.8370588235,0.0
32781,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,276.288708164,54.99,0.0
32850,260009264,28.0,VERMELHO,37.0,PANELA MINEIRA,40.0,0.0,191.095972593,47.99,0.0
32983,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,1.42727800463,84.99,0.0
33084,261901012,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,457.674306721,69.99,1.0
33394,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,496.028729475,84.99,0.0
33432,260010074,28.0,PRETO,37.0,PANELA MINEIRA,40.0,1.0,271.958671669,68.82333333334999,0.0
33847,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,537.732898956,52.6566666667,0.0
34325,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,721.729791604,84.99,0.0
34669,261901012,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,43.4172865288,69.99,0.0
34698,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,828.6663260319999,54.99,1.0
35164,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,661.308968767,84.99,0.0
35291,261901012,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,114.74168095899999,69.99,0.0
35338,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,611.228265293,73.2057142857,0.0
35715,261901012,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,695.323607202,76.4214285714,0.0
35875,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,254.48986423099998,54.99,0.0
36131,261900938,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,209.32644296200002,69.99,0.0
36210,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,496.491200924,84.99,0.0
36233,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,338.943158183,84.99,0.0
36303,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,393.021242113,54.99,0.0
36577,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,746.532179727,84.99,0.0
36994,261901012,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,446.829134423,79.6371428571,0.0
37263,261900938,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,570.6297705769999,69.99,0.0
37367,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,365.38259484300005,54.99,0.0
37728,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,494.23703415800003,84.99,0.0
37789,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,261.630615008,61.196000000000005,0.0
37917,260009264,28.0,VERMELHO,37.0,PANELA MINEIRA,40.0,0.0,982.098045008,45.59,0.0
37996,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,378.818937574,65.28999999999999,0.0
38181,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,752.8519465039999,84.99,0.0
38243,261901012,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,150.24477175299998,69.99,0.0
38397,261901012,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,85.8821731967,69.99,0.0
39283,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,610.308740991,84.99,0.0
39328,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,50.0612305529,54.99,0.0
39517,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,371.13333111400004,84.99,0.0
39736,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,702.194876653,84.99,0.0
40095,261900938,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,899.500804743,67.1775,0.0
40479,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,759.897754533,54.99,0.0
41129,260010074,28.0,PRETO,37.0,PANELA MINEIRA,40.0,1.0,379.43440300300006,94.99,0.0
41325,260006940,28.0,LARANJA,37.0,PANELA MINEIRA,40.0,0.0,339.587834385,54.99,1.0
41586,260009264,28.0,VERMELHO,37.0,PANELA MINEIRA,40.0,0.0,562.036138944,47.99,0.0
42801,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,36.7259871894,63.855714285699996,0.0
43298,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,647.942174455,84.99,0.0
43491,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,373.04507303099996,61.196000000000005,0.0
43889,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,384.723679784,54.99,0.0
44441,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,511.11592160099997,54.99,0.0
44470,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,731.3156019239999,84.99,0.0
44671,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,825.6204358010001,54.99,0.0
44807,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,246.42948697900002,54.99,0.0
45101,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,740.5505337310001,84.99,0.0
45797,260006822,28.0,AZUL,37.0,PANELA MINEIRA,40.0,0.0,49.0981658659,53.3620930233,0.0
46217,261901012,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,167.532099285,69.99,0.0
46312,260006822,28.0,AZUL,37.0,PANELA MINEIRA,40.0,0.0,632.329930743,52.5194117647,0.0
47035,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,693.22533249,62.4518181818,0.0
47323,261901012,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,20.421175997,73.7209090909,0.0
47494,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,163.007852891,84.99,0.0
47858,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,15.193786425799999,54.99,0.0
47979,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,596.377449433,54.99,1.0
48487,261901012,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,710.1424451610001,69.99,0.0
48913,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,699.9696859610001,54.99,0.0
49011,260009264,28.0,VERMELHO,37.0,PANELA MINEIRA,40.0,0.0,892.5312029789999,47.99,1.0
49602,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,535.350620426,54.99,0.0
49657,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,421.46509770800003,54.99,0.0
49916,260009264,28.0,VERMELHO,37.0,PANELA MINEIRA,40.0,0.0,492.349679312,47.99,1.0
50546,261901012,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,612.325727165,69.99,1.0
51137,260010074,28.0,PRETO,37.0,PANELA MINEIRA,40.0,1.0,409.92413141800006,62.101111111099996,0.0
51446,260006822,28.0,AZUL,37.0,PANELA MINEIRA,40.0,0.0,727.0016962000001,54.212222222200005,0.0
51621,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,912.907230625,76.01,0.0
51715,261901012,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,915.710692172,79.6371428571,0.0
51777,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,901.77793047,84.99,0.0
52035,260009264,28.0,VERMELHO,37.0,PANELA MINEIRA,40.0,0.0,362.41207918199996,59.0,1.0
52188,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,636.303439565,54.99,0.0
52247,261901012,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,155.115200506,69.99,0.0
52620,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,320.153090443,54.99,0.0
52622,260006822,28.0,AZUL,37.0,PANELA MINEIRA,40.0,0.0,53.2379049687,53.43444444439999,0.0
52676,260006940,28.0,LARANJA,37.0,PANELA MINEIRA,40.0,0.0,549.414901347,61.7122222222,0.0
52855,261901012,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,510.163016606,69.99,1.0
53015,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,448.74167835599997,84.99,0.0
53339,260009264,28.0,VERMELHO,37.0,PANELA MINEIRA,40.0,0.0,195.979578285,47.99,0.0
53665,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,435.938591245,54.99,0.0
53919,261901012,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,742.4180348389999,69.99,0.0
53977,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,813.596758425,84.99,0.0
54521,261900938,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,120.960117605,69.99,1.0
54583,260009264,28.0,VERMELHO,37.0,PANELA MINEIRA,40.0,0.0,905.089938628,47.99,0.0
54701,261901012,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,758.695855309,51.49,0.0
54781,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,317.297028497,54.99,0.0
55262,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,107.33543604799999,54.99,1.0
55972,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,779.6323059489999,84.99,1.0
56058,260006822,28.0,AZUL,37.0,PANELA MINEIRA,40.0,0.0,271.10308891799997,53.43444444439999,0.0
56061,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,382.011337124,84.99,0.0
56082,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,331.369242477,84.99,0.0
56174,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,539.921351957,84.99,0.0
56301,261901012,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,797.145983527,69.99,0.0
57142,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,130.77362959299998,77.49,0.0
57731,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,64.9664185356,84.99,0.0
58026,260010074,28.0,PRETO,37.0,PANELA MINEIRA,40.0,1.0,965.14994792,94.99,0.0
58241,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,425.414291124,54.99,0.0
58687,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,779.6323059489999,54.99,0.0
59014,261901012,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,433.416720149,69.99,0.0
59181,260006940,28.0,LARANJA,37.0,PANELA MINEIRA,40.0,0.0,683.3290565240001,47.99,1.0
59711,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,952.547871675,54.99,0.0
59753,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,138.62057142,84.99,0.0
59769,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,294.034248769,54.99,1.0
60551,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,887.69855645,84.99,0.0
60931,260006822,28.0,AZUL,37.0,PANELA MINEIRA,40.0,0.0,265.861698177,53.3620930233,0.0
61007,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,107.96159068200001,54.99,0.0
61140,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,731.3156019239999,54.99,0.0
62238,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,582.945868004,54.99,0.0
62266,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,135.901736946,54.99,0.0
62290,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,556.492070725,54.99,0.0
62916,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,234.36136516599998,54.99,0.0
63082,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,797.145983527,54.99,1.0
63492,261901012,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,976.132254913,69.99,1.0
64734,261900938,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,991.700775453,67.1775,0.0
64827,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,162.306311191,54.99,0.0
65743,260009264,28.0,VERMELHO,37.0,PANELA MINEIRA,40.0,0.0,731.743423237,43.19,1.0
66112,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,793.57694517,54.99,0.0
66252,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,156.865767184,54.99,0.0
66441,261901012,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,684.930917747,69.99,0.0
67130,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,934.8289509069999,54.99,0.0
67166,261901012,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,326.04822785,69.99,0.0
67208,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,373.64705944300005,84.99,0.0
67559,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,67.998871328,54.99,0.0
67867,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,349.0445300075,54.99,0.0
68087,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,630.090188687,54.99,0.0
68097,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,631.654346703,84.99,0.0
68411,261901012,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,129.69222153299998,69.99,1.0
69063,224111310,15.0,PRETO,40.0,PRAVA,40.0,0.0,160.449890172,69.99,0.0
69093,261901012,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,675.927928632,69.99,1.0
69460,261894032,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,378.58932622,84.99,0.0
69479,260006940,28.0,LARANJA,37.0,PANELA MINEIRA,40.0,0.0,78.8400059288,47.99,0.0
69923,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,120.960117605,54.99,0.0
69966,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,585.477309905,54.99,0.0
70306,261893906,27.0,PRETO,31.0,PANELA MINEIRA,26.5,0.0,924.276052255,53.24,0.0
70343,261901012,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,497.043646751,51.49,0.0
70919,261901012,28.0,PRETO,37.0,PANELA MINEIRA,40.0,0.0,199.076008298,49.74,0.0
71438,260009264,28.0,VERMELHO,37.0,PANELA MINEIRA,40.0,0.0,673.013744004,47.99,0.0
