,ITEM_ID,ALTURA,COMPOSICAO,LARGURA,MARCA,PROFUNDIDADE,TEM_FERRO_FUNDIDO,TEM_TAMPA,SESSION_ID,ITEM_PRICE,INTERESTED
715,223399954,25.0,INOX,28.0,MIMO STYLE,28.0,NAO,0.0,316.36764757099996,59.9,0.0
724,10203506,20.5,INOX,22.5,SUN GUIDER,20.5,NAO,0.0,281.130193571,57.742105263199996,0.0
735,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,39.5590505581,35.5148484848,0.0
741,10214452,22.0,INOX,18.0,TRAMONTINA,22.0,NAO,0.0,537.3800714,223.99,0.0
760,241441110,46.5,INOX,23.5,EURO HOME,64.0,NAO,0.0,612.2399798580001,98.881,0.0
767,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,903.77431106,26.99,0.0
773,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,924.974286705,37.9966666667,0.0
777,241441078,46.5,INOX,23.5,EURO HOME,65.0,NAO,0.0,621.272063504,69.412195122,0.0
782,241441078,46.5,INOX,23.5,EURO HOME,65.0,NAO,0.0,742.8297417639999,64.99,1.0
783,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,289.058194517,37.0,0.0
807,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,492.845438605,31.890797545999998,0.0
813,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,129.563114076,26.99,1.0
814,256877514,16.0,INOX,19.0,VEC,19.5,NAO,0.0,628.09136859,49.9,0.0
819,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,759.377508553,26.99,0.0
851,256719146,23.0,INOX,20.0,VEC,21.0,NAO,1.0,466.662809177,34.99,0.0
853,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,115.205995558,29.3568333333,0.0
862,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,298.206436734,26.99,0.0
871,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,263.65781728400003,32.9,1.0
884,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,624.694421446,43.5261971831,0.0
889,241440620,69.5,INOX,23.5,EURO HOME,49.5,NAO,0.0,777.259312369,69.9,0.0
891,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,868.638836202,26.884117647100002,0.0
902,248586190,46.5,INOX,23.5,EURO,64.0,NAO,0.0,239.45824128599997,93.3873684211,0.0
909,248586190,46.5,INOX,23.5,EURO,64.0,NAO,0.0,340.039939058,93.3873684211,0.0
925,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,355.472056426,27.3934375,0.0
926,10214452,22.0,INOX,18.0,TRAMONTINA,22.0,NAO,0.0,410.14971673199994,174.15394958,0.0
927,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,5.4201341775800005,42.886855670100005,0.0
937,239175062,19.5,INOX,19.0,HERCULES,21.0,NAO,0.0,413.748764151,71.8238461538,0.0
940,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,247.02212310599998,26.99,0.0
957,10214452,22.0,INOX,18.0,TRAMONTINA,22.0,NAO,0.0,531.096137453,194.0,1.0
985,10697140,45.75,INOX,20.75,TRAMONTINA,35.75,NAO,0.0,399.961555524,178.611515152,0.0
994,241440620,69.5,INOX,23.5,EURO HOME,49.5,NAO,0.0,352.7220349595,69.9,1.0
1002,223399954,25.0,INOX,28.0,MIMO STYLE,28.0,NAO,0.0,305.482514395,59.9,0.0
1031,248586158,46.5,INOX,23.5,EURO,64.0,NAO,0.0,333.926107803,81.6416666667,0.0
1034,256076118,21.0,INOX,19.3,HERCULES,19.3,NAO,0.0,231.28871814599998,54.251515151499994,0.0
1035,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,24.9614926806,31.9,0.0
1036,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,499.847910909,26.99,0.0
1047,248586318,46.5,INOX,23.5,EURO,65.0,NAO,0.0,893.3285697110001,74.20470588239999,0.0
1056,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,586.0866468219999,31.9,0.0
1062,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,620.113965806,27.3297368421,0.0
1072,241441024,46.5,INOX,23.5,EURO HOME,65.0,NAO,0.0,263.893283194,78.63,0.0
1108,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,382.05816507300005,31.62953125,0.0
1110,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,21.554433733699998,26.99,1.0
1113,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,968.366380946,43.5261971831,0.0
1121,256745782,23.0,INOX,20.0,VEC,21.0,NAO,0.0,793.606190719,34.9447413793,0.0
1122,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,352.251824087,26.99,0.0
1134,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,530.010034499,31.9,0.0
1137,256639794,21.0,INOX,19.0,HERCULES,20.0,NAO,0.0,156.27485770200002,58.9,0.0
1142,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,283.154804175,32.9,0.0
1147,248586158,46.5,INOX,23.5,EURO,64.0,NAO,0.0,822.0044134130001,86.9,0.0
1156,256719146,23.0,INOX,20.0,VEC,21.0,NAO,1.0,58.9898417096,34.99,0.0
1201,248586190,46.5,INOX,23.5,EURO,64.0,NAO,0.0,511.8518856163,79.99,0.0
1204,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,964.713929523,27.7348076923,0.0
1232,256877514,16.0,INOX,19.0,VEC,19.5,NAO,0.0,398.59245347300003,49.9,0.0
1238,241441078,46.5,INOX,23.5,EURO HOME,65.0,NAO,0.0,418.616756067,68.9,0.0
1240,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,758.706646925,26.99,1.0
1241,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,557.540201068,31.890797545999998,0.0
1243,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,119.94696754700001,31.9,1.0
1266,239175062,19.5,INOX,19.0,HERCULES,21.0,NAO,0.0,386.83435901300004,75.0,0.0
1270,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,339.682049582,66.3710526316,0.0
1306,10203506,20.5,INOX,22.5,SUN GUIDER,20.5,NAO,0.0,23.348961533,57.742105263199996,0.0
1335,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,608.723619978,27.3588571429,0.0
1339,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,535.9735250130001,39.9,1.0
1343,10214452,22.0,INOX,18.0,TRAMONTINA,22.0,NAO,0.0,187.349757391,299.99,0.0
1346,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,114.482601774,26.27,0.0
1351,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,667.4424418,39.9809090909,0.0
1381,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,481.34899116699995,27.3588571429,0.0
1387,243496762,53.0,INOX,22.0,BRINOX,40.5,NAO,0.0,827.530948156,145.1525,0.0
1405,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,942.00302866,39.9733333333,0.0
1412,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,825.2931526010001,32.9,1.0
1470,248586318,46.5,INOX,23.5,EURO,65.0,NAO,0.0,368.965941726,89.99,0.0
1474,10203506,20.5,INOX,22.5,SUN GUIDER,20.5,NAO,0.0,761.785677725,57.742105263199996,0.0
1506,256745782,23.0,INOX,20.0,VEC,21.0,NAO,0.0,843.45738043,34.99,0.0
1526,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,639.2388405309999,27.1982258065,0.0
1528,248586190,46.5,INOX,23.5,EURO,64.0,NAO,0.0,383.039395756,99.99,0.0
1575,256719146,23.0,INOX,20.0,VEC,21.0,NAO,1.0,331.426253078,34.99,0.0
1579,241441024,46.5,INOX,23.5,EURO HOME,65.0,NAO,0.0,836.4772435360001,75.9,0.0
1582,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,107.60785514,26.99,0.0
1603,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,204.64400693099998,37.0284761905,0.0
1611,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,561.92073094,31.890797545999998,0.0
1612,239175062,19.5,INOX,19.0,HERCULES,21.0,NAO,0.0,332.98315848,68.6908333333,0.0
1627,256745782,23.0,INOX,20.0,VEC,21.0,NAO,0.0,11.787368066900001,34.99,0.0
1633,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,376.51662973699996,44.99,0.0
1646,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,642.2953245880001,33.6613333333,0.0
1649,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,390.04273375699995,31.293333333299998,0.0
1651,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,889.6387950239999,26.99,0.0
1663,241440620,69.5,INOX,23.5,EURO HOME,49.5,NAO,0.0,265.779252216,69.9,0.0
1667,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,975.4585857860001,28.5754385965,0.0
1687,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,803.0281498319999,31.9,0.0
1688,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,50.705867791,32.9,0.0
1691,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,313.951607338,26.99,0.0
1711,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,471.878708773,31.890797545999998,0.0
1719,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,635.9825736795001,32.9,0.0
1722,241440620,69.5,INOX,23.5,EURO HOME,49.5,NAO,0.0,800.0864385860001,69.9,0.0
1724,241441024,46.5,INOX,23.5,EURO HOME,65.0,NAO,0.0,302.238882887,85.0,1.0
1726,10697140,31.25,INOX,21.0,TRAMONTINA,41.75,NAO,0.0,723.86069968,178.9,1.0
1731,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,161.082923536,26.99,1.0
1738,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,307.626518804,37.0,1.0
1747,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,170.23436027,43.5261971831,0.0
1748,256745782,23.0,INOX,20.0,VEC,21.0,NAO,0.0,349.83487587699994,34.99,0.0
1751,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,391.518618569,26.99,1.0
1754,256589722,23.2,INOX,16.8,HERCULES,16.9,NAO,0.0,163.710629249,109.99,0.0
1759,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,313.819460593,29.7406976744,0.0
1777,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,12.5912271542,32.9,0.0
1786,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,971.360140677,26.868787878800003,0.0
1804,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,121.347932016,39.99,0.0
1824,256745782,23.0,INOX,20.0,VEC,21.0,NAO,0.0,118.96075229,34.6718181818,0.0
1840,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,272.754691481,26.99,0.0
1841,10214452,22.0,INOX,18.0,TRAMONTINA,22.0,NAO,0.0,19.2404817564,179.0,0.0
1854,256745782,23.0,INOX,20.0,VEC,21.0,NAO,0.0,205.854272206,34.99,0.0
1856,248586190,46.5,INOX,23.5,EURO,64.0,NAO,0.0,328.118601911,82.5658333333,0.0
1888,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,970.472979013,33.5,0.0
1893,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,139.404118251,43.5261971831,0.0
1914,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,552.394225075,32.9,1.0
1920,241441110,46.5,INOX,23.5,EURO HOME,64.0,NAO,0.0,42.8599982201,89.9355,0.0
1937,243496762,53.0,INOX,22.0,BRINOX,40.5,NAO,0.0,931.0046041319999,148.91,0.0
1943,256745782,23.0,INOX,20.0,VEC,21.0,NAO,0.0,401.174677898,34.99,0.0
1958,241440620,69.5,INOX,23.5,EURO HOME,49.5,NAO,0.0,935.930463933,71.1413043478,0.0
1966,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,149.66991197299998,43.5261971831,0.0
1967,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,266.270269225,31.890797545999998,0.0
1979,256639794,21.0,INOX,19.0,HERCULES,20.0,NAO,0.0,719.362798538,53.9,1.0
1986,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,14.4078285679,30.9037037037,0.0
1998,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,612.350749251,39.99,0.0
2010,241440620,69.5,INOX,23.5,EURO HOME,49.5,NAO,0.0,812.1760484289999,72.0666666667,0.0
2027,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,634.860046738,26.99,1.0
2045,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,763.596148257,30.9037037037,0.0
2056,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,425.671415715,29.410625,0.0
2057,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,786.259154418,32.9,0.0
2058,10214452,22.0,INOX,18.0,TRAMONTINA,22.0,NAO,0.0,298.697499315,188.677313433,0.0
2073,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,177.93911152599998,30.9037037037,0.0
2076,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,521.707610318,40.8633333333,0.0
2089,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,276.43718821,26.99,1.0
2090,248586190,46.5,INOX,23.5,EURO,64.0,NAO,0.0,175.920595504,84.4656756757,0.0
2092,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,616.712658355,39.135714285700004,0.0
2104,256877514,16.0,INOX,19.0,VEC,19.5,NAO,0.0,792.443053735,49.9,0.0
2118,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,480.40367255300004,31.9,0.0
2123,10697140,59.0,INOX,40.0,TRAMONTINA,18.0,NAO,0.0,934.011806435,33.233333333350004,0.0
2134,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,751.030355333,34.5666666667,0.0
2146,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,706.7807202839999,26.99,0.0
2153,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,602.253572074,26.99,0.0
2172,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,107.564874463,26.99,1.0
2189,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,103.52954954100001,32.9,0.0
2202,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,201.10767795799998,66.0188461538,0.0
2207,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,57.4018344145,49.9,0.0
2228,239175062,19.5,INOX,19.0,HERCULES,21.0,NAO,0.0,504.33848217300005,71.44,0.0
2237,256745782,23.0,INOX,20.0,VEC,21.0,NAO,0.0,594.983005052,34.8233333333,0.0
2260,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,968.3741638480001,31.890797545999998,0.0
2266,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,927.177604578,32.9,0.0
2277,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,723.708253901,30.9037037037,0.0
2284,255995418,8.0,ALUMINIO,16.0,DONA CHEFA,20.0,NAO,1.0,324.34151942299997,54.9,0.0
2302,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,616.689407556,26.99,0.0
2304,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,140.504837047,26.99,1.0
2306,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,236.417718304,27.1798529412,0.0
2308,241440620,69.5,INOX,23.5,EURO HOME,49.5,NAO,0.0,402.657513423,69.9,0.0
2333,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,50.1871174753,27.7348076923,0.0
2341,248586104,41.5,INOX,20.5,EURO,57.5,NAO,0.0,11.488760318299999,119.9,1.0
2358,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,938.509305265,27.7348076923,0.0
2373,10697140,28.75,INOX,19.5,TRAMONTINA,38.0,NAO,0.0,769.8061884030001,198.533333333,0.0
2386,248586104,41.5,INOX,20.5,EURO,57.5,NAO,0.0,509.969234186,119.9,0.0
2437,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,159.911711783,26.99,0.0
2446,241441110,46.5,INOX,23.5,EURO HOME,64.0,NAO,0.0,626.283766307,89.1725,0.0
2455,241440620,69.5,INOX,23.5,EURO HOME,49.5,NAO,0.0,830.72354574,69.9,0.0
2473,256877514,16.0,INOX,19.0,VEC,19.5,NAO,0.0,380.58345781099996,49.9,0.0
2487,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,75.176750356,27.3588571429,0.0
2507,10214452,22.0,INOX,18.0,TRAMONTINA,22.0,NAO,0.0,813.350709981,212.22,0.0
2523,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,587.5652028430001,32.9,0.0
2525,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,320.213915995,31.9,0.0
2533,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,784.8871139089999,39.9733333333,0.0
2534,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,283.278341081,26.99,1.0
2558,10214452,22.0,INOX,18.0,TRAMONTINA,22.0,NAO,0.0,219.988630967,173.517657658,0.0
2570,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,626.229158063,30.9037037037,0.0
2579,248586190,46.5,INOX,23.5,EURO,64.0,NAO,0.0,546.716369347,90.5359375,0.0
2586,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,553.30455077,29.7406976744,0.0
2589,256076118,21.0,INOX,19.3,HERCULES,19.3,NAO,0.0,768.1830618639999,56.214285714300004,0.0
2592,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,966.6125402560001,39.99,0.0
2599,248586190,46.5,INOX,23.5,EURO,64.0,NAO,0.0,285.16783623099997,84.5966666667,0.0
2613,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,652.1503387519999,28.1291176471,0.0
2622,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,655.22830928,33.5,0.0
2637,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,83.9334773574,28.3489473684,0.0
2659,256076118,21.0,INOX,19.3,HERCULES,19.3,NAO,0.0,45.343730415299994,54.251515151499994,0.0
2662,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,995.759118168,26.99,0.0
2668,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,51.1881612509,36.2205263158,0.0
2682,241440950,59.0,INOX,40.0,EURO HOME,18.0,NAO,0.0,585.868152945,32.9,0.0
2689,10214452,22.0,INOX,18.0,TRAMONTINA,22.0,NAO,0.0,846.2119190610001,173.24,0.0
2700,10697140,19.0,INOX,18.25,TRAMONTINA,20.25,NAO,0.0,748.947047255,198.533333333,0.0
2717,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,933.1519463960001,30.9037037037,0.0
2722,256076118,21.0,INOX,19.3,HERCULES,19.3,NAO,0.0,303.8502252,53.9,0.0
2738,260006148,28.0,INOX,37.0,PANELA MINEIRA,40.0,SIM,0.0,135.027098108,114.99,1.0
2748,666178,43.0,INOX,39.0,SUN GUIDER,58.0,NAO,0.0,15.6533605806,40.8633333333,0.0
2754,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,154.51315445,26.99,1.0
2763,256719146,23.0,INOX,20.0,VEC,21.0,NAO,1.0,164.314313503,34.99,1.0
2790,241441024,46.5,INOX,23.5,EURO HOME,65.0,NAO,0.0,181.052818915,79.9,0.0
2793,10697140,31.25,INOX,21.0,TRAMONTINA,41.75,NAO,0.0,961.4886061789999,178.9,1.0
2801,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,94.9689680474,31.890797545999998,0.0
2806,256719114,16.0,INOX,18.5,VEC,18.5,NAO,0.0,981.0636188289999,26.99,0.0
