,ITEM_ID,COR,SESSION_ID,ITEM_PRICE,INTERESTED
11955,258462672,PRATA,528.873815468,71.38857843135,0.0
12608,258461216,TURQUESA,480.47206692,72.43,0.0
12698,258462672,PRATA,354.88687369,78.838125,0.0
12761,258462672,PRATA,154.032038094,64.99,0.0
13751,258462672,PRATA,876.7947079319999,70.3471568627,0.0
13891,258461216,TURQUESA,24.7668401062,73.12357843135001,0.0
14132,258462672,PRATA,249.920413653,75.9,0.0
14218,258462672,PRATA,998.1264014760001,72.60625,0.0
14547,258462672,PRATA,83.3741071791,76.6471875,0.0
14871,258462672,PRATA,633.869879911,78.838125,0.0
14951,258462672,PRATA,422.012044445,74.92509090909999,0.0
14981,258462672,PRATA,204.656253871,76.0583636364,0.0
15102,258462672,PRATA,912.536983553,71.49,0.0
15389,258462672,PRATA,902.247576849,72.43,0.0
15505,258462672,PRATA,770.705405049,73.37,0.0
16051,258461216,TURQUESA,497.414413554,64.99,1.0
16376,258462672,PRATA,442.23694525300004,78.838125,0.0
16617,258462672,PRATA,895.4366252789999,64.99,1.0
16781,258462672,PRATA,281.102910622,67.945,0.0
17100,258461216,TURQUESA,104.05933877,73.37,0.0
17126,258462672,PRATA,30.0518016251,72.9,0.0
17304,258462672,PRATA,927.7848175710001,72.43,0.0
17691,258462672,PRATA,110.83966564100001,68.24,0.0
18019,258462672,PRATA,205.14729680099998,73.37,0.0
18312,258462672,PRATA,199.135170684,64.99,0.0
18350,258461216,TURQUESA,610.6721974,64.99,1.0
18451,258461216,TURQUESA,523.185191734,69.01652173915,0.0
18742,258462672,PRATA,63.9436500831,73.04304347829999,0.0
18787,258461216,TURQUESA,957.973376524,68.24,0.0
18813,258462672,PRATA,24.7668401062,73.37,0.0
19542,258462672,PRATA,456.40429597800005,73.04304347829999,0.0
20057,258462672,PRATA,984.030384721,73.37,0.0
20064,258462672,PRATA,100.682404455,68.24,1.0
20372,258462672,PRATA,546.856455085,64.99,0.0
21021,258462672,PRATA,202.02414633799998,67.945,0.0
21095,258462672,PRATA,259.25535796599996,84.4975,0.0
21160,258461216,TURQUESA,680.607759039,75.9,1.0
21511,258461216,TURQUESA,680.120214194,65.4542857143,0.0
22053,258462672,PRATA,591.761406504,64.99,0.0
22099,258461216,TURQUESA,81.96180090819999,73.37,0.0
22291,258461216,TURQUESA,132.795003511,72.43,0.0
22549,258462672,PRATA,565.399778227,64.99,0.0
23382,258461216,TURQUESA,394.23633427699997,75.9,0.0
23566,258462672,PRATA,880.0185516480001,72.60625,0.0
23600,258462672,PRATA,266.073333816,69.03026785715,0.0
24637,258461216,TURQUESA,235.953915815,65.4542857143,0.0
24986,258462672,PRATA,25.611119796300002,78.838125,0.0
25333,258462672,PRATA,390.687550582,73.37,0.0
25402,258462672,PRATA,88.1042264124,59.99,0.0
25407,258462672,PRATA,32.1080677564,64.45,0.0
25433,258462672,PRATA,37.9599162587,68.91,0.0
25704,258462672,PRATA,706.683231304,73.37,0.0
26302,258461216,TURQUESA,2.56294947174,64.99,0.0
27054,258462672,PRATA,373.467858584,75.9,1.0
27382,258461216,TURQUESA,593.783468181,65.9185714286,0.0
27546,258462672,PRATA,767.781449468,64.99,1.0
27670,258462672,PRATA,949.2836015339999,73.37,0.0
27841,258461216,TURQUESA,357.710942726,70.57666666666667,0.0
27922,258462672,PRATA,828.389478385,67.78333333333333,0.0
28431,258462672,PRATA,268.426489125,64.99,0.0
28632,258461216,TURQUESA,716.8624650730001,66.615,0.0
29571,258461216,TURQUESA,527.737676513,68.24,0.0
29668,258462672,PRATA,767.545079035,73.37,0.0
29778,258462672,PRATA,776.9223292360001,72.43,0.0
30385,258461216,TURQUESA,37.9599162587,71.38857843135,0.0
30521,258462672,PRATA,88.1328367701,70.3471568627,0.0
32109,258462672,PRATA,237.779713242,64.99,0.0
32756,258462672,PRATA,919.662177053,66.615,0.0
33807,258462672,PRATA,402.253111853,68.24,0.0
35223,258462672,PRATA,231.186359602,73.37,1.0
35266,258462672,PRATA,574.615928409,75.9,0.0
35287,258461216,TURQUESA,293.504834404,65.9185714286,0.0
35790,258462672,PRATA,752.47310611,72.60625,0.0
36741,258461216,TURQUESA,662.672718465,72.7433333333,0.0
37056,258461216,TURQUESA,802.8449058110001,72.7433333333,0.0
37490,258462672,PRATA,784.2871399239999,78.838125,0.0
37733,258462672,PRATA,377.758889505,78.838125,0.0
37965,258462672,PRATA,377.788320925,64.99,0.0
38218,258462672,PRATA,347.508434339,69.95754545455,0.0
38327,258462672,PRATA,460.419988967,74.92509090909999,0.0
38656,258462672,PRATA,975.2400393969999,64.99,0.0
39734,258462672,PRATA,543.527215535,73.37,0.0
39867,258462672,PRATA,186.901028253,93.848,0.0
40178,258462672,PRATA,262.240802126,79.419,0.0
40458,258461216,TURQUESA,570.296803526,64.99,0.0
40566,258462672,PRATA,550.760333515,68.24,0.0
40600,258461216,TURQUESA,588.415398349,69.865,0.0
41469,258462672,PRATA,707.3328047260001,71.49,0.0
41587,258462672,PRATA,32.9511842648,84.4975,0.0
41884,258462672,PRATA,465.089799665,74.92509090909999,0.0
42149,258462672,PRATA,394.324616714,72.60625,0.0
42155,258462672,PRATA,561.375250987,64.99,0.0
42499,258462672,PRATA,361.510494867,72.5724242424,0.0
42792,258462672,PRATA,300.800712841,74.92509090909999,0.0
43504,258462672,PRATA,27.9718810425,64.99,0.0
43641,258462672,PRATA,385.645000809,73.37,0.0
44366,258462672,PRATA,126.33398936,64.99,0.0
44525,258462672,PRATA,907.039831143,71.49,0.0
45631,258462672,PRATA,334.046610933,76.0583636364,0.0
45688,258462672,PRATA,501.659817294,71.49,0.0
45691,258462672,PRATA,619.368848638,72.43,0.0
45822,258462672,PRATA,386.74430249,64.99,0.0
45909,258462672,PRATA,519.5332670930001,68.24,0.0
46125,258462672,PRATA,665.5207051980001,68.24,0.0
46759,258461216,TURQUESA,753.600760927,64.99,0.0
46921,258462672,PRATA,258.797858318,84.4975,0.0
47236,258462672,PRATA,684.935875571,78.838125,0.0
47939,258462672,PRATA,109.37494703899999,64.99,0.0
48472,258462672,PRATA,856.811448779,72.60625,0.0
48819,258462672,PRATA,908.482608072,75.9,0.0
49085,258462672,PRATA,977.887236362,64.99,0.0
49213,258461216,TURQUESA,524.4016478140001,64.99,0.0
49351,258462672,PRATA,159.445576395,78.838125,0.0
50158,258461216,TURQUESA,509.161941261,75.9,1.0
51432,258462672,PRATA,304.486963868,73.37,0.0
51433,258462672,PRATA,764.9255854510001,78.838125,0.0
51514,258462672,PRATA,566.273921234,74.92509090909999,0.0
51727,258462672,PRATA,642.1445355530001,78.838125,0.0
52233,258462672,PRATA,90.9203824464,73.37,0.0
52303,258462672,PRATA,60.9145726003,74.92509090909999,0.0
52726,258462672,PRATA,530.986717911,64.99,1.0
54084,258461216,TURQUESA,532.432482546,64.99,0.0
54170,258461216,TURQUESA,521.680020879,70.5966666667,0.0
54439,258461216,TURQUESA,966.9936705560001,66.0733333333,0.0
54576,258462672,PRATA,598.452804869,64.99,0.0
55524,258462672,PRATA,411.92439442,72.43,0.0
55658,258462672,PRATA,680.120214194,64.99,1.0
55701,258462672,PRATA,58.275335356599996,68.24,0.0
55786,258462672,PRATA,370.735582119,71.49,0.0
55981,258462672,PRATA,404.85388906099996,71.49,0.0
57291,258462672,PRATA,329.995963426,74.92509090909999,0.0
57336,258462672,PRATA,902.4979935680001,72.43,0.0
57524,258461216,TURQUESA,624.166914379,64.99,0.0
57753,258462672,PRATA,252.193318541,64.99,1.0
58064,258462672,PRATA,894.8374439419999,73.37,0.0
58338,258462672,PRATA,725.594621691,71.49,0.0
58502,258462672,PRATA,290.404365935,72.43,0.0
58506,258462672,PRATA,296.469683637,74.566,0.0
58527,258462672,PRATA,383.719288636,64.99,0.0
58601,258461216,TURQUESA,554.224503993,68.30169696969999,0.0
58974,258461216,TURQUESA,714.247616148,71.6133939394,0.0
59163,258462672,PRATA,879.7597702969999,74.92509090909999,0.0
60164,258462672,PRATA,658.1439110809999,70.3471568627,0.0
60376,258461216,TURQUESA,579.002308646,73.37,0.0
60424,258461216,TURQUESA,682.658823582,76.1040625,0.0
60591,258462672,PRATA,809.693373166,78.838125,0.0
60689,258462672,PRATA,815.573780075,64.99,0.0
61143,258462672,PRATA,254.48642244799998,64.99,0.0
61391,258462672,PRATA,104.73024292299999,73.37,0.0
61856,258462672,PRATA,885.11932908,64.99,0.0
62465,258462672,PRATA,157.56788295,68.24,1.0
62587,258462672,PRATA,218.243572515,64.99,0.0
62671,258461216,TURQUESA,72.815439298,72.7433333333,0.0
62939,258462672,PRATA,493.97835512800003,64.99,0.0
63090,258462672,PRATA,690.748333762,65.4542857143,0.0
63425,258461216,TURQUESA,460.28812965599997,65.9185714286,0.0
64067,258462672,PRATA,780.785719176,67.945,0.0
64551,258461216,TURQUESA,445.628924604,64.99,1.0
64795,258462672,PRATA,335.205214776,69.18,0.0
64814,258462672,PRATA,308.728384846,73.37,0.0
64878,258462672,PRATA,839.0592829689999,64.99,0.0
65161,258462672,PRATA,13.8164089128,64.99,0.0
65764,258462672,PRATA,200.304061245,75.9,0.0
65905,258462672,PRATA,622.5082183019999,72.5724242424,0.0
66182,258462672,PRATA,999.5797955239999,70.4062121212,0.0
66225,258462672,PRATA,107.72434165899999,68.24,0.0
66275,258462672,PRATA,494.818964735,74.92509090909999,0.0
66546,258462672,PRATA,385.19026630699994,73.37,0.0
66838,258462672,PRATA,728.523548474,74.14754545455,0.0
67255,258462672,PRATA,885.838670633,74.92509090909999,0.0
67733,258462672,PRATA,145.334877824,64.99,0.0
67830,258461216,TURQUESA,184.114206218,65.9185714286,0.0
68229,258462672,PRATA,797.111379085,75.9,0.0
68902,258462672,PRATA,768.450743735,73.37,0.0
69109,258462672,PRATA,722.628622867,72.60625,0.0
69279,258462672,PRATA,833.866869928,74.92509090909999,0.0
69742,258462672,PRATA,994.601038396,78.838125,0.0
70095,258462672,PRATA,884.608697399,74.92509090909999,0.0
70676,258462672,PRATA,354.286163384,64.99,0.0
72606,258462672,PRATA,776.102264683,73.37,0.0
72909,258462672,PRATA,365.73797805199996,71.49,0.0
72957,258461216,TURQUESA,729.308988424,64.99,0.0
73065,258462672,PRATA,586.832465287,93.848,0.0
73257,258462672,PRATA,484.799671499,72.43,0.0
73397,258462672,PRATA,217.98082682400002,72.9,0.0
74015,258462672,PRATA,977.66234627,73.37,0.0
74294,258462672,PRATA,21.256613557999998,75.36333333333333,0.0
74668,258462672,PRATA,792.5002469010001,77.35666666666667,0.0
74945,258462672,PRATA,414.45033854,79.35,1.0
75166,258462672,PRATA,36.400430179000004,71.49,0.0
75571,258462672,PRATA,280.122300023,68.24,0.0
75913,258462672,PRATA,15.1239378384,70.62363636365,0.0
76295,258461216,TURQUESA,323.926818045,73.00727272729999,0.0
76766,258462672,PRATA,392.58133914300004,72.24863636365,0.0
77000,258462672,PRATA,93.169824722,71.49,0.0
77136,258462672,PRATA,650.99106798,78.838125,0.0
77512,258462672,PRATA,849.6755650260001,64.99,0.0
77534,258462672,PRATA,444.62225232199995,73.37,0.0
78399,258462672,PRATA,447.773007376,72.9,0.0
79275,258462672,PRATA,455.277198799,72.43,0.0
79384,258462672,PRATA,551.648496882,74.92509090909999,0.0
79635,258462672,PRATA,609.556202286,71.49,0.0
79972,258462672,PRATA,832.61603081,93.848,0.0
80143,258462672,PRATA,945.180229654,73.37,1.0
80241,258462672,PRATA,964.609706391,72.43,0.0
80308,258462672,PRATA,570.296803526,64.99,0.0
80509,258461216,TURQUESA,853.725309733,71.49,1.0
80979,258462672,PRATA,134.177560243,72.43,0.0
81148,258462672,PRATA,659.085810454,73.37,0.0
81255,258462672,PRATA,297.020482844,72.43,0.0
81368,258461216,TURQUESA,280.92951990299997,70.25952380953333,0.0
81529,258462672,PRATA,672.774321957,68.08904761906668,0.0
81755,258461216,TURQUESA,833.866869928,65.9185714286,0.0
81782,258462672,PRATA,964.2718450560001,93.848,0.0
82515,258461216,TURQUESA,499.304990158,64.99,0.0
82632,258462672,PRATA,885.6221933789999,73.37,0.0
82895,258461216,TURQUESA,605.3556863680001,69.18,0.0
83903,258461216,TURQUESA,329.995963426,64.99,0.0
84019,258462672,PRATA,479.29207967300005,68.24,0.0
84047,258462672,PRATA,537.098155068,73.37,0.0
84064,258462672,PRATA,770.8467709810001,73.37,0.0
84203,258462672,PRATA,181.664272488,68.24,0.0
84571,258462672,PRATA,951.784872364,73.37,0.0
85129,258462672,PRATA,491.691385323,75.9,1.0
85219,258461216,TURQUESA,848.876052265,73.37,0.0
85344,258461216,TURQUESA,823.363128859,73.18863636365,0.0
85547,258461216,TURQUESA,144.362573158,73.00727272729999,0.0
85640,258461216,TURQUESA,524.69131866,72.43,0.0
85832,258462672,PRATA,211.75429216700002,64.99,0.0
85881,258462672,PRATA,820.3428322589999,70.3471568627,0.0
86060,258462672,PRATA,130.948220696,64.99,0.0
86846,258462672,PRATA,117.56560682899999,67.945,0.0
87209,258462672,PRATA,458.95449155800003,96.16,1.0
88088,258462672,PRATA,589.703111595,68.24,0.0
88437,258461216,TURQUESA,200.611269191,64.99,0.0
88785,258462672,PRATA,82.6794389346,78.838125,0.0
88878,258462672,PRATA,683.65585828,64.99,0.0
89338,258462672,PRATA,232.30773586400002,68.24,0.0
89493,258462672,PRATA,795.217512887,70.3471568627,0.0
89541,258462672,PRATA,610.996506074,72.5724242424,0.0
89584,258461216,TURQUESA,646.739289562,65.4542857143,0.0
89620,258462672,PRATA,435.500577989,78.838125,0.0
89874,258462672,PRATA,868.770141235,73.37,0.0
89982,258462672,PRATA,748.2929053189999,64.99,0.0
90326,258461216,TURQUESA,2.91792597657,73.37,0.0
90623,258462672,PRATA,476.123073528,78.93375,0.0
91015,258462672,PRATA,933.385302357,84.4975,0.0
91416,258462672,PRATA,675.517580651,64.99,0.0
91636,258461216,TURQUESA,382.216820669,68.71000000000001,0.0
91843,258462672,PRATA,230.342159303,72.43,0.0
92178,258462672,PRATA,800.4146948069999,93.848,0.0
92464,258462672,PRATA,419.10217084,79.419,0.0
92934,258462672,PRATA,257.069523738,64.99,0.0
93509,258461216,TURQUESA,436.375995096,64.99,1.0
93540,258462672,PRATA,954.096041936,72.60625,0.0
93757,258461216,TURQUESA,187.54236008200002,75.9,0.0
94009,258462672,PRATA,332.976221688,73.04304347829999,0.0
94463,258462672,PRATA,488.845673345,75.9,1.0
94849,258462672,PRATA,799.126943491,70.3471568627,0.0
95298,258462672,PRATA,575.775916912,75.9,1.0
95429,258461216,TURQUESA,918.117565633,65.4233333333,0.0
95842,258462672,PRATA,137.860202982,68.24,0.0
96574,258462672,PRATA,796.473700218,73.37,0.0
97085,258462672,PRATA,855.5134473310001,64.99,0.0
97274,258462672,PRATA,348.222388701,72.60625,0.0
97359,258462672,PRATA,198.805003253,70.3471568627,0.0
98245,258461216,TURQUESA,4.914833005669999,75.9,1.0
98506,258462672,PRATA,527.123532376,75.9,0.0
98572,258462672,PRATA,916.972906435,65.2933333333,0.0
98727,258462672,PRATA,146.90536082399998,78.838125,0.0
99102,258462672,PRATA,445.628924604,75.9,0.0
100440,258462672,PRATA,949.09739798,64.99,0.0
100478,258462672,PRATA,301.112606597,74.566,0.0
101769,258461216,TURQUESA,68.932067095,72.43,0.0
102025,258462672,PRATA,950.083701406,74.92509090909999,0.0
102035,258462672,PRATA,647.111842343,73.37,0.0
102309,258462672,PRATA,848.823700799,74.566,0.0
102560,258461216,TURQUESA,731.889178021,59.99,0.0
102595,258462672,PRATA,973.878955276,71.49,0.0
103579,258462672,PRATA,691.584519556,78.838125,0.0
104255,258462672,PRATA,11.543025653399999,71.49,0.0
104377,258462672,PRATA,752.408685712,74.566,0.0
104572,258462672,PRATA,591.75202405,68.24,0.0
104706,258461216,TURQUESA,200.94516021299998,68.24,1.0
105256,258462672,PRATA,860.260206729,72.60625,0.0
106947,258462672,PRATA,904.670826179,70.423125,0.0
107130,258462672,PRATA,690.7895321560001,68.24,0.0
107139,258462672,PRATA,195.014906827,64.99,0.0
108631,258462672,PRATA,8.22616413672,78.838125,0.0
108855,258461216,TURQUESA,752.765549718,76.18859375,0.0
109131,258461216,TURQUESA,322.00494845599997,73.5390625,0.0
109207,258461216,TURQUESA,647.111842343,70.88953125,0.0
109426,258462672,PRATA,639.176659579,68.24,0.0
109644,258462672,PRATA,603.690991207,64.99,0.0
110138,258462672,PRATA,473.20154257900003,93.848,0.0
110445,258462672,PRATA,68.932067095,71.49,0.0
110517,258462672,PRATA,928.631531205,64.99,1.0
110673,258462672,PRATA,618.705062903,64.99,0.0
111062,258462672,PRATA,540.930240135,64.99,0.0
111375,258462672,PRATA,862.046339415,78.838125,0.0
111666,258462672,PRATA,616.307108877,74.92509090909999,0.0
111925,258462672,PRATA,546.223475467,71.49,0.0
112016,258462672,PRATA,16.7159086576,59.99,0.0
112249,258462672,PRATA,625.1237751819999,72.60625,0.0
112643,258462672,PRATA,936.433883984,73.37,0.0
112972,258462672,PRATA,770.8534737089999,67.945,0.0
113802,258462672,PRATA,852.164044842,93.848,0.0
114414,258462672,PRATA,596.158373263,64.99,0.0
114559,258461216,TURQUESA,472.47602814699997,73.37,0.0
115069,258462672,PRATA,80.6417717566,64.99,0.0
115527,258461216,TURQUESA,516.469909729,69.18,0.0
115897,258462672,PRATA,336.188181973,73.37,0.0
116247,258462672,PRATA,899.562940049,74.92509090909999,0.0
116751,258462672,PRATA,698.5752317060001,74.92509090909999,0.0
116767,258461216,TURQUESA,407.69782894,65.9185714286,0.0
116844,258462672,PRATA,278.84647722799997,72.43,0.0
116927,258461216,TURQUESA,234.10906784099998,73.498,0.0
116938,258462672,PRATA,435.31402622,74.566,0.0
117660,258461216,TURQUESA,479.815082877,73.37,0.0
117842,258462672,PRATA,524.3161395340001,64.99,0.0
118323,258462672,PRATA,308.243319747,74.92509090909999,0.0
118622,258461216,TURQUESA,928.631531205,65.4542857143,0.0
118721,258462672,PRATA,811.848901857,75.9,0.0
118757,258462672,PRATA,531.243757793,72.26333333333334,0.0
119099,258461216,TURQUESA,380.603943066,68.62666666666667,0.0
119102,258462672,PRATA,99.74586463600001,64.99,0.0
119215,258462672,PRATA,369.550502765,93.848,0.0
119382,258462672,PRATA,744.111811884,67.945,0.0
119467,258462672,PRATA,974.533614469,72.60625,0.0
119776,258461216,TURQUESA,991.8259399689999,73.37,0.0
119860,258462672,PRATA,378.35199677099996,73.88836363636666,0.0
119918,258462672,PRATA,227.177207026,74.40672727273333,0.0
120074,258462672,PRATA,593.783468181,74.92509090909999,0.0
