,ITEM_ID,COR,MARCA,TEM_FERRO_FUNDIDO,TEM_TAMPA,SESSION_ID,ITEM_PRICE,INTERESTED
4742,258464464,CEREJA,BRINOX,NAO,1.0,20.2926386521,96.9,0.0
4880,245842332,AZUL,EURO,NAO,1.0,325.000842299,119.9,0.0
5060,256587172,VERMELHO,BRINOX,NAO,1.0,976.5684349410001,184.13,0.0
5145,240742184,PRETO,MTA,SIM,1.0,793.500991613,80.0580232558,0.0
5298,258461088,PRATA,BRINOX,NAO,0.0,417.93178603900003,56.82,0.0
5327,256587172,VERMELHO,BRINOX,NAO,1.0,297.767483737,184.13,0.0
5393,258463024,TURQUESA,BRINOX,NAO,0.0,724.33268199,136.815,0.0
5436,240742184,PRETO,MTA,SIM,1.0,891.3053230439999,89.5,0.0
5438,245842332,AZUL,EURO,NAO,1.0,671.219530598,98.7,0.0
5568,245842578,LARANJA,EURO,NAO,1.0,586.583053867,107.9,0.0
5590,245842524,AZUL,EURO,NAO,1.0,497.83826503,133.0,0.0
5597,240742184,PRETO,MTA,SIM,1.0,319.813956718,89.54,0.0
5632,245842332,AZUL,EURO,NAO,1.0,524.245403261,126.03043478299999,0.0
5660,258463238,CEREJA,BRINOX,NAO,0.0,677.733527233,124.07028985533333,0.0
5695,245842684,VERMELHO,EURO,NAO,1.0,191.51974456599999,122.11014492766667,0.0
5912,245842440,VERDE,EURO,NAO,1.0,4.997505195,120.15,0.0
5942,257171354,VERMELHO,BRINOX,NAO,0.0,140.247968045,49.59,0.0
5951,245842440,VERDE,EURO,NAO,1.0,583.478931911,73.02666666666667,0.0
5971,258461350,PRATA,BRINOX,NAO,0.0,499.16840037800006,96.46333333333334,0.0
6020,257256342,VERMELHO,BRINOX,NAO,1.0,47.960600157100004,119.9,0.0
6086,240742184,PRETO,MTA,SIM,1.0,428.546478805,79.798,0.0
6141,240742184,PRETO,MTA,SIM,1.0,429.557848176,79.798,0.0
6211,245842578,LARANJA,EURO,NAO,1.0,353.65032956699997,110.45,0.0
6261,257168296,VERMELHO,BRINOX,NAO,1.0,460.493703976,193.9,0.0
6347,258461174,TURQUESA,BRINOX,NAO,0.0,689.358576268,157.4,0.0
6369,245842440,VERDE,EURO,NAO,1.0,719.6579247330001,120.9,0.0
6379,245842364,LARANJA,EURO,NAO,1.0,760.7233516619999,138.68,0.0
6392,245842652,VERDE,EURO,NAO,1.0,483.257001592,119.99,0.0
6398,256587172,VERMELHO,BRINOX,NAO,1.0,161.035140211,188.73090909099997,0.0
6401,258463548,CEREJA,BRINOX,NAO,1.0,781.1302396230001,141.49045454549997,0.0
6411,258464060,TURQUESA,BRINOX,NAO,1.0,607.793580647,94.25,0.0
6416,245842652,VERDE,EURO,NAO,1.0,312.379567191,116.65666666700001,0.0
6480,258463024,TURQUESA,BRINOX,NAO,0.0,631.6520738840001,105.45333333350001,0.0
6484,258464060,TURQUESA,BRINOX,NAO,1.0,836.241121875,94.25,0.0
6524,245842332,AZUL,EURO,NAO,1.0,913.46347837,84.075,0.0
6629,258444068,CEREJA,BRINOX,NAO,0.0,486.66076722400004,73.9,0.0
6861,258461174,TURQUESA,BRINOX,NAO,0.0,728.6047526110001,69.94,0.0
6907,245842600,ROXO,EURO,NAO,1.0,585.847191953,114.99,0.0
6923,245842440,VERDE,EURO,NAO,1.0,476.03980331099996,120.9,0.0
6926,245842684,VERMELHO,EURO,NAO,1.0,13.9110565154,105.9,0.0
6982,245842684,VERMELHO,EURO,NAO,1.0,46.9924922821,106.8375,0.0
7037,245842652,VERDE,EURO,NAO,1.0,117.745126111,114.99,1.0
7040,258461350,PRATA,BRINOX,NAO,0.0,874.642709022,107.6886206895,0.0
7041,245842652,VERDE,EURO,NAO,1.0,205.68912624700002,100.387241379,0.0
7083,256587172,VERMELHO,BRINOX,NAO,1.0,40.4713697898,184.13,0.0
7092,258464060,TURQUESA,BRINOX,NAO,1.0,157.207062304,114.99,0.0
7141,245842600,ROXO,EURO,NAO,1.0,964.2021079310001,111.7075,0.0
7157,245842600,ROXO,EURO,NAO,1.0,99.4695174495,108.425,0.0
7178,245842684,VERMELHO,EURO,NAO,1.0,424.84557560900004,107.9,0.0
7208,257170596,VERMELHO,BRINOX,NAO,0.0,611.618123375,112.1592857145,0.0
7266,245842652,VERDE,EURO,NAO,1.0,705.35096774,116.418571429,0.0
7284,245842578,LARANJA,EURO,NAO,1.0,770.563577763,108.4,0.0
7364,245842524,AZUL,EURO,NAO,1.0,951.0206642810001,109.195,0.0
7388,245842524,AZUL,EURO,NAO,1.0,495.437743782,109.99,0.0
7409,245842652,VERDE,EURO,NAO,1.0,789.573630519,116.418571429,0.0
7620,245842406,ROXO,EURO,NAO,1.0,877.923767253,117.57904761933334,0.0
7703,245842406,ROXO,EURO,NAO,1.0,146.741325761,118.73952380966666,0.0
7787,257256342,VERMELHO,BRINOX,NAO,1.0,539.500113296,119.9,0.0
7823,245842440,VERDE,EURO,NAO,1.0,492.05581295400003,120.9,0.0
7840,256589690,PRETO,BRINOX,NAO,1.0,155.581039631,153.9,0.0
7913,245842524,AZUL,EURO,NAO,1.0,653.998150621,105.99,0.0
7936,258461088,PRATA,BRINOX,NAO,0.0,200.388380449,56.82,0.0
7956,245842332,AZUL,EURO,NAO,1.0,174.969580072,119.9,0.0
7980,258463548,CEREJA,BRINOX,NAO,1.0,991.6615459689999,128.4,0.0
7981,258463024,TURQUESA,BRINOX,NAO,0.0,637.6749538,136.9,0.0
8050,245842600,ROXO,EURO,NAO,1.0,711.927451545,145.4,0.0
8058,256589690,PRETO,BRINOX,NAO,1.0,206.243884386,153.9,1.0
8096,245842600,ROXO,EURO,NAO,1.0,440.35905287699995,113.72875,0.0
8140,256587172,VERMELHO,BRINOX,NAO,1.0,805.160558766,184.13,0.0
8197,245842684,VERMELHO,EURO,NAO,1.0,140.980732622,172.74666666666667,0.0
8200,258462544,TURQUESA,BRINOX,NAO,0.0,209.335278592,161.36333333333332,0.0
8203,256589690,PRETO,BRINOX,NAO,1.0,363.896300071,149.98,1.0
8282,245842364,LARANJA,EURO,NAO,1.0,672.697862759,130.92458333349998,0.0
8357,245842600,ROXO,EURO,NAO,1.0,98.773869553,111.869166667,0.0
8401,245842364,LARANJA,EURO,NAO,1.0,202.76991584700002,119.9,0.0
8531,245842600,ROXO,EURO,NAO,1.0,695.155897136,115.892222222,0.0
8551,245842600,ROXO,EURO,NAO,1.0,814.708718585,111.884444444,0.0
8565,245842440,VERDE,EURO,NAO,1.0,790.5651426789999,120.5,0.0
8577,258462544,TURQUESA,BRINOX,NAO,0.0,603.422908622,118.2867021275,0.0
8586,245842652,VERDE,EURO,NAO,1.0,272.26430639299997,116.073404255,0.0
8611,245842684,VERMELHO,EURO,NAO,1.0,604.645367589,106.93125,0.0
8623,245842578,LARANJA,EURO,NAO,1.0,524.245403261,113.744,0.0
8665,257168296,VERMELHO,BRINOX,NAO,1.0,343.282238397,166.94,0.0
8711,258461174,TURQUESA,BRINOX,NAO,0.0,508.04868859,143.92000000000002,0.0
8751,245842440,VERDE,EURO,NAO,1.0,797.284113632,120.9,0.0
8773,240742184,PRETO,MTA,SIM,1.0,641.424083725,89.5,0.0
8795,245842684,VERMELHO,EURO,NAO,1.0,487.632818724,132.3,0.0
8798,245842578,LARANJA,EURO,NAO,1.0,775.691761942,110.354,0.0
8984,245842578,LARANJA,EURO,NAO,1.0,17.415871988299997,108.645454545,0.0
9016,245842440,VERDE,EURO,NAO,1.0,853.81291449,108.2727272725,0.0
9028,245842684,VERMELHO,EURO,NAO,1.0,443.01964414599996,107.9,0.0
9059,257168296,VERMELHO,BRINOX,NAO,1.0,1000.13778474,166.94,0.0
9075,245842684,VERMELHO,EURO,NAO,1.0,367.186714817,105.9,0.0
9091,257171354,VERMELHO,BRINOX,NAO,0.0,666.475890114,53.803999999999995,0.0
9103,258464464,CEREJA,BRINOX,NAO,1.0,928.7806663639999,79.852,0.0
9114,245842684,VERMELHO,EURO,NAO,1.0,231.999396328,105.9,0.0
9120,245842600,ROXO,EURO,NAO,1.0,3.24796289595,111.884444444,0.0
9160,245842652,VERDE,EURO,NAO,1.0,352.073434585,110.937222222,0.0
9201,245842524,AZUL,EURO,NAO,1.0,825.3635321969999,109.99,0.0
9237,245842600,ROXO,EURO,NAO,1.0,654.306808207,110.9,1.0
9241,245842364,LARANJA,EURO,NAO,1.0,365.346492814,123.34166666700001,0.0
9263,245842364,LARANJA,EURO,NAO,1.0,738.141443547,129.9,1.0
9294,245842684,VERMELHO,EURO,NAO,1.0,439.744516979,105.9,0.0
9344,245842684,VERMELHO,EURO,NAO,1.0,894.589754058,107.15,0.0
9474,240742184,PRETO,MTA,SIM,1.0,493.024609335,89.6818181818,0.0
9489,245842332,AZUL,EURO,NAO,1.0,978.822897712,119.9,0.0
9502,245842440,VERDE,EURO,NAO,1.0,497.539731061,120.9,0.0
9529,240742184,PRETO,MTA,SIM,1.0,263.212403011,89.9,0.0
9556,240742184,PRETO,MTA,SIM,1.0,505.522327635,89.5,1.0
9625,245842524,AZUL,EURO,NAO,1.0,479.101562771,109.99,0.0
9635,258444068,CEREJA,BRINOX,NAO,0.0,48.1799973459,73.9,0.0
9657,258463024,TURQUESA,BRINOX,NAO,0.0,315.02229820599996,113.9,0.0
9686,240742184,PRETO,MTA,SIM,1.0,271.866546179,79.798,0.0
9693,258464464,CEREJA,BRINOX,NAO,1.0,313.694441736,97.394,0.0
9722,245842440,VERDE,EURO,NAO,1.0,736.443420465,114.99,0.0
9728,245842524,AZUL,EURO,NAO,1.0,896.8157185819999,106.49333333333333,0.0
9765,245842684,VERMELHO,EURO,NAO,1.0,615.788236513,97.99666666666667,0.0
9835,240742184,PRETO,MTA,SIM,1.0,493.22332568400003,89.5,0.0
9844,240742184,PRETO,MTA,SIM,1.0,561.283796417,86.3,0.0
9853,245842332,AZUL,EURO,NAO,1.0,888.4370740530001,120.566666667,0.0
9882,257166290,GRAFITE,BRINOX,NAO,1.0,348.29697907,120.2783333335,0.0
9944,245842652,VERDE,EURO,NAO,1.0,464.81667984800004,119.99,0.0
9952,245842332,AZUL,EURO,NAO,1.0,645.988303803,120.3,0.0
10012,257166290,GRAFITE,BRINOX,NAO,1.0,977.983953033,164.9,0.0
10027,245842440,VERDE,EURO,NAO,1.0,382.603409339,120.5,0.0
10094,245842684,VERMELHO,EURO,NAO,1.0,220.13102684900002,105.02000000000001,0.0
10097,240742184,PRETO,MTA,SIM,1.0,685.559268044,89.54,0.0
10106,257168296,VERMELHO,BRINOX,NAO,1.0,929.902601516,193.9,0.0
10188,245842364,LARANJA,EURO,NAO,1.0,809.099603614,121.011111111,0.0
10243,257256342,VERMELHO,BRINOX,NAO,1.0,17.7443330521,119.9,0.0
10278,240742184,PRETO,MTA,SIM,1.0,691.4444254460001,79.9,0.0
10298,258461350,PRATA,BRINOX,NAO,0.0,221.837220501,74.99,0.0
10384,257168296,VERMELHO,BRINOX,NAO,1.0,191.1520420485,185.385,0.0
10444,258461350,PRATA,BRINOX,NAO,0.0,160.466863596,60.66,0.0
10480,256587172,VERMELHO,BRINOX,NAO,1.0,566.628271454,184.13,0.0
10491,245842684,VERMELHO,EURO,NAO,1.0,492.289821536,105.9,0.0
10507,258461174,TURQUESA,BRINOX,NAO,0.0,230.71965929099997,69.94,1.0
10523,245842364,LARANJA,EURO,NAO,1.0,964.532019054,121.011111111,0.0
10620,245842600,ROXO,EURO,NAO,1.0,75.6466975766,111.884444444,0.0
10640,245842440,VERDE,EURO,NAO,1.0,276.958050319,120.9,0.0
10704,240742184,PRETO,MTA,SIM,1.0,800.0939326910001,89.9,0.0
10752,245842440,VERDE,EURO,NAO,1.0,192.90779182,120.9,1.0
10753,245842406,ROXO,EURO,NAO,1.0,434.53280572,135.33333333299998,0.0
10797,258464026,TURQUESA,BRINOX,NAO,0.0,523.669738339,112.6166666665,0.0
10861,240742184,PRETO,MTA,SIM,1.0,688.127605069,89.9,0.0
10862,245842652,VERDE,EURO,NAO,1.0,731.971444096,114.99,0.0
10953,257168296,VERMELHO,BRINOX,NAO,1.0,82.8873100311,149.56,0.0
10960,256587172,VERMELHO,BRINOX,NAO,1.0,876.68589585,184.13,0.0
10982,240742184,PRETO,MTA,SIM,1.0,527.223987926,89.5413793103,0.0
10986,245842332,AZUL,EURO,NAO,1.0,682.3696975619999,119.9,0.0
11062,258464464,CEREJA,BRINOX,NAO,1.0,908.040334275,135.95,0.0
11115,245842364,LARANJA,EURO,NAO,1.0,749.429628911,152.0,0.0
11171,245842524,AZUL,EURO,NAO,1.0,502.050158932,105.99,0.0
11206,258462544,TURQUESA,BRINOX,NAO,0.0,657.706412467,49.28,0.0
11233,245842364,LARANJA,EURO,NAO,1.0,624.707620473,152.0,0.0
11314,245842524,AZUL,EURO,NAO,1.0,947.4583476339999,130.25,0.0
11317,245842684,VERMELHO,EURO,NAO,1.0,855.9340349839999,108.5,0.0
11324,257168296,VERMELHO,BRINOX,NAO,1.0,713.44975411,193.9,1.0
11352,240742184,PRETO,MTA,SIM,1.0,470.643822565,89.9,0.0
11358,245842440,VERDE,EURO,NAO,1.0,809.2432947589999,120.9,0.0
11381,257168296,VERMELHO,BRINOX,NAO,1.0,479.30677144699996,166.94,1.0
11439,245842652,VERDE,EURO,NAO,1.0,953.5645225610001,81.89,0.0
11513,257171354,VERMELHO,BRINOX,NAO,0.0,559.651849588,49.9,0.0
11571,256587172,VERMELHO,BRINOX,NAO,1.0,611.9224284755,207.08,0.0
11600,240742184,PRETO,MTA,SIM,1.0,664.193007363,89.5,0.0
11646,245842684,VERMELHO,EURO,NAO,1.0,612.075860296,107.9,0.0
11647,245842440,VERDE,EURO,NAO,1.0,418.54140304199996,124.402413793,0.0
11680,240761952,PRETO,MTA,SIM,1.0,39.8041920516,138.2012068965,0.0
11749,245842364,LARANJA,EURO,NAO,1.0,239.53192766799998,152.0,0.0
11757,240742184,PRETO,MTA,SIM,1.0,279.226420314,89.53333333329999,0.0
11764,256589690,PRETO,BRINOX,NAO,1.0,87.2539175853,147.9,0.0
11808,256589690,PRETO,BRINOX,NAO,1.0,619.616836961,147.9,0.0
11824,256587172,VERMELHO,BRINOX,NAO,1.0,406.890506623,184.13,0.0
11840,258444068,CEREJA,BRINOX,NAO,0.0,599.737298925,73.9,0.0
12022,240742184,PRETO,MTA,SIM,1.0,747.456337888,89.5,0.0
12061,258461174,TURQUESA,BRINOX,NAO,0.0,338.791940139,69.94,0.0
12076,245842652,VERDE,EURO,NAO,1.0,791.9271918730001,99.03333333329999,0.0
12127,258444068,CEREJA,BRINOX,NAO,0.0,9.50402906565,73.9,0.0
12141,240742184,PRETO,MTA,SIM,1.0,107.55555061,89.5421052632,0.0
12204,257171354,VERMELHO,BRINOX,NAO,0.0,442.83480549800004,53.803999999999995,0.0
12236,258462544,TURQUESA,BRINOX,NAO,0.0,675.434839388,87.3065454545,0.0
12260,245842364,LARANJA,EURO,NAO,1.0,84.6142527425,120.80909090899999,0.0
12353,240742184,PRETO,MTA,SIM,1.0,999.291961519,89.5,0.0
12396,245842600,ROXO,EURO,NAO,1.0,627.538946306,111.884444444,0.0
12423,245842652,VERDE,EURO,NAO,1.0,933.284026978,117.49,0.0
12439,245842652,VERDE,EURO,NAO,1.0,678.559259654,114.99,0.0
12546,240742184,PRETO,MTA,SIM,1.0,513.253639956,87.71799999999999,0.0
12570,258461424,PRATA,BRINOX,NAO,1.0,913.834867225,128.9,1.0
12603,245842406,ROXO,EURO,NAO,1.0,82.41103932829999,127.10000000000001,0.0
12613,245842524,AZUL,EURO,NAO,1.0,221.03451833565003,125.30000000000001,0.0
12738,245842652,VERDE,EURO,NAO,1.0,359.65799734300003,123.5,0.0
12749,245842440,VERDE,EURO,NAO,1.0,351.862047204,121.7,0.0
12776,245842332,AZUL,EURO,NAO,1.0,341.657426792,119.9,0.0
12779,240742184,PRETO,MTA,SIM,1.0,443.240192486,89.58,0.0
12803,258463024,TURQUESA,BRINOX,NAO,0.0,410.36168823599996,113.9,0.0
12856,258463238,CEREJA,BRINOX,NAO,0.0,934.609157322,96.9,0.0
12895,240742184,PRETO,MTA,SIM,1.0,949.806346338,79.9,0.0
12903,245842440,VERDE,EURO,NAO,1.0,812.2748584430001,120.15,0.0
12938,240742184,PRETO,MTA,SIM,1.0,302.297325913,79.9,0.0
12982,258464060,TURQUESA,BRINOX,NAO,1.0,186.08898074185,114.64333333333335,0.0
13002,256587172,VERMELHO,BRINOX,NAO,1.0,69.8806355707,149.38666666666666,0.0
13031,256587172,VERMELHO,BRINOX,NAO,1.0,534.139006675,184.13,0.0
