,ITEM_ID,ALTURA,FORMATO,LARGURA,MARCA,PROFUNDIDADE,TEM_TAMPA,SESSION_ID,ITEM_PRICE,INTERESTED
31322,259619624,33.0,OVAL,26.0,FUMIL,48.5,0.0,461.355751447,34.63,0.0
31409,260011676,30.0,OVAL,22.0,PANELA MINEIRA,42.0,0.0,128.963180424,54.75,0.0
31470,260010460,19.0,RETANGULAR,32.0,PANELA MINEIRA,50.0,0.0,793.3444143989999,74.87,0.0
31608,260011676,30.0,OVAL,22.0,PANELA MINEIRA,42.0,0.0,208.22536597299998,94.99,1.0
32117,260011676,30.0,OVAL,22.0,PANELA MINEIRA,42.0,0.0,44.7128968029,94.99,1.0
33741,259620270,26.0,RETANGULAR,29.0,FUMIL,45.0,1.0,614.891700405,166.53500000000003,0.0
34284,259620270,26.0,RETANGULAR,29.0,FUMIL,45.0,1.0,580.497892885,238.08,1.0
35224,260011676,30.0,OVAL,22.0,PANELA MINEIRA,42.0,0.0,705.867858496,94.99,0.0
36368,259619624,33.0,OVAL,26.0,FUMIL,48.5,0.0,66.5714931708,41.27,0.0
36669,259620270,26.0,RETANGULAR,29.0,FUMIL,45.0,1.0,144.495312581,39.22692307690001,0.0
36774,259619624,33.0,OVAL,26.0,FUMIL,48.5,0.0,384.856229733,37.183846153800005,0.0
36987,260010460,19.0,RETANGULAR,32.0,PANELA MINEIRA,50.0,0.0,107.381055786,99.99,0.0
37126,260010426,30.0,OVAL,22.0,FUMIL,42.0,0.0,853.035708243,89.99,0.0
37304,260011676,30.0,OVAL,22.0,PANELA MINEIRA,42.0,0.0,91.2385567418,94.99,0.0
37524,259620270,26.0,RETANGULAR,29.0,FUMIL,45.0,1.0,235.101382235,129.99,0.0
37839,259620270,26.0,RETANGULAR,29.0,FUMIL,45.0,1.0,828.6663260319999,160.64,0.0
39485,260009862,21.0,RETANGULAR,36.0,PANELA MINEIRA,59.0,0.0,686.332281126,191.29,1.0
40045,260010460,19.0,RETANGULAR,32.0,PANELA MINEIRA,50.0,0.0,948.4383547010001,114.99,0.0
40207,260010426,30.0,OVAL,22.0,FUMIL,42.0,0.0,446.613492574,89.99,0.0
40871,260011676,30.0,OVAL,22.0,PANELA MINEIRA,42.0,0.0,42.5468037852,94.99,1.0
41669,260011676,30.0,OVAL,22.0,PANELA MINEIRA,42.0,0.0,195.210233161,94.99,0.0
42532,259619624,33.0,OVAL,26.0,FUMIL,48.5,0.0,98.1607388815,27.99,0.0
42944,259619624,33.0,OVAL,26.0,FUMIL,48.5,0.0,724.273272302,27.99,0.0
42981,260009948,30.0,RETANGULAR,22.0,PANELA MINEIRA,42.0,0.0,908.197536972,89.99,0.0
43295,259619624,33.0,OVAL,26.0,FUMIL,48.5,0.0,382.75387230300004,27.99,0.0
43738,259620270,26.0,RETANGULAR,29.0,FUMIL,45.0,1.0,44.589472639600004,31.0546153846,0.0
43790,260009862,21.0,RETANGULAR,36.0,PANELA MINEIRA,59.0,0.0,419.211140659,34.1192307692,0.0
45456,259619624,33.0,OVAL,26.0,FUMIL,48.5,0.0,484.804469604,37.183846153800005,0.0
46556,260011676,30.0,OVAL,22.0,PANELA MINEIRA,42.0,0.0,601.535174448,36.01637362633333,0.0
46630,260010426,30.0,OVAL,22.0,FUMIL,42.0,0.0,952.938069165,34.84890109886667,0.0
46822,259619624,33.0,OVAL,26.0,FUMIL,48.5,0.0,285.421939155,33.6814285714,0.0
47112,260010544,28.0,OVAL,35.0,PANELA MINEIRA,35.0,0.0,799.05913211,63.75,0.0
47210,260010544,28.0,OVAL,35.0,PANELA MINEIRA,35.0,0.0,59.6351802278,44.99,0.0
47816,260009948,30.0,RETANGULAR,22.0,PANELA MINEIRA,42.0,0.0,7.5397572652,89.99,0.0
48967,260010426,30.0,OVAL,22.0,FUMIL,42.0,0.0,815.413778713,89.99,0.0
49066,259619624,33.0,OVAL,26.0,FUMIL,48.5,0.0,492.349679312,27.99,1.0
51118,259620270,26.0,RETANGULAR,29.0,FUMIL,45.0,1.0,8.826091083789999,78.99000000000001,0.0
51490,259620270,26.0,RETANGULAR,29.0,FUMIL,45.0,1.0,285.421939155,129.99,0.0
52631,259620270,26.0,RETANGULAR,29.0,FUMIL,45.0,1.0,152.53478671,95.99000000000001,0.0
52876,259620270,26.0,RETANGULAR,29.0,FUMIL,45.0,1.0,882.4054767189999,61.989999999999995,0.0
55309,259619624,33.0,OVAL,26.0,FUMIL,48.5,0.0,141.71926769,27.99,1.0
55758,260010460,19.0,RETANGULAR,32.0,PANELA MINEIRA,50.0,0.0,6.35134917054,114.99,0.0
56341,259619624,33.0,OVAL,26.0,FUMIL,48.5,0.0,326.435718134,41.27,0.0
56830,260011676,30.0,OVAL,22.0,PANELA MINEIRA,42.0,0.0,947.199425985,94.99,0.0
56864,259619624,33.0,OVAL,26.0,FUMIL,48.5,0.0,308.07250689,27.99,0.0
57466,259619624,33.0,OVAL,26.0,FUMIL,48.5,0.0,792.2912863460001,41.27,0.0
58166,260010460,19.0,RETANGULAR,32.0,PANELA MINEIRA,50.0,0.0,863.3475529210001,114.99,0.0
58264,259620270,26.0,RETANGULAR,29.0,FUMIL,45.0,1.0,121.257909679,119.99,0.0
58579,259620270,26.0,RETANGULAR,29.0,FUMIL,45.0,1.0,779.5255375060001,124.99000000000001,0.0
58871,259620270,26.0,RETANGULAR,29.0,FUMIL,45.0,1.0,407.40122631,129.99,0.0
59239,259619624,33.0,OVAL,26.0,FUMIL,48.5,0.0,315.513449526,41.27,0.0
59425,259619624,33.0,OVAL,26.0,FUMIL,48.5,0.0,317.297028497,27.99,0.0
59681,260009948,30.0,RETANGULAR,22.0,PANELA MINEIRA,42.0,0.0,192.448499927,89.99,0.0
59735,259619624,33.0,OVAL,26.0,FUMIL,48.5,0.0,891.58735253,37.183846153800005,0.0
59991,260009948,30.0,RETANGULAR,22.0,PANELA MINEIRA,42.0,0.0,525.520298573,89.99,0.0
60001,259620270,26.0,RETANGULAR,29.0,FUMIL,45.0,1.0,18.723850400499998,58.989999999999995,0.0
61611,259619624,33.0,OVAL,26.0,FUMIL,48.5,0.0,394.469074948,27.99,0.0
61764,260010426,30.0,OVAL,22.0,FUMIL,42.0,0.0,779.6323059489999,99.99,1.0
61956,260011676,30.0,OVAL,22.0,PANELA MINEIRA,42.0,0.0,358.01675792199995,94.99,0.0
62808,260010544,28.0,OVAL,35.0,PANELA MINEIRA,35.0,0.0,107.96159068200001,44.99,0.0
63633,259619624,33.0,OVAL,26.0,FUMIL,48.5,0.0,547.187560355,27.99,0.0
63900,260009948,30.0,RETANGULAR,22.0,PANELA MINEIRA,42.0,0.0,391.14447129499996,36.49,0.0
64691,260010544,28.0,OVAL,35.0,PANELA MINEIRA,35.0,0.0,235.101382235,44.99,0.0
65237,260007344,30.0,OVAL,22.0,FUMIL,42.0,0.0,887.545873255,59.99,0.0
65746,259619624,33.0,OVAL,26.0,FUMIL,48.5,0.0,557.325252843,41.27,0.0
65869,260007344,30.0,OVAL,22.0,FUMIL,42.0,0.0,441.464759616,59.99,0.0
65998,260009948,30.0,RETANGULAR,22.0,PANELA MINEIRA,42.0,0.0,320.572138763,77.49,0.0
67125,260011676,30.0,OVAL,22.0,PANELA MINEIRA,42.0,0.0,493.024609335,94.99,0.0
67427,260009948,30.0,RETANGULAR,22.0,PANELA MINEIRA,42.0,0.0,45.658970284,89.99,0.0
67762,260009948,30.0,RETANGULAR,22.0,PANELA MINEIRA,42.0,0.0,859.615890825,89.99,0.0
67868,260010544,28.0,OVAL,35.0,PANELA MINEIRA,35.0,0.0,222.97211802099997,44.99,0.0
68804,259619624,33.0,OVAL,26.0,FUMIL,48.5,0.0,62.1846862558,27.99,0.0
69800,260009948,30.0,RETANGULAR,22.0,PANELA MINEIRA,42.0,0.0,121.257909679,27.99,0.0
69822,259619624,33.0,OVAL,26.0,FUMIL,48.5,0.0,345.98452580400004,27.99,0.0
70134,260010426,30.0,OVAL,22.0,FUMIL,42.0,0.0,306.346859193,89.99,0.0
70268,259619624,33.0,OVAL,26.0,FUMIL,48.5,0.0,638.652072573,41.27,0.0
70510,259619624,33.0,OVAL,26.0,FUMIL,48.5,0.0,278.956406914,41.27,0.0
70665,260009948,30.0,RETANGULAR,22.0,PANELA MINEIRA,42.0,0.0,389.81628721199996,34.63,0.0
71837,259619624,33.0,OVAL,26.0,FUMIL,48.5,0.0,518.994064246,27.99,0.0
72861,260010426,30.0,OVAL,22.0,FUMIL,42.0,0.0,324.331175547,94.99,0.0
73763,260009948,30.0,RETANGULAR,22.0,PANELA MINEIRA,42.0,0.0,419.63546318199997,89.99,0.0
73926,259619624,33.0,OVAL,26.0,FUMIL,48.5,0.0,303.994808187,41.27,0.0
74104,259620270,26.0,RETANGULAR,29.0,FUMIL,45.0,1.0,317.297028497,34.63,0.0
75220,259619624,33.0,OVAL,26.0,FUMIL,48.5,0.0,701.592682214,27.99,0.0
75570,260009862,21.0,RETANGULAR,36.0,PANELA MINEIRA,59.0,0.0,45.658970284,45.870000000000005,0.0
75603,260010544,28.0,OVAL,35.0,PANELA MINEIRA,35.0,0.0,319.96477481,63.75,0.0
75738,259619624,33.0,OVAL,26.0,FUMIL,48.5,0.0,438.090007995,41.27,0.0
75784,260009948,30.0,RETANGULAR,22.0,PANELA MINEIRA,42.0,0.0,205.035700015,65.63,0.0
75980,260009948,30.0,RETANGULAR,22.0,PANELA MINEIRA,42.0,0.0,870.3465836380001,89.99,0.0
76027,259619624,33.0,OVAL,26.0,FUMIL,48.5,0.0,535.765072845,27.99,0.0
76186,260009948,30.0,RETANGULAR,22.0,PANELA MINEIRA,42.0,0.0,39.721976203800004,89.99,0.0
77563,259620270,26.0,RETANGULAR,29.0,FUMIL,45.0,1.0,280.79559684099996,129.99,0.0
77835,260010426,30.0,OVAL,22.0,FUMIL,42.0,0.0,756.6390380830001,89.99,0.0
77986,260009948,30.0,RETANGULAR,22.0,PANELA MINEIRA,42.0,0.0,449.17915288650005,89.99,1.0
78111,259620270,26.0,RETANGULAR,29.0,FUMIL,45.0,1.0,141.71926769,73.75,0.0
78515,260009948,30.0,RETANGULAR,22.0,PANELA MINEIRA,42.0,0.0,476.013288512,57.51,0.0
78968,259619624,33.0,OVAL,26.0,FUMIL,48.5,0.0,66.8982512381,41.27,0.0
79298,260009948,30.0,RETANGULAR,22.0,PANELA MINEIRA,42.0,0.0,9.17733970701,50.63,0.0
79773,260007344,30.0,OVAL,22.0,FUMIL,42.0,0.0,697.01013108,59.99,1.0
79930,259619624,33.0,OVAL,26.0,FUMIL,48.5,0.0,116.08897763200001,41.27,1.0
79974,260009948,30.0,RETANGULAR,22.0,PANELA MINEIRA,42.0,0.0,730.0648034989999,85.63,0.0
80212,259620270,26.0,RETANGULAR,29.0,FUMIL,45.0,1.0,536.11527777,129.99,0.0
80221,260010544,28.0,OVAL,35.0,PANELA MINEIRA,35.0,0.0,67.69757435220001,83.5869230769,0.0
81115,259619624,33.0,OVAL,26.0,FUMIL,48.5,0.0,286.77274017599996,37.183846153800005,0.0
82246,259620270,26.0,RETANGULAR,29.0,FUMIL,45.0,1.0,986.845612111,129.99,0.0
82814,259619624,33.0,OVAL,26.0,FUMIL,48.5,0.0,103.597288204,33.6814285714,0.0
83027,259620270,26.0,RETANGULAR,29.0,FUMIL,45.0,1.0,235.101382235,129.99,0.0
83109,260010426,30.0,OVAL,22.0,FUMIL,42.0,0.0,288.335375745,89.99,0.0
83512,260010426,30.0,OVAL,22.0,FUMIL,42.0,0.0,559.30732677,99.99,0.0
84416,259619624,33.0,OVAL,26.0,FUMIL,48.5,0.0,650.098529364,27.99,0.0
84663,260009862,21.0,RETANGULAR,36.0,PANELA MINEIRA,59.0,0.0,205.035700015,134.99,0.0
85604,260010544,28.0,OVAL,35.0,PANELA MINEIRA,35.0,0.0,290.481435793,44.99,0.0
85743,260009948,30.0,RETANGULAR,22.0,PANELA MINEIRA,42.0,0.0,93.32283382600001,89.99,0.0
85975,260010426,30.0,OVAL,22.0,FUMIL,42.0,0.0,256.708557833,89.99,0.0
86092,260009948,30.0,RETANGULAR,22.0,PANELA MINEIRA,42.0,0.0,967.749062585,89.99,0.0
86367,260010544,28.0,OVAL,35.0,PANELA MINEIRA,35.0,0.0,51.169055614099996,44.99,0.0
86509,259620270,26.0,RETANGULAR,29.0,FUMIL,45.0,1.0,36.7259871894,255.998181818,0.0
86599,260009948,30.0,RETANGULAR,22.0,PANELA MINEIRA,42.0,0.0,492.34548891300005,185.662121212,0.0
87022,259620270,26.0,RETANGULAR,29.0,FUMIL,45.0,1.0,188.544549925,115.326060606,0.0
87309,260010544,28.0,OVAL,35.0,PANELA MINEIRA,35.0,0.0,121.257909679,44.99,0.0
87569,260009948,30.0,RETANGULAR,22.0,PANELA MINEIRA,42.0,0.0,377.196728652,89.99,1.0
87636,260010426,30.0,OVAL,22.0,FUMIL,42.0,0.0,20.2480857631,95.7042857143,0.0
87776,259619624,33.0,OVAL,26.0,FUMIL,48.5,0.0,256.108103428,112.84714285715,0.0
87824,259620270,26.0,RETANGULAR,29.0,FUMIL,45.0,1.0,435.830771747,129.99,0.0
89300,259619624,33.0,OVAL,26.0,FUMIL,48.5,0.0,779.0898139330001,37.183846153800005,0.0
89405,260010544,28.0,OVAL,35.0,PANELA MINEIRA,35.0,0.0,488.860004439,44.99,0.0
90022,260010544,28.0,OVAL,35.0,PANELA MINEIRA,35.0,0.0,492.349679312,44.99,1.0
90223,259619624,33.0,OVAL,26.0,FUMIL,48.5,0.0,939.518054461,41.27,0.0
90759,260009862,21.0,RETANGULAR,36.0,PANELA MINEIRA,59.0,0.0,775.5034610280001,134.99,0.0
91257,259620270,26.0,RETANGULAR,29.0,FUMIL,45.0,1.0,27.0566858817,129.99,0.0
91265,260010460,19.0,RETANGULAR,32.0,PANELA MINEIRA,50.0,0.0,715.167146031,99.99,0.0
92267,260010426,30.0,OVAL,22.0,FUMIL,42.0,0.0,121.649211485,97.99,0.0
92662,259619624,33.0,OVAL,26.0,FUMIL,48.5,0.0,362.75990920099997,27.99,1.0
92684,260010426,30.0,OVAL,22.0,FUMIL,42.0,0.0,532.603803586,89.99,0.0
93641,260009948,30.0,RETANGULAR,22.0,PANELA MINEIRA,42.0,0.0,700.8475899560001,89.99,1.0
94405,259620270,26.0,RETANGULAR,29.0,FUMIL,45.0,1.0,859.154704178,129.99,0.0
95461,260010544,28.0,OVAL,35.0,PANELA MINEIRA,35.0,0.0,908.197536972,87.49000000000001,0.0
95854,260010544,28.0,OVAL,35.0,PANELA MINEIRA,35.0,0.0,359.797274391,44.99,0.0
96179,260011676,30.0,OVAL,22.0,PANELA MINEIRA,42.0,0.0,37.3196640552,94.99,0.0
96218,260009948,30.0,RETANGULAR,22.0,PANELA MINEIRA,42.0,0.0,828.6663260319999,98.99,0.0
96385,260009948,30.0,RETANGULAR,22.0,PANELA MINEIRA,42.0,0.0,477.57546857,102.99,0.0
96662,260009948,30.0,RETANGULAR,22.0,PANELA MINEIRA,42.0,0.0,50.3387536829,106.99,0.0
97004,260010544,28.0,OVAL,35.0,PANELA MINEIRA,35.0,0.0,979.580934651,110.99,0.0
97547,260010460,19.0,RETANGULAR,32.0,PANELA MINEIRA,50.0,0.0,973.1644961975001,114.99,0.0
97680,260009948,30.0,RETANGULAR,22.0,PANELA MINEIRA,42.0,0.0,966.748057744,89.99,0.0
97749,259619624,33.0,OVAL,26.0,FUMIL,48.5,0.0,659.3616164619999,27.99,0.0
99175,260010544,28.0,OVAL,35.0,PANELA MINEIRA,35.0,0.0,553.2612333330001,44.99,0.0
100091,259619624,33.0,OVAL,26.0,FUMIL,48.5,0.0,413.180439249,27.99,0.0
100285,259620270,26.0,RETANGULAR,29.0,FUMIL,45.0,1.0,240.90445501099998,129.99,1.0
100670,259619624,33.0,OVAL,26.0,FUMIL,48.5,0.0,475.45395229400003,41.27,0.0
100812,259620270,26.0,RETANGULAR,29.0,FUMIL,45.0,1.0,802.199870358,255.998181818,0.0
101939,260009862,21.0,RETANGULAR,36.0,PANELA MINEIRA,59.0,0.0,203.017930315,134.99,1.0
103397,260009948,30.0,RETANGULAR,22.0,PANELA MINEIRA,42.0,0.0,36.2736819638,89.1566666667,0.0
103762,260010460,19.0,RETANGULAR,32.0,PANELA MINEIRA,50.0,0.0,188.544549925,87.7677777778,0.0
103807,260011676,30.0,OVAL,22.0,PANELA MINEIRA,42.0,0.0,532.603803586,86.3788888889,0.0
104092,260009948,30.0,RETANGULAR,22.0,PANELA MINEIRA,42.0,0.0,78.6230853262,84.99,0.0
105086,259619624,33.0,OVAL,26.0,FUMIL,48.5,0.0,333.827628844,27.99,0.0
105390,260009862,21.0,RETANGULAR,36.0,PANELA MINEIRA,59.0,0.0,13.5281363465,27.99,0.0
105619,260009948,30.0,RETANGULAR,22.0,PANELA MINEIRA,42.0,0.0,395.92292672300005,27.99,0.0
105644,259619624,33.0,OVAL,26.0,FUMIL,48.5,0.0,187.710796628,27.99,0.0
105976,260009948,30.0,RETANGULAR,22.0,PANELA MINEIRA,42.0,0.0,73.1323805824,61.99000000000001,0.0
106572,260010460,19.0,RETANGULAR,32.0,PANELA MINEIRA,50.0,0.0,871.9852139789999,95.99000000000001,0.0
106588,259620270,26.0,RETANGULAR,29.0,FUMIL,45.0,1.0,42.1824066493,129.99,0.0
106853,260009948,30.0,RETANGULAR,22.0,PANELA MINEIRA,42.0,0.0,408.300123032,132.49,0.0
107630,260009862,21.0,RETANGULAR,36.0,PANELA MINEIRA,59.0,0.0,518.424206925,134.99,0.0
107752,260010460,19.0,RETANGULAR,32.0,PANELA MINEIRA,50.0,0.0,397.475218209,114.99,0.0
107993,260010426,30.0,OVAL,22.0,FUMIL,42.0,0.0,492.34548891300005,89.99,0.0
109007,259619624,33.0,OVAL,26.0,FUMIL,48.5,0.0,519.730547591,41.27,0.0
109124,260010426,30.0,OVAL,22.0,FUMIL,42.0,0.0,391.17782664099997,95.7042857143,0.0
109463,260009948,30.0,RETANGULAR,22.0,PANELA MINEIRA,42.0,0.0,760.799465196,89.99,1.0
110269,260010544,28.0,OVAL,35.0,PANELA MINEIRA,35.0,0.0,717.9966426230001,44.99,0.0
110524,259619624,33.0,OVAL,26.0,FUMIL,48.5,0.0,26.7544304128,27.99,1.0
110907,260009948,30.0,RETANGULAR,22.0,PANELA MINEIRA,42.0,0.0,871.9852139789999,61.489999999999995,0.0
112506,260011676,30.0,OVAL,22.0,PANELA MINEIRA,42.0,0.0,886.171460731,94.99,0.0
112525,260011676,30.0,OVAL,22.0,PANELA MINEIRA,42.0,0.0,625.109378243,94.99,1.0
112961,259619624,33.0,OVAL,26.0,FUMIL,48.5,0.0,710.407368247,41.27,0.0
113017,260010460,19.0,RETANGULAR,32.0,PANELA MINEIRA,50.0,0.0,67.998871328,114.99,1.0
113774,260009948,30.0,RETANGULAR,22.0,PANELA MINEIRA,42.0,0.0,111.83879054,79.99,0.0
114166,260010544,28.0,OVAL,35.0,PANELA MINEIRA,35.0,0.0,229.75096111,44.99,0.0
115813,260010460,19.0,RETANGULAR,32.0,PANELA MINEIRA,50.0,0.0,203.017930315,87.49000000000001,0.0
115856,259620270,26.0,RETANGULAR,29.0,FUMIL,45.0,1.0,956.4436516789999,129.99,0.0
117166,260010460,19.0,RETANGULAR,32.0,PANELA MINEIRA,50.0,0.0,45.658970284,114.99,0.0
117686,260010460,19.0,RETANGULAR,32.0,PANELA MINEIRA,50.0,0.0,242.560377035,114.99,0.0
117986,260009862,21.0,RETANGULAR,36.0,PANELA MINEIRA,59.0,0.0,603.626574889,114.99,0.0
118091,260010460,19.0,RETANGULAR,32.0,PANELA MINEIRA,50.0,0.0,51.2350714664,114.99,0.0
118904,260009862,21.0,RETANGULAR,36.0,PANELA MINEIRA,59.0,0.0,177.328083378,134.99,0.0
119516,259620270,26.0,RETANGULAR,29.0,FUMIL,45.0,1.0,73.87726538529999,134.99,0.0
