,ITEM_ID,ALTURA,COR,LARGURA,MARCA,PROFUNDIDADE,SESSION_ID,ITEM_PRICE,INTERESTED
4864,260010352,26.0,PRETO,29.0,PANELA MINEIRA,45.0,145.73179268299998,97.36,0.0
4865,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,759.357478075,74.99,0.0
4875,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,409.867913148,74.99,0.0
4890,261893992,19.0,PRETO,32.0,PANELA MINEIRA,50.0,919.2977884,74.99,0.0
4908,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,165.18503147200002,74.99,0.0
4934,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,795.14282875,76.372,0.0
4949,261898968,30.0,PRETO,51.0,PANELA MINEIRA,51.0,781.778763339,84.99,0.0
4968,261893992,19.0,PRETO,32.0,PANELA MINEIRA,50.0,613.390501868,99.99,0.0
4970,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,687.951239537,76.372,0.0
5004,261893940,26.0,PRETO,29.0,PANELA MINEIRA,45.0,923.653850467,72.9,0.0
5018,261894150,19.0,PRETO,32.0,PANELA MINEIRA,50.0,823.347321644,169.99,0.0
5024,261893992,19.0,PRETO,32.0,PANELA MINEIRA,50.0,288.96392567,153.56142857150002,0.0
5068,261900970,30.0,PRETO,51.0,PANELA MINEIRA,51.0,270.616811123,137.132857143,0.0
5104,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,529.651886591,74.99,0.0
5124,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,155.099575627,74.99,0.0
5138,261893940,26.0,PRETO,29.0,PANELA MINEIRA,45.0,744.371938057,64.99,0.0
5205,260010106,46.0,PRETO,30.0,PANELA MINEIRA,41.0,700.146383751,37.99,1.0
5240,256332650,36.5,LARANJA,23.5,HERCULES,2.5,195.75606627099998,67.675,0.0
5244,260010352,26.0,PRETO,29.0,PANELA MINEIRA,45.0,81.8656987279,97.36,0.0
5247,260011302,19.0,PRETO,32.0,FUMIL,50.0,303.29485645799997,98.675,0.0
5250,260013662,30.0,PRETO,51.0,PANELA MINEIRA,51.0,203.752535945,99.99,0.0
5279,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,91.49539378809999,80.518,0.0
5286,261898968,30.0,PRETO,51.0,PANELA MINEIRA,51.0,935.8812953739999,84.99,0.0
5349,261893940,26.0,PRETO,29.0,PANELA MINEIRA,45.0,776.1638067839999,64.99,0.0
5381,261893992,19.0,PRETO,32.0,PANELA MINEIRA,50.0,136.199100988,99.99,0.0
5387,261893940,26.0,PRETO,29.0,PANELA MINEIRA,45.0,538.2395009530001,72.9,0.0
5396,261900884,46.0,PRETO,30.0,PANELA MINEIRA,41.0,261.037955696,64.99,0.0
5414,261898968,30.0,PRETO,51.0,PANELA MINEIRA,51.0,813.033215056,84.99,0.0
5425,260011270,30.0,PRETO,51.0,PANELA MINEIRA,51.0,538.550527673,119.99,1.0
5434,261900884,46.0,PRETO,30.0,PANELA MINEIRA,41.0,129.4485564,64.99,0.0
5450,260010352,26.0,PRETO,29.0,PANELA MINEIRA,45.0,191.05927923299998,54.99,0.0
5451,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,422.83131886800004,80.518,0.0
5454,261894150,19.0,PRETO,32.0,PANELA MINEIRA,50.0,783.205847638,169.99,0.0
5472,260010384,46.0,PRETO,30.0,FUMIL,41.0,957.364729752,134.99,0.0
5536,261893992,19.0,PRETO,32.0,PANELA MINEIRA,50.0,518.83821876695,99.99,0.0
5542,261901098,21.0,PRETO,36.0,PANELA MINEIRA,59.0,80.3117077819,149.99,0.0
5643,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,773.753295302,74.99,0.0
5711,260010352,26.0,PRETO,29.0,PANELA MINEIRA,45.0,43.832746222,97.36,0.0
5722,260010704,46.0,PRETO,30.0,FUMIL,41.0,726.108555573,112.53,0.0
5819,261893940,26.0,PRETO,29.0,PANELA MINEIRA,45.0,889.402572353,64.99,0.0
5833,261898968,30.0,PRETO,51.0,PANELA MINEIRA,51.0,612.3250083335,84.99,0.0
5901,261901098,21.0,PRETO,36.0,PANELA MINEIRA,59.0,335.247444314,149.99,0.0
5921,260011462,26.0,PRETO,29.0,PANELA MINEIRA,45.0,337.600445676,99.99,0.0
5934,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,461.38140001,74.99,0.0
5963,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,421.50318083400003,76.372,0.0
5989,260011902,26.0,PRETO,29.0,FUMIL,45.0,508.313420782,23.99,0.0
6002,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,690.2055458369999,74.99,0.0
6069,260011902,26.0,PRETO,29.0,FUMIL,45.0,635.8645871680001,21.99,0.0
6070,261894150,19.0,PRETO,32.0,PANELA MINEIRA,50.0,307.435030003,242.55,0.0
6091,261901098,21.0,PRETO,36.0,PANELA MINEIRA,59.0,724.056730921,149.99,0.0
6105,261893992,19.0,PRETO,32.0,PANELA MINEIRA,50.0,623.687249016,99.99,0.0
6157,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,757.8112194360001,80.518,0.0
6197,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,849.789933631,74.99,0.0
6203,261893940,26.0,PRETO,29.0,PANELA MINEIRA,45.0,496.85136892699995,72.9,0.0
6219,260010352,26.0,PRETO,29.0,PANELA MINEIRA,45.0,528.47485335,54.99,0.0
6255,256329434,48.0,LARANJA,26.0,HERCULES,2.5,494.764972081,249.99,0.0
6257,261900970,30.0,PRETO,51.0,PANELA MINEIRA,51.0,717.3057295839999,137.132857143,0.0
6341,261900884,46.0,PRETO,30.0,PANELA MINEIRA,41.0,267.20931324599997,64.99,0.0
6349,261893992,19.0,PRETO,32.0,PANELA MINEIRA,50.0,762.1726926089999,99.99,0.0
6386,260010704,46.0,PRETO,30.0,FUMIL,41.0,320.62091334,94.99,0.0
6486,260010384,46.0,PRETO,30.0,FUMIL,41.0,254.96430129400002,37.99,0.0
6505,261893940,26.0,PRETO,29.0,PANELA MINEIRA,45.0,569.630349504,72.9,0.0
6521,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,535.985212344,95.0,0.0
6533,260010352,26.0,PRETO,29.0,PANELA MINEIRA,45.0,698.908284087,86.7225,0.0
6626,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,368.801444138,78.445,0.0
6634,261900884,46.0,PRETO,30.0,PANELA MINEIRA,41.0,273.286065446,64.99,0.0
6635,260010352,26.0,PRETO,29.0,PANELA MINEIRA,45.0,56.902268817,54.99,0.0
6661,260010704,46.0,PRETO,30.0,FUMIL,41.0,724.056730921,112.53,0.0
6685,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,627.879685336,74.99,0.0
6689,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,814.041380373,83.2114814815,0.0
6716,260010384,46.0,PRETO,30.0,FUMIL,41.0,1000.20307541,37.99,1.0
6754,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,796.0362998039999,74.99,0.0
6816,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,940.862045857,74.99,0.0
6911,261893992,19.0,PRETO,32.0,PANELA MINEIRA,50.0,847.180284755,99.99,0.0
6947,260010106,46.0,PRETO,30.0,PANELA MINEIRA,41.0,702.929965455,37.99,0.0
7031,261900884,46.0,PRETO,30.0,PANELA MINEIRA,41.0,799.654641723,64.99,0.0
7058,260010106,46.0,PRETO,30.0,PANELA MINEIRA,41.0,872.0974755780001,37.99,0.0
7077,261894150,19.0,PRETO,32.0,PANELA MINEIRA,50.0,61.663363411000006,93.99000000000001,0.0
7235,261901098,21.0,PRETO,36.0,PANELA MINEIRA,59.0,51.7896268971,149.99,0.0
7243,261893940,26.0,PRETO,29.0,PANELA MINEIRA,45.0,442.92122120205,64.99,0.0
7308,261893992,19.0,PRETO,32.0,PANELA MINEIRA,50.0,834.052815507,99.99,0.0
7337,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,125.320105724,99.39,0.0
7391,261898968,30.0,PRETO,51.0,PANELA MINEIRA,51.0,990.761028592,84.99,0.0
7491,260013662,30.0,PRETO,51.0,PANELA MINEIRA,51.0,38.8536247798,99.99,0.0
7576,260010106,46.0,PRETO,30.0,PANELA MINEIRA,41.0,310.592687576,37.99,0.0
7662,260011302,19.0,PRETO,32.0,FUMIL,50.0,981.417926081,99.99,0.0
7667,261893992,19.0,PRETO,32.0,PANELA MINEIRA,50.0,327.465893537,99.99,1.0
7673,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,794.961055227,95.0,0.0
7692,260011462,26.0,PRETO,29.0,PANELA MINEIRA,45.0,928.433040874,99.99,1.0
7702,261898968,30.0,PRETO,51.0,PANELA MINEIRA,51.0,579.255269754,84.99,0.0
7756,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,437.014555054,74.99,0.0
7772,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,540.803599543,76.372,0.0
7792,260010704,46.0,PRETO,30.0,FUMIL,41.0,250.485538238,112.53,0.0
7894,260011902,26.0,PRETO,29.0,FUMIL,45.0,448.659714165,23.99,0.0
7951,260011902,26.0,PRETO,29.0,FUMIL,45.0,434.490314595,23.99,0.0
8052,260010352,26.0,PRETO,29.0,PANELA MINEIRA,45.0,245.760837159,54.99,0.0
8071,261893992,19.0,PRETO,32.0,PANELA MINEIRA,50.0,66.6869530668,99.99,0.0
8124,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,878.974720626,74.99,0.0
8164,261901098,21.0,PRETO,36.0,PANELA MINEIRA,59.0,319.383426387,149.99,0.0
8173,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,312.354248476,80.518,0.0
8178,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,375.924047111,89.9451851852,0.0
8259,261898968,30.0,PRETO,51.0,PANELA MINEIRA,51.0,574.876662425,84.99,0.0
8273,261893992,19.0,PRETO,32.0,PANELA MINEIRA,50.0,77.8429735329,99.99,0.0
8293,260010352,26.0,PRETO,29.0,PANELA MINEIRA,45.0,21.3284060086,54.99,0.0
8377,260010352,26.0,PRETO,29.0,PANELA MINEIRA,45.0,100.347370955,54.99,0.0
8436,260013662,30.0,PRETO,51.0,PANELA MINEIRA,51.0,782.6762324839999,99.99,1.0
8496,261893992,19.0,PRETO,32.0,PANELA MINEIRA,50.0,749.749091157,99.99,0.0
8498,261894150,19.0,PRETO,32.0,PANELA MINEIRA,50.0,703.827834899,92.49,0.0
8529,261898968,30.0,PRETO,51.0,PANELA MINEIRA,51.0,162.031141651,84.99,0.0
8579,260011302,19.0,PRETO,32.0,FUMIL,50.0,99.9401620679,74.99,0.0
8584,261900884,46.0,PRETO,30.0,PANELA MINEIRA,41.0,247.559515641,64.99,1.0
8653,261894150,19.0,PRETO,32.0,PANELA MINEIRA,50.0,471.834519905,242.55,0.0
8663,260013586,19.0,PRETO,32.0,PANELA MINEIRA,50.0,332.15210967400003,299.99,0.0
8709,260010352,26.0,PRETO,29.0,PANELA MINEIRA,45.0,437.610043749,73.3426315789,0.0
8716,260010352,26.0,PRETO,29.0,PANELA MINEIRA,45.0,103.86819012299999,54.99,0.0
8719,260010352,26.0,PRETO,29.0,PANELA MINEIRA,45.0,44.273423857,54.99,0.0
8758,261894150,19.0,PRETO,32.0,PANELA MINEIRA,50.0,16.5698497429,169.99,0.0
8812,260010704,46.0,PRETO,30.0,FUMIL,41.0,32.9640256627,112.53,0.0
8818,261900884,46.0,PRETO,30.0,PANELA MINEIRA,41.0,631.86472508,64.99,0.0
8881,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,96.36254001879999,74.99,1.0
8979,260010384,46.0,PRETO,30.0,FUMIL,41.0,377.87989911,37.99,0.0
8985,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,593.751739482,78.445,0.0
9164,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,272.082774326,83.2114814815,0.0
9249,261893940,26.0,PRETO,29.0,PANELA MINEIRA,45.0,546.903453663,64.99,0.0
9289,261894150,19.0,PRETO,32.0,PANELA MINEIRA,50.0,283.50697138099997,77.4675925926,0.0
9386,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,737.179388846,89.9451851852,0.0
9412,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,469.585353602,74.99,1.0
9424,260010106,46.0,PRETO,30.0,PANELA MINEIRA,41.0,494.94511447300005,37.0852380952,0.0
9519,261900884,46.0,PRETO,30.0,PANELA MINEIRA,41.0,924.276052255,64.99,0.0
9532,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,281.59558633299997,99.39,0.0
9593,261894182,54.0,PRETO,29.0,PANELA MINEIRA,46.0,689.3284244580001,79.99,0.0
9733,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,297.797429028,103.78,0.0
9764,260013586,19.0,PRETO,32.0,PANELA MINEIRA,50.0,287.733628851,209.99,0.0
9798,256329434,48.0,LARANJA,26.0,HERCULES,2.5,136.568419653,156.885,0.0
9815,261894118,26.0,PRETO,29.0,PANELA MINEIRA,45.0,388.187133832,103.78,0.0
9817,261900884,46.0,PRETO,30.0,PANELA MINEIRA,41.0,45.840380638199996,64.99,0.0
9923,260010106,46.0,PRETO,30.0,PANELA MINEIRA,41.0,590.902297106,37.99,0.0
9972,261898968,30.0,PRETO,51.0,PANELA MINEIRA,51.0,144.40861391200002,84.99,0.0
10000,260009916,46.0,PRETO,30.0,PANELA MINEIRA,41.0,368.58582167,75.01,0.0
10040,260010704,46.0,PRETO,30.0,FUMIL,41.0,366.187412155,112.53,0.0
10048,260011270,30.0,PRETO,51.0,PANELA MINEIRA,51.0,319.339862385,99.99,0.0
10051,260011270,30.0,PRETO,51.0,PANELA MINEIRA,51.0,666.558101379,99.99,0.0
10064,261893992,19.0,PRETO,32.0,PANELA MINEIRA,50.0,804.336771235,99.99,0.0
