,ITEM_ID,MARCA,TEM_FERRO_FUNDIDO,TEM_TAMPA,TIPO_WOK,SESSION_ID,ITEM_PRICE,INTERESTED
928,13863712,TRAMONTINA,NAO,0.0,NAO,519.817454484,97.4,0.0
964,242956508,ROCHEDO,NAO,0.0,NAO,712.4348680589999,26.99,0.0
967,255487712,LA CUISINE,NAO,0.0,NAO,91.56467579379999,89.99,0.0
973,257796924,HAPPYCALL,NAO,0.0,NAO,443.543889836,339.0,0.0
992,257532432,HAPPYCALL,NAO,0.0,NAO,656.730468448,389.9,0.0
996,223402004,CERAFLAME,NAO,1.0,NAO,541.366158681,346.56666666666666,0.0
1007,245841928,EURO,NAO,0.0,NAO,147.513859839,303.2333333333333,0.0
1049,257531582,HAPPYCALL,NAO,0.0,NAO,24.9102163007,259.9,0.0
1053,257170702,BRINOX,NAO,0.0,NAO,405.030760449,96.71,0.0
1064,260011708,PANELA MINEIRA,SIM,1.0,NAO,871.9319453080001,47.99,1.0
1086,259619838,FUMIL,SIM,0.0,NAO,692.8111541410001,48.0431818182,0.0
1094,259619742,FUMIL,SIM,0.0,NAO,815.9922041960001,59.13,0.0
1102,240761706,MTA,NAO,0.0,NAO,342.038794226,299.9,0.0
1103,225903566,JOMAFE,NAO,0.0,NAO,554.334099542,134.99,0.0
1111,259619742,FUMIL,SIM,0.0,NAO,957.866029206,82.345,0.0
1119,242956508,ROCHEDO,NAO,0.0,NAO,583.463614435,29.7,0.0
1127,225903482,JOMAFE,NAO,0.0,NAO,32.4935183961,99.99,0.0
1130,11996250,TRAMONTINA,NAO,0.0,NAO,942.9991394580001,90.9,0.0
1143,260011708,PANELA MINEIRA,SIM,1.0,NAO,434.883961916,47.99,0.0
1155,256481304,HERCULES,SIM,0.0,NAO,807.8561082110001,46.945,0.0
1158,259619956,FUMIL,SIM,1.0,NAO,135.027098108,45.9,0.0
1165,255487712,LA CUISINE,NAO,0.0,NAO,733.608025621,89.99,1.0
1173,255487712,LA CUISINE,NAO,0.0,NAO,571.756792471,89.99,0.0
1179,257170702,BRINOX,NAO,0.0,NAO,895.344555715,96.71,0.0
1191,257531986,HAPPYCALL,NAO,0.0,NAO,168.185812424,299.99,0.0
1198,258463582,BRINOX,NAO,1.0,NAO,261.608672398,81.44,0.0
1202,259619902,FUMIL,SIM,1.0,NAO,678.690212338,95.715,0.0
1209,259619710,FUMIL,SIM,1.0,NAO,947.017946815,109.99,0.0
1214,255487712,LA CUISINE,NAO,0.0,NAO,344.24957694,89.99,0.0
1230,245841842,EURO,NAO,0.0,NAO,399.562997773,34.99,0.0
1237,11996682,TRAMONTINA,NAO,0.0,NAO,474.180138742,132.26,0.0
1245,225903566,JOMAFE,NAO,0.0,NAO,578.956109257,114.573333333,0.0
1261,223402004,CERAFLAME,NAO,1.0,NAO,685.370495135,141.67166666650002,0.0
1262,11996254,TRAMONTINA,NAO,0.0,NAO,632.8551307609999,168.77,0.0
1267,257531582,HAPPYCALL,NAO,0.0,NAO,196.529458167,261.773333333,0.0
1271,256481432,HERCULES,SIM,0.0,NAO,458.66568849099997,145.73666666649999,0.0
1274,242956508,ROCHEDO,NAO,0.0,NAO,677.705231162,29.7,0.0
1296,240761580,MTA,NAO,0.0,NAO,355.510520308,39.51,0.0
1330,257532742,HAPPYCALL,NAO,1.0,SIM,52.1359663203,49.32,0.0
1333,259619742,FUMIL,SIM,0.0,NAO,336.547998118,59.13,0.0
1341,257531986,HAPPYCALL,NAO,0.0,NAO,233.13096139099997,399.9,0.0
1354,257532742,HAPPYCALL,NAO,1.0,SIM,226.87518363700002,227.39999999999998,0.0
1358,257165624,BRINOX,NAO,0.0,NAO,646.178844874,54.9,1.0
1364,259620356,FUMIL,SIM,1.0,NAO,87.7979007042,47.99,0.0
1367,259619902,FUMIL,SIM,1.0,NAO,976.030193502,84.99,0.0
1370,257796924,HAPPYCALL,NAO,0.0,NAO,549.087672978,340.45,0.0
1378,259619742,FUMIL,SIM,0.0,NAO,750.93025364,236.37,0.0
1390,10697204,TRAMONTINA,NAO,0.0,NAO,772.84939246,132.29,0.0
1394,10697204,TRAMONTINA,NAO,0.0,NAO,190.66691607099997,196.09499999999997,0.0
1395,257531582,HAPPYCALL,NAO,0.0,NAO,807.021019546,259.9,0.0
1402,242956508,ROCHEDO,NAO,0.0,NAO,168.521008145,29.7,0.0
1408,263055992,EURO HOME,NAO,0.0,NAO,332.738810555,59.99,0.0
1420,255487712,LA CUISINE,NAO,0.0,NAO,81.86299293319999,75.95,0.0
1461,225903448,JOMAFE,NAO,0.0,NAO,569.00032686,89.99,1.0
1471,242956508,ROCHEDO,NAO,0.0,NAO,752.277289396,29.7,0.0
1479,242956508,ROCHEDO,NAO,0.0,NAO,24.878202895900003,29.0,1.0
1487,255487712,LA CUISINE,NAO,0.0,NAO,597.116683352,89.99,0.0
1502,11996250,TRAMONTINA,NAO,0.0,NAO,585.411760737,93.9,0.0
1519,245841962,EURO,NAO,0.0,NAO,434.262506678,34.99,0.0
1540,13863712,TRAMONTINA,NAO,0.0,NAO,457.750095891,99.9,0.0
1553,263055714,EURO HOME,NAO,0.0,NAO,422.20439520400004,172.445,0.0
1562,240761108,MTA,NAO,1.0,NAO,977.5613462460001,244.99,0.0
1563,259619956,FUMIL,SIM,1.0,NAO,13.824860176600001,39.99,0.0
1576,242956508,ROCHEDO,NAO,0.0,NAO,469.979556579,29.0,0.0
1585,10697200,TRAMONTINA,NAO,0.0,NAO,991.653116709,115.7768,0.0
1589,257532432,HAPPYCALL,NAO,0.0,NAO,391.399475996,389.9,0.0
1590,653352,TRAMONTINA,NAO,0.0,NAO,147.234832478,165.9,0.0
1607,257531582,HAPPYCALL,NAO,0.0,NAO,348.22175999800004,259.9,0.0
1614,257168328,BRINOX,NAO,0.0,NAO,804.43515448,69.9,0.0
1615,255487712,LA CUISINE,NAO,0.0,NAO,932.31377407,84.4841176471,0.0
1641,218994466,CERAFLAME,NAO,1.0,NAO,372.66592368,71.80705882355001,0.0
1643,259619742,FUMIL,SIM,0.0,NAO,846.831559679,59.13,0.0
1658,13863716,TRAMONTINA,NAO,0.0,NAO,207.139853232,166.9,0.0
1700,255487712,LA CUISINE,NAO,0.0,NAO,967.481872322,89.99,1.0
1701,13863716,TRAMONTINA,NAO,0.0,NAO,590.9847112790001,167.234666667,0.0
1710,259619710,FUMIL,SIM,1.0,NAO,222.92951404299998,109.99,0.0
1721,257531582,HAPPYCALL,NAO,0.0,NAO,776.939137493,259.9,0.0
1730,13863716,TRAMONTINA,NAO,0.0,NAO,936.420478004,178.30499999999998,0.0
1732,257170702,BRINOX,NAO,0.0,NAO,416.46726119199997,96.71,0.0
1756,259619742,FUMIL,SIM,0.0,NAO,321.32805638900004,59.13,0.0
1775,255487712,LA CUISINE,NAO,0.0,NAO,208.96159877,99.99,1.0
1779,257796924,HAPPYCALL,NAO,0.0,NAO,804.827445288,339.0,0.0
1823,225903448,JOMAFE,NAO,0.0,NAO,771.0936982889999,89.99,0.0
1831,255487712,LA CUISINE,NAO,0.0,NAO,887.54530977,89.99,0.0
1847,255487712,LA CUISINE,NAO,0.0,NAO,578.697763003,89.99,0.0
1878,256483438,HERCULES,SIM,0.0,NAO,888.428428906,199.86,1.0
1884,242956508,ROCHEDO,NAO,0.0,NAO,884.057092165,29.7,0.0
1900,10697200,TRAMONTINA,NAO,0.0,NAO,362.014105257,99.7,0.0
1910,245841810,EURO,NAO,0.0,NAO,843.070754265,39.0,0.0
1911,225903608,JOMAFE,NAO,0.0,NAO,187.93648561400002,69.495,0.0
1930,255487712,LA CUISINE,NAO,0.0,NAO,604.066852088,99.99,0.0
1934,255487712,LA CUISINE,NAO,0.0,NAO,345.695589101,89.99,0.0
1939,257163140,BRINOX,NAO,0.0,NAO,162.781908552,135.9,0.0
1961,260011708,PANELA MINEIRA,SIM,1.0,NAO,758.6551184660001,90.44500000000001,0.0
1962,245842172,EURO,NAO,0.0,NAO,993.90725105,44.99,0.0
1968,257530950,HAPPYCALL,NAO,1.0,SIM,157.520012111,679.99,0.0
1969,257530864,HAPPYCALL,NAO,1.0,SIM,483.19797538800003,389.99,0.0
1985,255487712,LA CUISINE,NAO,0.0,NAO,769.456207205,99.99,0.0
1993,240761674,MTA,NAO,0.0,NAO,852.1055331560001,138.555,0.0
2007,256483438,HERCULES,SIM,0.0,NAO,443.179511073,177.12,0.0
2028,257490350,BRINOX,NAO,0.0,NAO,250.00030838,20.8252941176,0.0
2032,257170702,BRINOX,NAO,0.0,NAO,520.763031289,117.868571429,0.0
2036,255487712,LA CUISINE,NAO,0.0,NAO,838.371993455,89.99,0.0
2047,255487712,LA CUISINE,NAO,0.0,NAO,769.767356936,89.99,0.0
2079,259619838,FUMIL,SIM,0.0,NAO,896.1725786239999,62.489999999999995,0.0
2081,245841962,EURO,NAO,0.0,NAO,421.580896214,34.99,0.0
2099,259619742,FUMIL,SIM,0.0,NAO,641.5934736280001,59.13,0.0
2132,242956508,ROCHEDO,NAO,0.0,NAO,866.7944086560001,29.7,0.0
2139,653352,TRAMONTINA,NAO,0.0,NAO,9.9626112934,165.9,1.0
2148,255487712,LA CUISINE,NAO,0.0,NAO,159.285258801,99.99,1.0
2151,257531986,HAPPYCALL,NAO,0.0,NAO,358.406632696,441.9,0.0
2154,257488664,BRINOX,NAO,0.0,NAO,879.073810304,17.1023529412,0.0
2155,13863712,TRAMONTINA,NAO,0.0,NAO,739.6248110060001,97.4,0.0
2160,257531986,HAPPYCALL,NAO,0.0,NAO,905.689625371,299.99,0.0
2163,255487712,LA CUISINE,NAO,0.0,NAO,123.57643014,89.99,0.0
2190,245841736,EURO,NAO,0.0,NAO,955.3431662239999,26.99,0.0
2196,257165854,BRINOX,NAO,0.0,NAO,438.112876398,43.489999999999995,0.0
2206,258462704,BRINOX,NAO,0.0,NAO,878.93420924,59.99,0.0
2208,10697204,TRAMONTINA,NAO,0.0,NAO,898.4656241560001,132.29,0.0
2249,255487712,LA CUISINE,NAO,0.0,NAO,538.8018045590001,89.99,0.0
2252,11996250,TRAMONTINA,NAO,0.0,NAO,896.0990156380001,90.912,0.0
2257,245841896,EURO,NAO,0.0,NAO,125.116854228,34.99,0.0
2267,240761674,MTA,NAO,0.0,NAO,589.460871841,62.489999999999995,0.0
2271,255487712,LA CUISINE,NAO,0.0,NAO,128.732244116,89.99,0.0
2309,653352,TRAMONTINA,NAO,0.0,NAO,395.91242965699996,151.61,0.0
2336,218994466,CERAFLAME,NAO,1.0,NAO,617.202654692,119.9,0.0
2338,257488824,BRINOX,NAO,0.0,NAO,872.775910345,26.99,0.0
2344,245841810,EURO,NAO,0.0,NAO,705.8204330689999,39.0,0.0
2352,255487712,LA CUISINE,NAO,0.0,NAO,830.6926251010001,97.99,0.0
2356,225903566,JOMAFE,NAO,0.0,NAO,236.855530083,93.495,0.0
2359,10697200,TRAMONTINA,NAO,0.0,NAO,812.975325995,89.0,0.0
2368,257531582,HAPPYCALL,NAO,0.0,NAO,26.992624319,194.99,0.0
2372,257168242,BRINOX,NAO,0.0,NAO,856.204621557,101.54,0.0
2375,257531986,HAPPYCALL,NAO,0.0,NAO,955.8651841410001,441.9,0.0
2377,257490264,BRINOX,NAO,0.0,NAO,763.070358668,17.99,1.0
2400,259619742,FUMIL,SIM,0.0,NAO,240.51366361599997,59.13,1.0
2402,255487712,LA CUISINE,NAO,0.0,NAO,503.47413710800004,89.99,0.0
2428,255487712,LA CUISINE,NAO,0.0,NAO,322.530100348,89.99,0.0
2429,257168328,BRINOX,NAO,0.0,NAO,90.96701104540001,84.99,0.0
2452,259620238,FUMIL,SIM,1.0,NAO,149.988865696,79.99,0.0
2489,255487712,LA CUISINE,NAO,0.0,NAO,848.412044707,79.99,0.0
2491,242956508,ROCHEDO,NAO,0.0,NAO,697.924920952,29.7,0.0
2496,14807804,TRAMONTINA,NAO,1.0,NAO,380.473182789,113.9,0.0
2498,255487712,LA CUISINE,NAO,0.0,NAO,277.609807534,89.99,0.0
2528,257532432,HAPPYCALL,NAO,0.0,NAO,11.521330595799999,59.845,0.0
2530,242956508,ROCHEDO,NAO,0.0,NAO,273.170263375,29.7,1.0
2554,255487712,LA CUISINE,NAO,0.0,NAO,66.1180345847,99.99,0.0
2562,255487712,LA CUISINE,NAO,0.0,NAO,606.79568641,84.7794736842,0.0
2607,257163074,BRINOX,NAO,0.0,NAO,760.257956123,87.3847368421,0.0
2621,255487712,LA CUISINE,NAO,0.0,NAO,626.303817294,89.99,0.0
2645,259619902,FUMIL,SIM,1.0,NAO,551.998471811,86.3536363636,0.0
2647,242956508,ROCHEDO,NAO,0.0,NAO,360.65802501900004,29.7,0.0
2654,259619838,FUMIL,SIM,0.0,NAO,943.2953618380001,197.85,0.0
2658,257796924,HAPPYCALL,NAO,0.0,NAO,662.636975106,366.0,0.0
2686,257531582,HAPPYCALL,NAO,0.0,NAO,690.7310809999999,261.773333333,0.0
2687,245842054,EURO,NAO,0.0,NAO,954.6829603369999,39.99,0.0
2696,259619956,FUMIL,SIM,1.0,NAO,92.0989351249,149.945,0.0
2697,257531582,HAPPYCALL,NAO,0.0,NAO,11.134848509500001,259.9,0.0
2703,216538756,TRAMONTINA,NAO,0.0,NAO,490.897639813,64.7506451613,0.0
2711,225903448,JOMAFE,NAO,0.0,NAO,205.633913528,89.99,1.0
2713,653352,TRAMONTINA,NAO,0.0,NAO,133.18239883799998,151.614285714,0.0
2725,259619742,FUMIL,SIM,0.0,NAO,811.310974061,59.13,0.0
2726,13863716,TRAMONTINA,NAO,0.0,NAO,163.531536729,159.9,0.0
2747,242956508,ROCHEDO,NAO,0.0,NAO,176.173047012,29.7,0.0
2751,259619742,FUMIL,SIM,0.0,NAO,188.68197009099998,214.79999999999998,0.0
2752,257531986,HAPPYCALL,NAO,0.0,NAO,851.031938727,399.9,0.0
2784,11996682,TRAMONTINA,NAO,0.0,NAO,926.636970483,127.9,0.0
2786,257168362,BRINOX,NAO,0.0,NAO,784.19555046,132.0,0.0
2797,10697200,TRAMONTINA,NAO,0.0,NAO,634.814727746,87.26,0.0
2807,257531582,HAPPYCALL,NAO,0.0,NAO,332.788636315,288.0,0.0
2809,257168242,BRINOX,NAO,0.0,NAO,430.60801144199996,101.54,0.0
2811,11996250,TRAMONTINA,NAO,0.0,NAO,820.5015690460001,93.9,0.0
2840,258463622,BRINOX,NAO,1.0,NAO,896.302259042,124.75,0.0
2846,11996250,TRAMONTINA,NAO,0.0,NAO,402.613505958,92.54882352940001,0.0
2850,225903448,JOMAFE,NAO,0.0,NAO,976.2802069589999,89.99,1.0
2856,10697200,TRAMONTINA,NAO,0.0,NAO,649.724874556,87.26,0.0
2857,257488824,BRINOX,NAO,0.0,NAO,947.243395176,26.99,0.0
2866,242956508,ROCHEDO,NAO,0.0,NAO,64.95538148909999,28.174773869299997,0.0
2871,255487712,LA CUISINE,NAO,0.0,NAO,234.03475566900002,89.99,0.0
2873,245842280,EURO,NAO,0.0,NAO,399.562997773,59.082386934649996,0.0
2874,242956508,ROCHEDO,NAO,0.0,NAO,484.157022906,28.174773869299997,0.0
2877,653352,TRAMONTINA,NAO,0.0,NAO,121.87047142600001,163.87,0.0
2880,245841962,EURO,NAO,0.0,NAO,159.743873657,34.99,0.0
2890,11996250,TRAMONTINA,NAO,0.0,NAO,505.80353909999997,90.9,0.0
2895,240761108,MTA,NAO,1.0,NAO,457.47337319999997,245.4,0.0
2913,257531986,HAPPYCALL,NAO,0.0,NAO,433.666014486,399.9,0.0
2934,242956508,ROCHEDO,NAO,0.0,NAO,573.1241495969999,29.7,1.0
2973,256481304,HERCULES,SIM,0.0,NAO,772.990267563,46.925,0.0
3000,216538756,TRAMONTINA,NAO,0.0,NAO,187.349757391,64.15,0.0
3032,255487712,LA CUISINE,NAO,0.0,NAO,559.215038248,89.99,0.0
3033,242956508,ROCHEDO,NAO,0.0,NAO,709.591237913,29.7,0.0
3037,257796924,HAPPYCALL,NAO,0.0,NAO,684.928379351,339.0,0.0
3071,259619742,FUMIL,SIM,0.0,NAO,501.99090574699994,59.13,0.0
3074,257796924,HAPPYCALL,NAO,0.0,NAO,547.479528715,229.515,0.0
3092,257531986,HAPPYCALL,NAO,0.0,NAO,23.9052294257,399.9,0.0
3093,242956508,ROCHEDO,NAO,0.0,NAO,690.294923963,26.99,0.0
3100,257488824,BRINOX,NAO,0.0,NAO,346.41341111300005,26.99,1.0
3113,242956508,ROCHEDO,NAO,0.0,NAO,680.520796956,29.7,0.0
3166,245841768,EURO,NAO,0.0,NAO,649.104937772,37.736,0.0
3187,242956508,ROCHEDO,NAO,0.0,NAO,800.2842631369999,29.7,0.0
3204,225903448,JOMAFE,NAO,0.0,NAO,495.836013074,89.99,0.0
3209,11996250,TRAMONTINA,NAO,0.0,NAO,956.960834341,93.9,0.0
3225,11996250,TRAMONTINA,NAO,0.0,NAO,103.594495036,92.1496,0.0
3247,11996250,TRAMONTINA,NAO,0.0,NAO,884.542989635,91.7657142857,0.0
3248,242956508,ROCHEDO,NAO,0.0,NAO,944.6288718889999,29.7,0.0
3267,255487712,LA CUISINE,NAO,0.0,NAO,906.566675321,79.99,0.0
3276,257488824,BRINOX,NAO,0.0,NAO,798.3847135685,26.99,0.0
3279,13863712,TRAMONTINA,NAO,0.0,NAO,690.202751816,96.9,0.0
3289,259619742,FUMIL,SIM,0.0,NAO,48.374093809099996,59.13,0.0
3293,11996682,TRAMONTINA,NAO,0.0,NAO,138.007046793,138.41,0.0
3309,257796924,HAPPYCALL,NAO,0.0,NAO,103.850046885,326.255555556,0.0
3327,245841962,EURO,NAO,0.0,NAO,332.265074178,34.99,0.0
3363,13863716,TRAMONTINA,NAO,0.0,NAO,222.733719697,166.9,0.0
3377,257796924,HAPPYCALL,NAO,0.0,NAO,581.218933161,340.45,0.0
3378,240761108,MTA,NAO,1.0,NAO,169.438896549,185.075,0.0
3391,242956508,ROCHEDO,NAO,0.0,NAO,471.56093091900004,29.7,0.0
3407,225903448,JOMAFE,NAO,0.0,NAO,621.713670498,89.99,0.0
3410,218994466,CERAFLAME,NAO,1.0,NAO,87.54254917780001,119.9,0.0
3418,223402004,CERAFLAME,NAO,1.0,NAO,94.7156041639,105.406,0.0
3419,11996250,TRAMONTINA,NAO,0.0,NAO,543.0994581919999,90.912,0.0
3424,242956508,ROCHEDO,NAO,0.0,NAO,989.593773723,29.7,0.0
3425,255487712,LA CUISINE,NAO,0.0,NAO,591.469174691,85.50914893619999,0.0
3430,257166204,BRINOX,NAO,0.0,NAO,967.7113354869999,89.41624113475,0.0
3437,225903416,JOMAFE,NAO,0.0,NAO,880.503461045,93.3233333333,0.0
3451,245841842,EURO,NAO,0.0,NAO,824.2726341289999,76.22666666665,0.0
3456,259619742,FUMIL,SIM,0.0,NAO,929.565854948,59.13,0.0
3460,255487712,LA CUISINE,NAO,0.0,NAO,585.030656401,89.99,0.0
3487,257796924,HAPPYCALL,NAO,0.0,NAO,801.200211372,339.0,0.0
3496,242956508,ROCHEDO,NAO,0.0,NAO,519.331495425,29.7,1.0
3528,13863712,TRAMONTINA,NAO,0.0,NAO,810.2896315930001,96.3219230769,0.0
3532,255487712,LA CUISINE,NAO,0.0,NAO,70.1619933498,89.99,1.0
3536,242956508,ROCHEDO,NAO,0.0,NAO,387.493678711,29.7,0.0
3545,10697204,TRAMONTINA,NAO,0.0,NAO,172.72949905599998,164.845,0.0
3549,257531986,HAPPYCALL,NAO,0.0,NAO,981.510093275,299.99,0.0
3571,257488824,BRINOX,NAO,0.0,NAO,40.415972295500005,26.99,0.0
3592,245841842,EURO,NAO,0.0,NAO,160.03383735225,35.91,0.0
3594,255487712,LA CUISINE,NAO,0.0,NAO,279.651702409,99.99,0.0
3621,653352,TRAMONTINA,NAO,0.0,NAO,527.7542699,183.531935484,0.0
3637,257531582,HAPPYCALL,NAO,0.0,NAO,452.877910392,261.773333333,0.0
3642,255487712,LA CUISINE,NAO,0.0,NAO,311.59925008,89.99,0.0
3689,218994466,CERAFLAME,NAO,1.0,NAO,419.89046781800005,119.9,0.0
3712,653352,TRAMONTINA,NAO,0.0,NAO,821.343685504,140.88,0.0
3726,255487712,LA CUISINE,NAO,0.0,NAO,587.315529421,99.99,0.0
3739,11996250,TRAMONTINA,NAO,0.0,NAO,436.012735112,92.1496,0.0
3747,242956508,ROCHEDO,NAO,0.0,NAO,43.8160673803,29.7,0.0
3770,245841768,EURO,NAO,0.0,NAO,93.4204987017,57.345,0.0
3787,259619902,FUMIL,SIM,1.0,NAO,683.631646466,84.99,0.0
3797,216538756,TRAMONTINA,NAO,0.0,NAO,316.837997847,60.725,0.0
3802,225902850,JOMAFE,NAO,0.0,NAO,923.8195445489999,92.8125,0.0
3823,259619710,FUMIL,SIM,1.0,NAO,895.3359916119999,124.9,0.0
3830,653352,TRAMONTINA,NAO,0.0,NAO,17.1130988183,140.88,1.0
3853,257165854,BRINOX,NAO,0.0,NAO,349.212386166,69.15125,0.0
3855,242956508,ROCHEDO,NAO,0.0,NAO,3.5745360897800005,29.7,0.0
3860,258460422,BRINOX,NAO,0.0,NAO,281.616184019,31.29,0.0
3864,242956508,ROCHEDO,NAO,0.0,NAO,489.641137346,29.7,0.0
3886,259619710,FUMIL,SIM,1.0,NAO,966.86189948,124.9,0.0
3892,13863700,TRAMONTINA,NAO,0.0,NAO,261.886839792,112.086,0.0
3894,216538756,TRAMONTINA,NAO,0.0,NAO,26.784205248600003,64.15,1.0
3905,259619838,FUMIL,SIM,0.0,NAO,13.214981864,48.0431818182,0.0
3923,257530620,HAPPYCALL,NAO,1.0,SIM,75.2020263518,94.4715909091,0.0
3926,653352,TRAMONTINA,NAO,0.0,NAO,226.814879144,140.9,0.0
3927,242956508,ROCHEDO,NAO,0.0,NAO,616.889981278,29.7,0.0
3943,257165854,BRINOX,NAO,0.0,NAO,831.8812776389999,37.8,0.0
3961,259619956,FUMIL,SIM,1.0,NAO,59.8009783953,45.9,0.0
3964,260011708,PANELA MINEIRA,SIM,1.0,NAO,280.757575932,89.4,0.0
