,ITEM_ID,ALTURA,COR,LARGURA,MARCA,PROFUNDIDADE,TEM_FERRO_FUNDIDO,SESSION_ID,ITEM_PRICE,INTERESTED
10195,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,231.12176471799998,49.99,0.0
10497,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,717.7964142239999,49.99,0.0
10503,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,538.013963851,49.99,0.0
10576,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,972.5034976960001,49.99,0.0
10871,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,262.56955657599997,49.99,0.0
11906,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,913.3068015110001,49.99,0.0
11914,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,41.3262775462,49.99,0.0
12324,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,302.741295833,48.704285714300006,0.0
12351,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,853.293523743,59.0,0.0
12493,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,399.456738336,49.99,0.0
12687,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,653.720697579,49.99,0.0
12706,258467700,13.0,AZUL,24.7,BRINOX,40.0,NAO,130.185200289,115.31,0.0
12865,257165678,8.0,VERMELHO,27.0,BRINOX,46.0,NAO,103.868130993,180.63,1.0
13178,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,204.998793585,49.99,0.0
13215,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,113.680723159,49.99,0.0
13334,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,83.7864407283,49.99,0.0
13395,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,499.20728045,49.99,0.0
13459,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,338.08874579,48.704285714300006,0.0
13498,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,91.57057516879999,56.03,0.0
14316,257104276,4.7,LARANJA,19.5,HERCULES,33.0,SIM,378.00557715800005,53.010000000000005,0.0
14394,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,608.8888326580001,49.99,0.0
14430,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,558.3766635669999,49.99,0.0
14447,257104276,4.7,LARANJA,19.5,HERCULES,33.0,SIM,48.4850052066,114.99,0.0
14552,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,199.687278405,59.0,0.0
14613,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,473.80568282400003,49.99,0.0
14813,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,111.440001166,49.99,0.0
14886,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,126.870686689,49.99,0.0
15096,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,139.0695109,49.99,0.0
15233,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,419.052456324,49.99,0.0
15243,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,959.0537045560001,49.99,0.0
15298,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,207.433568325,49.99,0.0
15344,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,765.6057814410001,49.99,0.0
15379,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,883.48977877,49.99,0.0
15407,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,617.8024782680001,49.99,0.0
15520,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,695.195974921,49.99,0.0
15857,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,598.2650587009999,49.99,1.0
15893,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,231.606951454,49.99,0.0
16149,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,867.480467435,49.99,0.0
16158,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,325.445625429,50.2097560976,0.0
16198,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,548.961220285,49.99,0.0
16716,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,244.20465260400002,50.2097560976,0.0
16732,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,440.620072845,49.99,0.0
16877,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,355.192254009,77.405,0.0
17024,257168168,3.0,VERMELHO,22.0,BRINOX,42.5,NAO,894.7882324510001,104.82,0.0
17092,257104276,4.7,LARANJA,19.5,HERCULES,33.0,SIM,894.577109262,76.76214285715,0.0
17207,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,356.780878186,48.704285714300006,0.0
17370,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,265.28350869400003,49.99,0.0
17406,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,720.829120548,49.99,0.0
17626,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,945.138660525,48.704285714300006,0.0
17829,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,438.96606988,51.33191489359999,0.0
18289,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,607.922069598,49.99,0.0
18989,257104276,4.7,LARANJA,19.5,HERCULES,33.0,SIM,231.63748036299998,54.495000000000005,0.0
19018,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,537.664826224,59.0,1.0
19029,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,551.552800682,49.99,0.0
19041,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,935.015462585,59.0,0.0
19105,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,74.7331370637,54.495000000000005,0.0
19125,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,468.047295694,49.99,0.0
19324,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,953.648806782,49.99,0.0
19476,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,955.407375464,49.99,0.0
19509,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,386.28486689199997,49.99,0.0
19519,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,71.01055798350001,49.99,0.0
19950,258469598,13.5,CEREJA,24.3,BRINOX,40.0,NAO,753.249850155,49.99,0.0
19955,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,190.772799797,49.99,0.0
20010,258468188,10.0,PRATA,24.5,BRINOX,39.0,NAO,305.20009829599996,49.99,0.0
20130,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,492.66442530300003,49.99,0.0
20208,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,453.473772568,49.99,0.0
20340,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,516.96360072,49.99,0.0
20420,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,274.038146241,49.99,0.0
20529,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,748.0843151160001,49.99,1.0
20960,257104276,4.7,LARANJA,19.5,HERCULES,33.0,SIM,888.428428906,79.99,1.0
21029,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,210.88360900599997,49.99,0.0
21203,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,714.953863822,49.99,0.0
21246,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,811.820610925,49.99,0.0
21250,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,59.974584244,49.347142857150004,0.0
21275,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,670.123485682,48.704285714300006,0.0
21595,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,774.733830568,49.99,0.0
21658,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,996.061891447,50.2097560976,0.0
22026,258467700,13.0,AZUL,24.7,BRINOX,40.0,NAO,636.675033074,50.0998780488,0.0
22038,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,609.161144557,49.99,0.0
22046,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,890.6690249139999,49.99,0.0
22124,257162980,3.0,PRETO,22.0,BRINOX,42.5,NAO,460.49345091699996,88.12,0.0
22182,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,124.10101690799999,49.99,0.0
22604,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,575.376037295,49.99,0.0
22709,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,541.886979114,49.99,0.0
22796,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,174.173117195,49.99,0.0
23348,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,342.668697721,49.99,0.0
23399,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,953.098649246,49.99,0.0
23424,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,683.7333899965,49.99,0.0
23478,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,414.36813074699995,49.99,0.0
23637,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,793.500449556,49.99,0.0
24019,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,841.096056117,49.99,0.0
24046,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,479.08927538300003,49.99,0.0
24310,257168210,8.0,PRETO,27.0,BRINOX,46.0,NAO,103.868130993,193.53,1.0
24332,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,958.515977264,121.76,0.0
24465,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,58.855685169,49.99,0.0
24787,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,812.543870514,49.99,0.0
25028,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,722.6945477999999,49.99,0.0
25082,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,342.77084539,49.99,0.0
25230,257104276,4.7,LARANJA,19.5,HERCULES,33.0,SIM,184.555231865,49.99,0.0
25233,258467700,13.0,AZUL,24.7,BRINOX,40.0,NAO,372.28182298400003,49.99,0.0
25241,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,360.31336679699996,49.99,0.0
25318,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,670.174209082,49.99,0.0
25336,257165678,8.0,VERMELHO,27.0,BRINOX,46.0,NAO,54.29601055649999,49.99,0.0
25358,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,133.12218507,49.99,0.0
25438,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,191.93247083900002,49.99,0.0
25736,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,366.019391597,49.99,0.0
25903,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,927.363705277,49.99,0.0
26110,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,317.89307752599996,49.99,0.0
26209,257104276,4.7,LARANJA,19.5,HERCULES,33.0,SIM,781.778732883,49.99,0.0
26248,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,965.415991391,49.99,0.0
26637,257162980,3.0,PRETO,22.0,BRINOX,42.5,NAO,720.4802179210001,88.12,0.0
26707,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,461.390606579,49.99,0.0
26913,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,682.9356287,49.99,0.0
26962,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,953.511509372,49.99,0.0
27104,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,271.591127591,49.99,0.0
27285,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,504.39823052099996,49.99,0.0
27448,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,741.7427399889999,49.99,0.0
27460,257168210,8.0,PRETO,27.0,BRINOX,46.0,NAO,847.794690827,48.99,0.0
27658,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,934.6178913560001,47.99,0.0
27667,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,366.433348733,63.989999999999995,0.0
27812,257104276,4.7,LARANJA,19.5,HERCULES,33.0,SIM,105.844503195,79.99,0.0
28100,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,303.89208772,49.99,0.0
28170,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,427.34000186300005,49.99,0.0
28284,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,86.7728260387,49.99,0.0
28392,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,21.841907702199997,49.99,0.0
28562,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,906.756512333,49.99,0.0
28657,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,953.703795065,49.99,0.0
28916,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,726.973259754,49.99,1.0
28962,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,35.5244318883,49.99,0.0
29152,258468188,10.0,PRATA,24.5,BRINOX,39.0,NAO,761.20422666,49.99,0.0
29393,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,190.67145634099998,49.99,0.0
29420,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,412.60683175099996,49.99,0.0
29861,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,228.997089054,49.99,0.0
30087,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,936.5973669589999,49.99,0.0
30158,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,741.465113781,49.99,0.0
30207,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,305.779709355,49.99,0.0
30321,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,506.77636490699996,49.99,0.0
30431,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,243.392258934,49.99,0.0
30516,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,602.512364895,49.99,0.0
30559,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,302.794238849,47.99,0.0
30657,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,145.326868364,47.99,0.0
30782,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,515.773246664,49.99,0.0
31242,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,162.305713199,49.99,0.0
31244,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,972.809862858,49.99,0.0
31401,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,629.554422425,49.99,0.0
31431,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,653.577354658,47.99,0.0
31483,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,870.416430823,49.99,0.0
31593,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,641.570382787,49.99,0.0
31623,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,948.5142989269999,49.99,0.0
32218,258469598,13.5,CEREJA,24.3,BRINOX,40.0,NAO,90.4234633314,49.99,0.0
32260,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,549.600771516,49.99,0.0
32316,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,627.261977753,49.99,0.0
32496,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,18.7185651609,49.99,0.0
32984,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,216.044076873,49.99,0.0
33072,257104276,4.7,LARANJA,19.5,HERCULES,33.0,SIM,626.67780637,48.99,0.0
33284,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,644.583318135,47.99,0.0
33386,258469598,13.5,CEREJA,24.3,BRINOX,40.0,NAO,973.5096291389999,48.99,0.0
33389,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,772.211325493,49.99,0.0
33608,257165678,8.0,VERMELHO,27.0,BRINOX,46.0,NAO,671.783101781,49.99,0.0
33730,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,441.477011005,49.99,0.0
33957,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,624.485805586,50.2097560976,0.0
34390,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,623.2194512359999,50.0998780488,0.0
34473,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,651.649391529,49.99,0.0
34545,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,708.229407818,49.99,0.0
35057,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,20.7009846225,49.99,0.0
35061,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,149.741351288,51.33191489359999,0.0
35523,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,307.610042887,49.99,0.0
35568,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,93.2160400482,59.0,0.0
35584,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,140.72101151,49.99,0.0
35596,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,467.857939939,49.99,0.0
35611,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,897.210051375,49.99,0.0
35877,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,335.791355385,49.99,0.0
35955,257104276,4.7,LARANJA,19.5,HERCULES,33.0,SIM,649.658858432,49.99,0.0
35957,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,68.8596402261,49.99,0.0
36153,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,946.552238596,49.99,0.0
36235,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,268.983131354,49.99,0.0
36283,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,70.8718510783,49.99,0.0
36476,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,155.603300667,49.99,0.0
36491,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,566.746740056,49.99,0.0
36630,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,337.569976772,49.99,0.0
36711,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,402.456114931,49.99,0.0
36734,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,334.548976474,49.99,0.0
36771,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,379.626750124,49.99,0.0
37462,257104276,4.7,LARANJA,19.5,HERCULES,33.0,SIM,981.452213682,50.0449390244,0.0
37525,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,652.824871504,50.0998780488,0.0
37742,257165678,8.0,VERMELHO,27.0,BRINOX,46.0,NAO,847.794690827,50.1548170732,0.0
38178,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,910.020428655,50.2097560976,0.0
38292,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,102.810128834,49.99,0.0
38398,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,237.002402628,49.99,0.0
38599,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,823.263277369,49.99,0.0
38779,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,184.021909087,49.99,0.0
38844,257104276,4.7,LARANJA,19.5,HERCULES,33.0,SIM,771.860396832,103.323333333,0.0
38875,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,598.707659561,50.2097560976,0.0
38955,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,53.87984251939999,50.0998780488,0.0
38970,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,267.88304456099996,49.99,0.0
39072,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,114.194491474,49.99,0.0
39089,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,826.574331805,49.99,0.0
39635,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,530.985243669,49.99,0.0
39644,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,156.095790074,49.99,0.0
39788,257104276,4.7,LARANJA,19.5,HERCULES,33.0,SIM,26.100850601999998,79.99,0.0
39878,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,327.182890013,49.99,0.0
39983,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,903.544531959,49.99,0.0
40269,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,135.52177143,49.99,0.0
40594,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,301.069113561,49.99,0.0
41025,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,193.586494855,49.99,0.0
41257,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,455.459076877,49.99,0.0
41358,257165678,8.0,VERMELHO,27.0,BRINOX,46.0,NAO,853.18114477,69.055,0.0
41397,257162980,3.0,PRETO,22.0,BRINOX,42.5,NAO,935.985274393,88.12,0.0
41554,256638176,10.0,VERMELHO,24.5,BRINOX,39.0,NAO,558.9887131830001,49.99,0.0
