,ITEM_ID,ITEM_PRICE,INTERESTED
78313,257256396,37.720937500000005,0.0
78455,13863708,36.92,0.0
78608,256629054,31.49,0.0
78785,13863708,37.975,0.0
78853,13863708,38.055,0.0
79444,256629054,32.4153846154,0.0
79609,256629054,32.49,1.0
79651,256629054,32.49,0.0
79686,256629054,32.49,0.0
79697,258464518,28.645000000000003,0.0
79922,258464220,24.8,0.0
80322,13863708,40.105,0.0
80400,258464220,24.8,0.0
80488,257256782,61.9,0.0
81297,256629054,32.49,0.0
81606,13863708,36.2071428571,0.0
81756,256629054,32.4207142857,0.0
82106,13863708,35.0648717949,0.0
82248,257256782,61.9,0.0
82877,256629054,26.99,0.0
82950,256629054,32.4153846154,0.0
83340,13863708,34.9,0.0
83586,13863708,38.34,0.0
83857,256629054,32.49,1.0
83999,256629054,30.1998484848,0.0
84295,256629054,31.24,0.0
84442,13863708,36.8623076923,0.0
84643,13863708,43.07,0.0
84705,256629054,52.485,0.0
84763,257256782,61.9,0.0
84953,256629054,31.24,0.0
85128,13863708,34.79,0.0
85223,13863708,38.34,0.0
86039,13863708,34.9,0.0
86195,13863708,35.0648717949,0.0
86273,256629054,32.49,0.0
86739,257256782,61.9,1.0
86764,256629054,32.49,1.0
86809,256629054,32.49,0.0
87568,256629054,32.49,0.0
87981,13863708,38.055,0.0
88372,256629054,33.0,0.0
88450,257256782,35.4875,0.0
88580,13863708,37.975,0.0
88990,256629054,32.49,0.0
89202,13863708,36.63,1.0
89217,256629054,30.1998484848,0.0
89707,256629054,32.4207142857,0.0
89752,13863708,36.13,0.0
90238,13863708,34.9,0.0
90247,258464220,27.824,0.0
90420,258463196,29.414,0.0
90660,13863708,36.92,0.0
90706,256629054,36.563571428550006,0.0
91178,13863708,36.2071428571,0.0
91494,13863708,36.13,0.0
91531,13863708,36.25,0.0
92191,256629054,32.49,0.0
92309,13863708,34.9,0.0
92573,13863708,34.9,0.0
93116,13863708,34.9,0.0
93791,256629054,32.49,0.0
93810,258464220,27.824,0.0
94185,257256782,65.34,0.0
94222,258464518,41.57,1.0
94495,13863708,26.97,0.0
94617,13863708,34.9,0.0
95008,258463196,24.55,0.0
95136,256629054,31.49,0.0
95513,256629054,32.447826086999996,0.0
96107,13863708,34.9,0.0
96176,257256396,35.57333333333333,0.0
96254,257256782,36.24666666666667,0.0
96343,13863708,36.92,0.0
96519,256629054,32.49,0.0
96891,256629054,32.49,0.0
96994,257256396,61.52,1.0
97008,13863708,26.97,1.0
97148,13863708,38.521875,0.0
97445,256629054,34.8809375,0.0
97540,256629054,31.24,0.0
97692,258464220,31.865000000000002,0.0
97973,256629054,32.49,0.0
98259,256629054,32.49,0.0
98428,13863708,26.97,1.0
98715,13863708,28.861,0.0
98790,256629054,30.752,0.0
99036,256629054,32.643,0.0
99190,13863708,36.25,0.0
99647,13863708,36.69,1.0
99651,256629054,33.0,0.0
99713,13863708,37.144,0.0
100017,256629054,33.0,0.0
100421,256629054,32.49,0.0
100687,256629054,32.49,1.0
101371,13863708,34.9,0.0
101504,13863708,34.9,0.0
101714,13863708,35.0648717949,0.0
102169,13863708,39.4315,0.0
102192,13863708,26.97,0.0
102317,256629054,33.0,0.0
102335,13863708,36.25,1.0
102413,256629054,31.24,0.0
102553,13863708,37.144,0.0
102692,13863708,34.9,0.0
102851,13863708,34.9,0.0
102921,13863708,38.34,0.0
103290,256629054,27.0,1.0
103334,13863708,28.9,0.0
103450,256629054,31.49,0.0
103523,258464518,37.99,0.0
103976,258463196,37.9181395349,0.0
104488,13863708,37.8462790698,0.0
105500,256629054,32.4207142857,0.0
105913,256629054,29.99,1.0
106243,258464220,27.824,0.0
106769,256629054,28.516000000000002,0.0
106877,256629054,29.208,0.0
107020,13863708,29.9,0.0
107126,13863708,36.92,0.0
107631,13863708,34.9,0.0
108042,256629054,26.99,0.0
108321,13863708,30.374666666666666,0.0
108348,256629054,33.75933333333333,0.0
108527,13863708,37.144,0.0
108702,256629054,31.49,0.0
108804,256629054,32.49,1.0
109378,257256396,35.415000000000006,0.0
109388,13863708,38.34,0.0
109692,13863708,28.9,0.0
109880,13863708,34.9,0.0
110352,13863708,34.9,0.0
110502,13863708,37.975,0.0
110593,13863708,29.9,0.0
110619,258464518,41.57,0.0
111016,13863708,34.9,0.0
111060,13863708,42.9,0.0
111085,257256396,39.373684210549996,0.0
111596,13863708,35.8473684211,0.0
111891,256629054,26.99,1.0
111928,13863708,37.144,0.0
112442,258464220,32.99,0.0
112510,256629054,31.9344444444,0.0
112751,13863708,36.2071428571,0.0
112803,258464518,33.84857142855,0.0
112874,256629054,31.49,0.0
113753,13863708,36.92,0.0
113844,256629054,32.49,0.0
114012,13863708,36.25,1.0
114109,13863708,34.9,0.0
114127,257256782,61.9,0.0
114128,13863708,34.9,0.0
114411,13863708,34.9,0.0
114727,256629054,32.49,0.0
115065,258464220,24.8,0.0
115088,256629054,30.1998484848,0.0
115106,258468230,40.76656565653333,0.0
115528,258464518,51.33328282826666,0.0
116039,257256782,61.9,0.0
116144,13863708,36.58,0.0
116246,256629054,34.035,0.0
116309,256629054,31.49,0.0
116740,256629054,28.21,0.0
117621,258467752,29.449074074066665,0.0
117655,256629054,30.688148148133333,0.0
117787,256629054,31.927222222199998,0.0
117983,13863708,37.8462790698,0.0
118412,257256782,75.66,0.0
119322,13863708,34.9,0.0
119523,13863708,42.9,1.0
119566,256629054,31.24,0.0
119679,13863708,43.1833333333,0.0
119990,13863708,38.521875,0.0
120080,256629054,31.49,0.0
120134,258464220,24.8,0.0
